"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.233","273.03","65.995","24.171","84.986","31.127","122.049","44.702"
"Cleaners of Vehicles and Equipment","0.192","225.05","118.021","52.442","32.583","14.478","74.447","33.08"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.212","247.8","128.232","51.748","21.583","8.71","97.985","39.542"
"Information and Record Clerks, All Other","0.15","175.25","146.615","83.66","1.85","1.055","26.786","15.284"
"Network and Computer Systems Administrators","0.159","185.62","27.49","14.81","120.635","64.99","37.495","20.2"
"Coaches and Scouts","0.229","268.34","22.137","8.25","124.2","46.284","122.004","45.466"
"Securities, Commodities, and Financial Services Sales Agents","0.172","201.53","63.218","31.369","82.173","40.775","56.139","27.856"
"Automotive Service Technicians and Mechanics","0.284","332.18","87.644","26.385","55.198","16.617","189.338","56.999"
"Preschool Teachers, Except Special Education","0.442","516.82","23.65","4.576","119.118","23.048","374.053","72.376"
"Machine Feeders and Offbearers","0.156","182","128.219","70.45","11.598","6.373","42.183","23.178"
"Career/Technical Education Teachers, Postsecondary","0.201","235.68","8.201","3.48","131.307","55.714","96.172","40.806"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.155","180.81","131.781","72.884","6.466","3.576","42.563","23.54"
"Legal Secretaries and Administrative Assistants","0.15","175.33","127.936","72.968","6.497","3.706","40.897","23.326"
"Self-Enrichment Teachers","0.164","192.03","11.347","5.909","119.821","62.397","60.862","31.694"
"Chemical Equipment Operators and Tenders","0.169","197.6","103.394","52.325","17.977","9.098","76.229","38.578"
"Payroll and Timekeeping Clerks","0.115","134.41","97.175","72.298","23.936","17.808","13.298","9.894"
"Interviewers, Except Eligibility and Loan","0.141","165.17","104.031","62.984","17.029","10.31","44.109","26.705"
"Education Administrators, Postsecondary","0.207","241.71","2.297","0.95","117.132","48.46","122.281","50.59"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.133","155.7","118.662","76.212","0","0","37.038","23.788"
"Special Education Teachers, Kindergarten and Elementary School","0.314","367.8","24.232","6.588","94.128","25.592","249.44","67.82"
"Kindergarten Teachers, Except Special Education","0.312","365.32","0","0","117.1","32.054","248.22","67.946"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.244","285.21","32.767","11.489","83.178","29.164","169.265","59.347"
"Administrative Services and Facilities Managers","0.175","205.18","31.788","15.493","83.444","40.669","89.948","43.839"
"Cabinetmakers and Bench Carpenters","0.123","143.53","86.495","60.263","26.504","18.466","30.531","21.271"
"Structural Metal Fabricators and Fitters","0.125","146.39","93.849","64.109","18.325","12.518","34.216","23.373"
"Insurance Sales Agents","0.145","170.07","53.098","31.222","57.541","33.834","59.43","34.945"
"Electricians","0.218","254.85","34.767","13.642","74.368","29.181","145.715","57.177"
"Librarians and Media Collections Specialists","0.141","164.81","62.678","38.03","46.093","27.968","56.039","34.002"
"File Clerks","0.107","125.74","106.335","84.567","1.597","1.27","17.808","14.162"
"Phlebotomists","0.236","276.34","94.457","34.181","12.962","4.691","168.921","61.128"
"Loan Officers","0.125","145.98","40.203","27.54","65.833","45.097","39.944","27.363"
"Cargo and Freight Agents","0.117","136.35","104.963","76.98","0.728","0.534","30.66","22.486"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.127","148.27","89.529","60.382","16.057","10.829","42.684","28.788"
"Exercise Trainers and Group Fitness Instructors","0.169","198.28","2.093","1.055","103.467","52.182","92.721","46.762"
"Speech-Language Pathologists","0.198","231.99","0","0","102.769","44.299","129.221","55.701"
"Computer and Information Systems Managers","0.133","156.13","2.094","1.341","97.627","62.529","56.409","36.129"
"Social and Human Service Assistants","0.156","182.39","39.559","21.689","59.093","32.399","83.739","45.912"
"Special Education Teachers, Secondary School","0.273","319.41","1.45","0.454","97.068","30.39","220.891","69.156"
"Radiologic Technologists and Technicians","0.211","246.93","40.624","16.452","56.823","23.012","149.483","60.537"
"Emergency Medical Technicians and Paramedics","0.2","233.95","27.499","11.754","69.873","29.867","136.577","58.379"
"Claims Adjusters, Examiners, and Investigators","0.107","124.8","23.747","19.028","71.956","57.657","29.097","23.315"
"School Bus Monitors and Protective Service Workers, All Other","0.161","188.49","72.968","38.712","20.796","11.033","94.726","50.255"
"Art, Drama, and Music Teachers, Postsecondary","0.117","136.92","9.852","7.195","83.693","61.125","43.375","31.679"
"Amusement and Recreation Attendants","0.119","139.32","80.458","57.751","8.529","6.122","50.332","36.127"
"Buyers and Purchasing Agents","0.102","119.37","48.365","40.517","40.335","33.79","30.67","25.693"
"Market Research Analysts and Marketing Specialists","0.109","126.96","0","0","87.529","68.943","39.431","31.057"
"Counter and Rental Clerks","0.099","115.35","84.246","73.036","2.869","2.487","28.234","24.477"
"Computer Numerically Controlled Tool Operators","0.107","125.22","84.551","67.522","0.917","0.733","39.752","31.746"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.144","168.04","8.106","4.824","76.597","45.583","83.337","49.594"
"Business Teachers, Postsecondary","0.125","146.35","7.051","4.818","77.483","52.944","61.815","42.238"
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","0.106","123.96","43.147","34.807","41.347","33.355","39.466","31.838"
"Computer Systems Analysts","0.174","204.12","14.892","7.296","69.361","33.98","119.867","58.724"
"Sewing Machine Operators","0.088","103.4","83.693","80.941","0","0","19.707","19.059"
"Food Batchmakers","0.102","119.18","77.991","65.44","5.263","4.416","35.926","30.144"
"Physical Therapist Assistants","0.197","229.94","9.447","4.109","72.434","31.501","148.059","64.39"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.091","106.92","78.354","73.283","2.827","2.644","25.739","24.073"
"Medical and Health Services Managers","0.293","342.49","0","0","80.679","23.557","261.811","76.443"
"Police and Sheriff's Patrol Officers","0.122","142.24","44.883","31.554","35.281","24.804","62.076","43.642"
"Telecommunications Equipment Installers and Repairers, Except Line Installers","0.115","134.95","25.836","19.145","53.31","39.503","55.804","41.352"
"Recreation Workers","0.186","218","16.319","7.486","62.583","28.708","139.098","63.806"
"English Language and Literature Teachers, Postsecondary","0.106","123.95","10.186","8.217","68.275","55.083","45.49","36.7"
"Bus Drivers, Transit and Intercity","0.091","106.08","77.154","72.732","0.26","0.245","28.666","27.023"
"Human Resources Assistants, Except Payroll and Timekeeping","0.088","102.53","39.714","38.734","37.186","36.268","25.63","24.998"
"Mathematical Science Teachers, Postsecondary","0.099","115.92","24.238","20.909","52.163","44.999","39.519","34.092"
"Training and Development Specialists","0.127","148.72","8.665","5.826","67.576","45.439","72.479","48.735"
"Parts Salespersons","0.081","94.71","67.697","71.478","7.873","8.313","19.14","20.209"
"Carpenters","0.095","110.74","48.189","43.516","27.124","24.493","35.427","31.991"
"Nurse Practitioners","0.14","163.93","32","19.52","43.131","26.311","88.799","54.169"
"Child, Family, and School Social Workers","0.13","152.33","16.501","10.833","58.62","38.483","77.208","50.685"
"Public Relations Specialists","0.118","138.15","22.26","16.113","52.85","38.255","63.04","45.632"
"Printing Press Operators","0.086","100.78","69.935","69.393","4.893","4.855","25.953","25.752"
"Pharmacists","0.106","124.31","51.965","41.803","22.39","18.011","49.955","40.186"
"Driver/Sales Workers","0.077","90.02","51.311","57","22.227","24.691","16.482","18.309"
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","0.111","129.64","67.576","52.126","3.464","2.672","58.6","45.202"
"Personal Financial Advisors","0.073","85.42","47.838","56.003","21.913","25.653","15.669","18.344"
"Dental Hygienists","0.183","214.12","41.397","19.333","26.543","12.396","146.181","68.271"
"Physical Therapists","0.159","186.05","16.509","8.874","50.919","27.369","118.621","63.758"
"Slaughterers and Meat Packers","0.068","79.28","67.079","84.61","0","0","12.201","15.39"
"Cooks, Short Order","0.076","88.57","65.195","73.609","1.222","1.38","22.153","25.012"
"Management Analysts","0.104","121.36","0","0","66.183","54.534","55.177","45.466"
"Electrical Power-Line Installers and Repairers","0.133","155.08","15.239","9.826","50.766","32.735","89.075","57.438"
"Title Examiners, Abstractors, and Searchers","0.068","79.88","64.638","80.919","0.756","0.947","14.486","18.134"
"Education Teachers, Postsecondary","0.093","108.59","5.984","5.51","59.31","54.618","43.296","39.871"
"Couriers and Messengers","0.07","81.68","64.874","79.424","0","0","16.806","20.576"
"Clinical, Counseling, and School Psychologists","0.133","155.98","2.344","1.503","62.399","40.005","91.237","58.493"
"Healthcare Support Workers, All Other","0.127","148.93","27.101","18.197","37.523","25.195","84.306","56.608"
"New Accounts Clerks","0.064","74.48","64.419","86.491","0","0","10.061","13.509"
"Order Clerks","0.071","83.53","58.493","70.026","5.652","6.766","19.386","23.208"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.101","118.1","19.334","16.371","44.283","37.496","54.482","46.132"
"Helpers--Installation, Maintenance, and Repair Workers","0.118","137.85","51.316","37.226","10.741","7.792","75.792","54.982"
"Educational Instruction and Library Workers, All Other","0.087","102.21","37.138","36.335","24.847","24.31","40.225","39.355"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","0.074","87.05","23.652","27.17","38.2","43.883","25.198","28.947"
"Physical Therapist Aides","0.113","131.78","16.493","12.516","44.694","33.916","70.593","53.569"
"Nursing Instructors and Teachers, Postsecondary","0.086","100.11","3.641","3.637","57.435","57.372","39.034","38.991"
"Special Education Teachers, Middle School","0.17","199.49","8.111","4.066","52.95","26.543","138.429","69.391"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.141","165.2","9.231","5.588","50.847","30.779","105.122","63.633"
"Meat, Poultry, and Fish Cutters and Trimmers","0.063","73.36","50.588","68.958","9.438","12.866","13.334","18.176"
"Residential Advisors","0.117","136.98","23.725","17.32","36.076","26.337","77.179","56.343"
"Plumbers, Pipefitters, and Steamfitters","0.098","114.28","15.43","13.502","44.124","38.61","54.727","47.888"
"Office and Administrative Support Workers, All Other","0.064","74.48","43.215","58.022","15.765","21.166","15.5","20.811"
"Biological Science Teachers, Postsecondary","0.081","94.68","6.718","7.095","51.833","54.746","36.129","38.159"
"Mixing and Blending Machine Setters, Operators, and Tenders","0.065","75.54","54.921","72.705","3.62","4.792","16.999","22.503"
"Surgical Technologists","0.134","156.77","29.709","18.951","28.092","17.919","98.969","63.13"
"Medical Equipment Preparers","0.078","91.49","49.933","54.577","7.68","8.395","33.877","37.028"
"Meter Readers, Utilities","0.077","89.72","55.312","61.649","1.303","1.452","33.105","36.899"
"Telecommunications Line Installers and Repairers","0.075","87.51","13.173","15.053","43.093","49.243","31.244","35.704"
"Operating Engineers and Other Construction Equipment Operators","0.085","99.25","30.388","30.617","25.251","25.442","43.611","43.94"
"Electrical and Electronic Engineering Technologists and Technicians","0.111","129.43","13.78","10.646","41.344","31.943","74.306","57.41"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.117","137.48","36.293","26.399","18.671","13.581","82.516","60.02"
"Refuse and Recyclable Material Collectors","0.06","69.8","54.914","78.674","0","0","14.886","21.326"
"Respiratory Therapists","0.123","143.87","10.42","7.243","44.183","30.711","89.267","62.047"
"Psychiatric Aides","0.117","136.4","17.292","12.677","36.689","26.898","82.419","60.425"
"Railroad Conductors and Yardmasters","0.077","90.2","51.501","57.097","2.069","2.293","36.63","40.61"
"Sales Managers","0.105","122.59","5.779","4.714","47.482","38.732","69.329","56.554"
"Computer Network Support Specialists","0.056","65.76","25.279","38.441","27.227","41.404","13.254","20.155"
"Occupational Therapists","0.105","122.28","17.061","13.952","35.238","28.817","69.981","57.23"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","0.085","98.96","34.214","34.573","17.914","18.102","46.832","47.324"
"Paper Goods Machine Setters, Operators, and Tenders","0.057","66.5","51.247","77.064","0","0","15.253","22.936"
"Occupational Therapy Assistants","0.101","118.23","4.809","4.067","46.28","39.144","67.141","56.788"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","0.057","67.25","48.56","72.209","2.346","3.488","16.344","24.303"
"Installation, Maintenance, and Repair Workers, All Other","0.053","61.64","50.648","82.167","0","0","10.992","17.833"
"Helpers--Electricians","0.079","92.08","24.535","26.645","26.107","28.353","41.438","45.002"
"Mail Clerks and Mail Machine Operators, Except Postal Service","0.05","58.9","47.786","81.131","2.283","3.876","8.831","14.993"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","0.059","69.01","48.666","70.52","1.312","1.902","19.032","27.579"
"Compliance Officers","0.07","81.46","24.577","30.171","25.273","31.025","31.609","38.804"
"Butchers and Meat Cutters","0.056","65.83","47.37","71.959","2.428","3.689","16.031","24.352"
"Medical Transcriptionists","0.047","55.03","49.469","89.895","0","0","5.561","10.105"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.099","115.99","9.143","7.883","40.107","34.578","66.74","57.539"
"Computer Occupations, All Other","0.072","83.69","14.037","16.772","34.926","41.733","34.727","41.495"
"Bakers","0.052","61.22","48.597","79.381","0.314","0.512","12.309","20.107"
"Automotive and Watercraft Service Attendants","0.06","70.16","38.581","54.989","10.16","14.481","21.419","30.529"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.095","111.4","6.29","5.646","41.631","37.371","63.479","56.983"
"Switchboard Operators, Including Answering Service","0.051","59.17","47.875","80.911","0","0","11.295","19.089"
"Maintenance Workers, Machinery","0.075","87.43","42.657","48.79","4.93","5.639","39.843","45.571"
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","0.06","70.41","4.136","5.875","43.045","61.134","23.229","32.991"
"Engineering Teachers, Postsecondary","0.066","76.95","2.633","3.422","44.477","57.8","29.839","38.777"
"Healthcare Social Workers","0.1","116.91","5.112","4.373","41.85","35.797","69.948","59.83"
"Aircraft Mechanics and Service Technicians","0.088","103.42","25.87","25.015","20.984","20.29","56.566","54.695"
"Industrial Production Managers","0.085","100.01","17.665","17.663","28.857","28.854","53.488","53.483"
"Automotive Body and Related Repairers","0.081","94.45","33.238","35.192","13.177","13.952","48.034","50.857"
"Physician Assistants","0.085","98.98","9.901","10.003","35.585","35.952","53.494","54.045"
"Industrial Engineers","0.075","87.76","13.808","15.734","31.413","35.794","42.539","48.472"
"Surveying and Mapping Technicians","0.069","80.97","27.532","34.003","17.33","21.404","36.107","44.594"
"Postsecondary Teachers, All Other","0.065","75.78","2.637","3.48","42.22","55.714","30.923","40.806"
"Opticians, Dispensing","0.065","75.47","32.257","42.742","12","15.9","31.213","41.358"
"Family Medicine Physicians","0.09","105.24","16.895","16.054","26.039","24.743","62.305","59.203"
"Orderlies","0.06","69.62","38.97","55.975","3.468","4.982","27.182","39.043"
"Crossing Guards and Flaggers","0.062","72.03","28.512","39.583","13.108","18.198","30.41","42.219"
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.046","53.71","38.381","71.46","3.176","5.914","12.152","22.626"
"Mechanical Engineers","0.081","95.21","4.27","4.485","37.04","38.903","53.9","56.612"
"Insurance Underwriters","0.043","50.4","27.439","54.443","13.688","27.158","9.273","18.399"
"Psychology Teachers, Postsecondary","0.058","67.75","2.742","4.047","37.881","55.912","27.128","40.041"
"Animal Caretakers","0.09","105.23","13.26","12.601","26.99","25.648","64.98","61.751"
"Laundry and Dry-Cleaning Workers","0.046","54.09","35.722","66.042","4.475","8.274","13.893","25.685"
"Library Assistants, Clerical","0.048","55.95","38.479","68.775","1.212","2.166","16.259","29.059"
"Sales and Related Workers, All Other","0.045","52.34","39.131","74.764","0.4","0.764","12.809","24.472"
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","0.044","51.9","36.406","70.147","2.618","5.045","12.875","24.808"
"Chemical Plant and System Operators","0.056","65.92","37.217","56.458","1.591","2.414","27.112","41.129"
"Procurement Clerks","0.039","45.73","27.957","61.135","10.749","23.505","7.024","15.36"
"Semiconductor Processing Technicians","0.043","50.41","37.855","75.094","0.577","1.145","11.978","23.761"
"Brokerage Clerks","0.04","46.25","32.338","69.919","5.464","11.813","8.449","18.267"
"Print Binding and Finishing Workers","0.04","46.67","36.603","78.429","0.435","0.933","9.632","20.639"
"Office Machine Operators, Except Computer","0.037","43.69","36.396","83.304","0","0","7.294","16.696"
"Food Service Managers","0.064","75.31","21.04","27.938","15.178","20.155","39.091","51.907"
"Production Workers, All Other","0.038","44.79","36.03","80.442","0","0","8.76","19.558"
"Computer Science Teachers, Postsecondary","0.049","57.62","2.418","4.197","32.984","57.245","22.217","38.559"
"Sawing Machine Setters, Operators, and Tenders, Wood","0.039","45.24","33.05","73.054","2.148","4.749","10.042","22.197"
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","0.054","62.68","31.466","50.201","3.63","5.792","27.584","44.007"
"Chemical Technicians","0.049","57.02","29.41","51.578","5.561","9.752","22.05","38.67"
"Communications Teachers, Postsecondary","0.046","53.34","4.702","8.815","29.857","55.975","18.781","35.21"
"Control and Valve Installers and Repairers, Except Mechanical Door","0.061","71.57","28.241","39.459","5.905","8.25","37.424","52.291"
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","0.038","44.48","33.705","75.776","0","0","10.775","24.224"
"Tire Repairers and Changers","0.043","50.53","32.437","64.193","1.09","2.157","17.003","33.65"
"Marketing Managers","0.066","76.71","4.888","6.373","28.365","36.977","43.457","56.651"
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","0.063","73.67","11.021","14.96","21.966","29.816","40.683","55.223"
"Information Security Analysts","0.04","46.3","10.078","21.767","22.833","49.315","13.389","28.918"
"Ophthalmic Laboratory Technicians","0.036","42.39","32.835","77.459","0","0","9.555","22.541"
"Library Technicians","0.038","44.23","31.314","70.799","1.384","3.13","11.531","26.071"
"Veterinary Technologists and Technicians","0.062","73","20.601","28.22","11.928","16.339","40.472","55.44"
"Electrical Engineers","0.062","72.85","4.266","5.856","28.237","38.761","40.347","55.383"
"Ophthalmic Medical Technicians","0.083","96.96","24.202","24.96","8.226","8.484","64.533","66.556"
"Cardiovascular Technologists and Technicians","0.071","83.5","26.712","31.991","5.67","6.79","51.118","61.219"
"Biological Technicians","0.057","66.89","19.044","28.471","12.912","19.303","34.934","52.226"
"Architectural and Civil Drafters","0.046","53.82","2.674","4.969","29.241","54.332","21.905","40.7"
"Computer Programmers","0.053","62.23","1.947","3.129","29.885","48.023","30.398","48.848"
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","0.035","41.12","31.402","76.367","0.231","0.563","9.486","23.07"
"Sheet Metal Workers","0.044","51.32","20.573","40.087","10.743","20.933","20.005","38.98"
"Diagnostic Medical Sonographers","0.068","79.75","14.138","17.728","17.022","21.345","48.59","60.928"
"Graphic Designers","0.046","54.16","0","0","31.059","57.347","23.101","42.653"
