"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"Dishwashers","0.851","475.56","354.359","74.514","0","0","121.201","25.486"
"Nursing Assistants","1.532","855.46","170.721","19.957","120.125","14.042","564.614","66.001"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.837","467.59","241.964","51.747","40.724","8.709","184.902","39.544"
"Pharmacy Technicians","0.645","360.14","282.607","78.471","0","0","77.533","21.529"
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","0.694","387.83","141.434","36.468","138.857","35.803","107.539","27.728"
"Bookkeeping, Accounting, and Auditing Clerks","0.525","293.47","255.955","87.217","2.595","0.884","34.92","11.899"
"Childcare Workers","0.879","490.74","66.486","13.548","180.097","36.699","244.157","49.753"
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","0.548","305.9","206.196","67.406","27.618","9.028","72.086","23.565"
"Heavy and Tractor-Trailer Truck Drivers","0.587","328.13","160.386","48.879","64.514","19.661","103.23","31.46"
"General and Operations Managers","0.973","543.66","41.769","7.683","178.813","32.891","323.077","59.426"
"Laborers and Freight, Stock, and Material Movers, Hand","0.538","300.69","169.928","56.513","48.158","16.016","82.604","27.472"
"Hairdressers, Hairstylists, and Cosmetologists","0.856","477.94","40.563","8.487","161.913","33.877","275.464","57.636"
"Billing and Posting Clerks","0.394","220.14","178.99","81.307","11.786","5.354","29.364","13.339"
"Parts Salespersons","0.401","223.95","160.957","71.872","18.974","8.473","44.018","19.655"
"Clinical Laboratory Technologists and Technicians","0.627","350.26","124.431","35.525","52.128","14.883","173.702","49.592"
"First-Line Supervisors of Office and Administrative Support Workers","0.519","289.81","44.947","15.509","117.965","40.704","126.898","43.787"
"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","0.581","324.6","109.435","33.714","51.827","15.966","163.338","50.32"
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","0.417","233.04","81.001","34.758","77.545","33.275","74.494","31.966"
"Food Servers, Nonrestaurant","0.372","207.95","127.205","61.171","18.7","8.993","62.045","29.836"
"Dental Assistants","0.602","336.03","77.449","23.048","54.695","16.277","203.886","60.675"
"Cooks, Short Order","0.311","173.63","127.963","73.699","2.396","1.38","43.271","24.921"
"Shipping, Receiving, and Inventory Clerks","0.277","154.95","114.428","73.848","10.725","6.921","29.797","19.23"
"Light Truck Drivers","0.282","157.69","85.745","54.376","36.878","23.386","35.067","22.238"
"Cooks, Institution and Cafeteria","0.399","222.76","90.684","40.709","28.527","12.806","103.549","46.484"
"Security Guards","0.451","251.88","56.372","22.381","59.287","23.538","136.221","54.082"
"Counter and Rental Clerks","0.247","137.97","103.116","74.738","3.577","2.593","31.277","22.669"
"Driver/Sales Workers","0.229","128.04","70.502","55.062","30.389","23.734","27.149","21.203"
"Maintenance and Repair Workers, General","0.347","193.75","58.061","29.967","34.896","18.011","100.793","52.022"
"Emergency Medical Technicians and Paramedics","0.389","217.54","25.57","11.754","64.972","29.867","126.997","58.379"
"Radiologic Technologists and Technicians","0.408","227.94","37.481","16.443","52.406","22.991","138.053","60.566"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.391","218.29","25.078","11.489","63.658","29.162","129.553","59.349"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.452","252.4","13.606","5.391","69.05","27.357","169.744","67.252"
"Automotive Service Technicians and Mechanics","0.274","152.77","49.37","32.316","32.564","21.316","70.836","46.368"
"Plumbers, Pipefitters, and Steamfitters","0.309","172.43","22.197","12.873","58.413","33.877","91.82","53.251"
"Social and Human Service Assistants","0.256","143.22","31.023","21.661","46.362","32.371","65.835","45.968"
"Electricians","0.414","231.24","25.87","11.187","48.973","21.178","156.397","67.634"
"Securities, Commodities, and Financial Services Sales Agents","0.184","102.57","32.175","31.369","41.823","40.775","28.572","27.856"
"Preschool Teachers, Except Special Education","0.475","265.25","12.138","4.576","61.135","23.048","191.977","72.376"
"Pharmacists","0.213","118.75","49.939","42.054","21.714","18.285","47.098","39.661"
"Operating Engineers and Other Construction Equipment Operators","0.251","140.1","38.641","27.581","31.195","22.266","70.264","50.153"
"Sales and Related Workers, All Other","0.164","91.35","68.276","74.741","0.698","0.764","22.376","24.495"
"Project Management Specialists and Business Operations Specialists, All Other","0.187","104.54","42.164","40.333","25.8","24.68","36.576","34.987"
"Accountants and Auditors","0.154","86.05","31.672","36.806","33.601","39.048","20.777","24.146"
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","0.169","94.18","32.717","34.738","31.325","33.261","30.139","32.001"
"Dental Hygienists","0.357","199.57","38.584","19.333","24.739","12.396","136.247","68.271"
"Nurse Practitioners","0.239","133.5","26.045","19.509","35.063","26.264","72.392","54.226"
"Cement Masons and Concrete Finishers","0.175","97.59","55.292","56.658","3.497","3.583","38.801","39.759"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.206","114.86","5.55","4.832","52.611","45.805","56.699","49.363"
"Physical Therapists","0.286","159.68","14.165","8.871","43.69","27.361","101.825","63.768"
"Food Service Managers","0.211","117.88","32.825","27.846","23.515","19.948","61.54","52.206"
"Painters, Construction and Maintenance","0.148","82.46","18.137","21.995","37.38","45.331","26.943","32.675"
"Human Resources Specialists","0.136","76.14","19.95","26.202","35.557","46.699","20.633","27.099"
"Food Preparation and Serving Related Workers, All Other","0.123","68.86","47.733","69.319","7.091","10.297","14.036","20.384"
"Surgical Technologists","0.26","145.36","27.547","18.951","26.047","17.919","91.766","63.13"
"Tire Repairers and Changers","0.139","77.52","51.232","66.088","1.817","2.344","24.472","31.568"
"Industrial Truck and Tractor Operators","0.138","77.27","36.898","47.753","14.421","18.664","25.95","33.584"
"Recreation Workers","0.246","137.64","10.304","7.486","39.513","28.708","87.823","63.806"
"Medical and Health Services Managers","0.378","210.9","0","0","49.303","23.378","161.597","76.622"
"Opticians, Dispensing","0.148","82.84","35.989","43.444","13.197","15.931","33.654","40.625"
"Respiratory Therapists","0.226","126.1","9.132","7.242","38.718","30.704","78.25","62.054"
"Speech-Language Pathologists","0.19","106.34","0","0","47.104","44.296","59.236","55.704"
"Executive Secretaries and Executive Administrative Assistants","0.112","62.79","39.145","62.343","6.707","10.682","16.937","26.975"
"Teaching Assistants, Except Postsecondary","0.148","82.94","18.546","22.36","27.136","32.717","37.259","44.923"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.111","61.75","45.568","73.794","0","0","16.182","26.206"
"Cleaners of Vehicles and Equipment","0.118","65.73","35.351","53.782","9.659","14.695","20.72","31.523"
"Carpenters","0.136","75.84","29.405","38.773","13.256","17.48","33.178","43.748"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.135","75.45","18.038","23.907","23.184","30.728","34.228","45.365"
"Interviewers, Except Eligibility and Loan","0.102","56.76","35.371","62.317","5.641","9.939","15.748","27.745"
"Helpers--Electricians","0.139","77.4","20.002","25.842","20.958","27.078","36.44","47.08"
"Packers and Packagers, Hand","0.087","48.64","40.491","83.246","0","0","8.149","16.754"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","0.145","81.23","27.142","33.414","13.227","16.283","40.862","50.304"
"Butchers and Meat Cutters","0.094","52.72","37.875","71.842","1.939","3.678","12.906","24.481"
"Barbers","0.107","59.91","12.653","21.12","26.72","44.6","20.537","34.28"
"Phlebotomists","0.181","101.37","34.619","34.151","4.749","4.685","62.001","61.163"
"Bakers","0.089","49.65","38.906","78.361","0.254","0.511","10.49","21.128"
"Healthcare Social Workers","0.175","97.56","4.263","4.369","34.794","35.664","58.503","59.966"
"Occupational Therapists","0.162","90.3","12.598","13.952","26.015","28.81","51.686","57.238"
"Public Relations Specialists","0.128","71.63","11.499","16.054","26.975","37.659","33.156","46.287"
"Exercise Trainers and Group Fitness Instructors","0.128","71.74","0.757","1.055","37.435","52.182","33.547","46.762"
"Physician Assistants","0.142","79.27","7.93","10.003","28.499","35.952","42.841","54.045"
"Family Medicine Physicians","0.16","89.29","14.331","16.05","22.085","24.734","52.874","59.217"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.151","84.49","4.769","5.645","31.56","37.354","48.16","57.001"
"Production, Planning, and Expediting Clerks","0.089","49.85","32.879","65.956","2.218","4.45","14.753","29.594"
"Insurance Sales Agents","0.097","53.91","16.832","31.223","18.242","33.837","18.836","34.94"
"Child, Family, and School Social Workers","0.126","70.22","7.607","10.833","27.022","38.483","35.591","50.685"
"Massage Therapists","0.157","87.57","12.777","14.591","20.416","23.314","54.376","62.095"
"Insurance Claims and Policy Processing Clerks","0.076","42.36","28.937","68.312","4.06","9.584","9.363","22.104"
"Administrative Services and Facilities Managers","0.106","59.07","9.124","15.446","23.793","40.279","26.153","44.275"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.108","60.59","21.569","35.599","9.761","16.109","29.26","48.292"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.069","38.4","8.161","21.253","22.981","59.847","7.258","18.9"
"Landscaping and Groundskeeping Workers","0.085","47.22","12.141","25.712","18.951","40.134","16.127","34.153"
"Bill and Account Collectors","0.073","40.94","26.479","64.678","4.132","10.092","10.329","25.23"
"Ophthalmic Medical Technicians","0.162","90.65","22.687","25.027","7.706","8.501","60.257","66.472"
"Physical Therapist Assistants","0.152","84.79","3.484","4.108","26.699","31.489","54.607","64.403"
"Cardiovascular Technologists and Technicians","0.138","76.99","24.63","31.991","5.228","6.79","47.132","61.219"
"Diagnostic Medical Sonographers","0.131","72.93","12.929","17.728","15.567","21.345","44.435","60.928"
"Skincare Specialists","0.134","74.98","4.842","6.458","23.538","31.393","46.6","62.149"
"Financial Managers","0.081","45.47","15.766","34.674","12.154","26.729","17.55","38.598"
"Automotive and Watercraft Service Attendants","0.07","38.85","21.86","56.269","5.916","15.227","11.074","28.504"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","0.158","88.15","5.25","5.956","21.986","24.942","60.914","69.103"
"Healthcare Support Workers, All Other","0.11","61.42","11.174","18.193","15.462","25.174","34.784","56.633"
"Dentists, General","0.169","94.38","8.773","9.295","17.661","18.713","67.946","71.992"
"Structural Iron and Steel Workers","0.071","39.9","14.697","36.835","11.573","29.006","13.629","34.159"
"Tellers","0.05","27.83","23.37","83.974","2.058","7.393","2.403","8.633"
"Hotel, Motel, and Resort Desk Clerks","0.056","31.08","23.583","75.879","0.15","0.483","7.347","23.638"
"Dispatchers, Except Police, Fire, and Ambulance","0.06","33.29","23.027","69.171","0.5","1.501","9.763","29.329"
"Laundry and Dry-Cleaning Workers","0.056","31.35","20.667","65.925","2.589","8.257","8.094","25.818"
"Payroll and Timekeeping Clerks","0.047","26.24","18.531","70.623","4.572","17.425","3.136","11.952"
"Couriers and Messengers","0.053","29.36","22.904","78.011","0","0","6.456","21.989"
"Switchboard Operators, Including Answering Service","0.051","28.38","22.813","80.383","0","0","5.567","19.617"
"Physical Therapist Aides","0.088","49.08","6.143","12.516","16.646","33.916","26.292","53.569"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.079","43.94","7.001","15.933","15.787","35.928","21.152","48.139"
"Buyers and Purchasing Agents","0.056","31.14","12.335","39.612","10.131","32.535","8.673","27.853"
"Computer User Support Specialists","0.076","42.38","13.123","30.966","9.302","21.95","19.954","47.084"
"Medical Transcriptionists","0.045","24.93","22.137","88.796","0","0","2.793","11.204"
"First-Line Supervisors of Non-Retail Sales Workers","0.088","49.14","2.349","4.78","19.322","39.32","27.469","55.899"
"Cost Estimators","0.06","33.68","13.685","40.632","7.864","23.35","12.131","36.018"
"Human Resources Assistants, Except Payroll and Timekeeping","0.052","28.97","11.152","38.493","10.395","35.882","7.423","25.624"
"Manicurists and Pedicurists","0.057","31.81","7.371","23.172","13.888","43.66","10.551","33.168"
"Pharmacy Aides","0.046","25.68","18.249","71.063","2.993","11.654","4.438","17.283"
"Training and Development Specialists","0.075","41.92","2.42","5.774","18.542","44.233","20.957","49.994"
"Funeral Attendants","0.072","40.06","11.339","28.306","9.592","23.945","19.128","47.749"
"Data Entry Keyers","0.042","23.32","20.663","88.608","0","0","2.657","11.392"
"Medical Equipment Preparers","0.058","32.63","17.798","54.546","2.727","8.357","12.105","37.097"
"Drywall and Ceiling Tile Installers","0.056","31.52","18.241","57.873","2.097","6.652","11.182","35.475"
"Psychiatric Aides","0.091","50.8","6.44","12.677","13.664","26.898","30.696","60.425"
"Market Research Analysts and Marketing Specialists","0.054","29.93","0","0","19.901","66.492","10.029","33.508"
"Sales Managers","0.081","45.05","2.125","4.718","17.458","38.753","25.467","56.53"
"Chefs and Head Cooks","0.109","60.79","7.056","11.607","12.01","19.757","41.724","68.636"
"Psychiatric Technicians","0.091","50.8","5.206","10.248","13.851","27.266","31.743","62.486"
"Network and Computer Systems Administrators","0.043","24.01","3.526","14.685","15.414","64.196","5.071","21.119"
"Helpers, Construction Trades, All Other","0.066","36.69","10.041","27.368","8.7","23.713","17.948","48.919"
"Occupational Therapy Assistants","0.077","43.1","1.752","4.066","16.867","39.135","24.48","56.799"
"Roofers","0.06","33.76","3.317","9.825","15.221","45.086","15.222","45.089"
"Helpers--Installation, Maintenance, and Repair Workers","0.09","50.41","14.898","29.554","3.547","7.036","31.965","63.41"
"Social and Community Service Managers","0.073","41.04","2.156","5.252","15.604","38.022","23.28","56.726"
"Demonstrators and Product Promoters","0.052","28.92","3.028","10.469","14.512","50.179","11.381","39.352"
"Residential Advisors","0.07","39.15","6.781","17.32","10.311","26.337","22.058","56.343"
"File Clerks","0.036","20.14","16.801","83.421","0.21","1.045","3.129","15.534"
"Glaziers","0.045","25.28","7.859","31.089","9.101","36.001","8.319","32.909"
"Magnetic Resonance Imaging Technologists","0.064","35.56","8.056","22.654","8.165","22.961","19.339","54.385"
"Biological Technicians","0.061","34.05","9.658","28.365","6.247","18.347","18.145","53.288"
"Helpers--Production Workers","0.041","23.11","15.321","66.298","0.57","2.468","7.218","31.234"
"Order Clerks","0.036","20.38","14.385","70.585","1.399","6.862","4.596","22.553"
"Information and Record Clerks, All Other","0.032","18.13","15.275","84.25","0.214","1.179","2.642","14.57"
"Mental Health and Substance Abuse Social Workers","0.064","35.83","0","0","15.448","43.116","20.382","56.884"
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","0.062","34.36","5.14","14.96","10.245","29.816","18.975","55.223"
"Computer Systems Analysts","0.07","39.14","2.826","7.22","12.345","31.541","23.969","61.238"
"Sheet Metal Workers","0.057","31.86","10.81","33.929","4.325","13.574","16.726","52.497"
"General Internal Medicine Physicians","0.08","44.75","2.789","6.232","12.177","27.211","29.784","66.557"
"Nurse Anesthetists","0.083","46.51","7.148","15.369","7.667","16.484","31.695","68.147"
"Helpers--Carpenters","0.036","20.37","13.997","68.713","0.514","2.521","5.86","28.766"
"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other","0.06","33.35","5.234","15.694","9.023","27.056","19.093","57.25"
"Ophthalmic Laboratory Technicians","0.034","18.79","14.187","75.501","0","0","4.603","24.499"
"Insulation Workers, Floor, Ceiling, and Wall","0.036","20.3","13.879","68.371","0.28","1.38","6.14","30.249"
"Surgeons, Except Ophthalmologists","0.058","32.21","5.681","17.637","8.296","25.757","18.233","56.606"
"Orderlies","0.041","22.98","12.815","55.764","1.141","4.967","9.024","39.269"
"Installation, Maintenance, and Repair Workers, All Other","0.031","17.17","13.889","80.889","0","0","3.281","19.111"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.032","17.77","12.573","70.753","1.275","7.175","3.922","22.072"
"Lodging Managers","0.054","29.93","6.026","20.135","7.803","26.071","16.101","53.794"
"Self-Enrichment Teachers","0.035","19.6","1.165","5.942","12.292","62.716","6.143","31.342"
"Reinforcing Iron and Rebar Workers","0.031","17.59","10.353","58.859","3.001","17.062","4.236","24.079"
"Morticians, Undertakers, and Funeral Arrangers","0.049","27.6","1.771","6.416","11.541","41.815","14.288","51.769"
"Compliance Officers","0.04","22.4","6.584","29.391","6.706","29.938","9.11","40.672"
"Welders, Cutters, Solderers, and Brazers","0.035","19.64","11.995","61.074","1.035","5.272","6.61","33.654"
"Optometrists","0.056","31.15","3.713","11.921","9.275","29.776","18.161","58.303"
"Baggage Porters and Bellhops","0.032","17.89","5.122","28.628","7.099","39.682","5.669","31.69"
"Computer, Automated Teller, and Office Machine Repairers","0.032","18.11","10.116","55.861","2.047","11.301","5.947","32.838"
"Dietitians and Nutritionists","0.07","39.11","0.686","1.755","11.211","28.664","27.213","69.581"
"Animal Caretakers","0.05","27.83","3.922","14.092","7.946","28.55","15.963","57.358"
"Clinical, Counseling, and School Psychologists","0.05","27.9","0.419","1.503","11.16","40.002","16.32","58.496"
"Brickmasons and Blockmasons","0.032","17.72","7.571","42.728","3.957","22.329","6.192","34.944"
"Automotive Body and Related Repairers","0.034","19","7.908","41.623","3.491","18.375","7.6","40.002"
"Excavating and Loading Machine and Dragline Operators, Surface Mining","0.041","23.16","5.012","21.641","6.373","27.516","11.775","50.843"
"Fundraisers","0.04","22.59","4.232","18.732","6.958","30.8","11.401","50.468"
"Insulation Workers, Mechanical","0.035","19.46","9.702","49.858","1.387","7.129","8.37","43.013"
"Clergy","0.056","31.24","0","0","11.056","35.391","20.184","64.609"
"Concierges","0.03","17.03","7.698","45.204","3.159","18.549","6.173","36.246"
"Software Developers and Software Quality Assurance Analysts and Testers","0.045","25.41","0.684","2.693","10.124","39.844","14.601","57.462"
"Pipelayers","0.033","18.32","7.815","42.657","2.938","16.038","7.567","41.305"
"Loan Interviewers and Clerks","0.024","13.27","10.619","80.024","0","0","2.651","19.976"
"Merchandise Displayers and Window Trimmers","0.03","17.01","0.871","5.121","9.666","56.826","6.473","38.053"
"Education and Childcare Administrators, Preschool and Daycare","0.045","25.32","2.802","11.065","7.277","28.739","15.242","60.196"
"Radiation Therapists","0.04","22.07","7.167","32.472","2.783","12.608","12.121","54.92"
"Office and Administrative Support Workers, All Other","0.022","12.16","7.005","57.604","2.546","20.937","2.609","21.459"
"Amusement and Recreation Attendants","0.026","14.74","8.505","57.701","0.902","6.116","5.333","36.183"
"Bus Drivers, Transit and Intercity","0.023","12.82","9.322","72.715","0.031","0.245","3.467","27.04"
"Health Education Specialists","0.035","19.67","1.899","9.657","7.313","37.176","10.458","53.167"
"Medical Equipment Repairers","0.033","18.31","4.044","22.086","5.128","28.005","9.138","49.909"
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","0.026","14.28","6.681","46.785","2.409","16.868","5.19","36.347"
"Boilermakers","0.029","16.2","7.998","49.368","0.929","5.737","7.273","44.895"
"Anesthesiologists","0.048","26.73","1.558","5.83","7.367","27.562","17.804","66.608"
"Chiropractors","0.046","25.57","2.955","11.558","5.796","22.668","16.818","65.774"
"Meeting, Convention, and Event Planners","0.035","19.5","1.944","9.97","6.746","34.596","10.81","55.435"
"Computer and Information Systems Managers","0.024","13.39","0.178","1.326","8.1","60.491","5.113","38.183"
"Procurement Clerks","0.018","9.9","5.96","60.201","2.299","23.223","1.641","16.577"
"Management Analysts","0.028","15.66","0","0","8.221","52.496","7.439","47.504"
"Educational, Guidance, and Career Counselors and Advisors","0.028","15.8","1.13","7.149","7.065","44.716","7.605","48.135"
"Cargo and Freight Agents","0.019","10.45","7.97","76.266","0.056","0.533","2.425","23.201"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.034","18.87","1.47","7.792","6.371","33.762","11.029","58.446"
"Public Relations and Fundraising Managers","0.028","15.38","0","0","7.77","50.52","7.61","49.48"
"Loan Officers","0.019","10.48","2.886","27.54","4.726","45.097","2.868","27.363"
"Electrical Power-Line Installers and Repairers","0.032","17.6","1.729","9.826","5.761","32.735","10.109","57.438"
"Inspectors, Testers, Sorters, Samplers, and Weighers","0.021","11.65","7.443","63.886","0.031","0.27","4.176","35.844"
"Community Health Workers","0.03","16.84","1.468","8.719","5.98","35.512","9.392","55.769"
"Gambling Service Workers, All Other","0.016","9.15","6.609","72.224","0.825","9.014","1.717","18.762"
"Construction Managers","0.04","22.62","1.221","5.399","6.212","27.462","15.187","67.139"
"Eligibility Interviewers, Government Programs","0.02","11.22","6.8","60.606","0.629","5.605","3.791","33.789"
"Dietetic Technicians","0.043","24.28","0.368","1.515","7.038","28.987","16.874","69.498"
"Pediatricians, General","0.041","23.13","0","0","7.349","31.772","15.781","68.228"
"Roustabouts, Oil and Gas","0.022","12.52","6.142","49.055","1.206","9.634","5.172","41.311"
"Claims Adjusters, Examiners, and Investigators","0.017","9.46","1.796","18.986","5.433","57.428","2.231","23.587"
"Rehabilitation Counselors","0.027","15.19","1.473","9.697","5.572","36.684","8.145","53.618"
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","0.02","10.99","7.017","63.85","0","0","3.973","36.15"
"First-Line Supervisors of Production and Operating Workers","0.028","15.44","2.665","17.259","4.349","28.165","8.427","54.577"
"Dental Laboratory Technicians","0.019","10.64","3.507","32.962","3.386","31.821","3.747","35.217"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.032","18.07","4.544","25.146","2.324","12.861","11.202","61.994"
"Telecommunications Line Installers and Repairers","0.028","15.43","1.558","10.094","5.289","34.276","8.584","55.63"
"Tile and Stone Setters","0.018","10.03","3.965","39.527","2.683","26.748","3.383","33.725"
"Miscellaneous Assemblers and Fabricators","0.02","11.14","5.551","49.83","1.006","9.033","4.583","41.138"
"Nuclear Medicine Technologists","0.03","16.87","3.97","23.535","2.566","15.213","10.333","61.251"
"Paving, Surfacing, and Tamping Equipment Operators","0.023","13.12","5.86","44.664","0.669","5.098","6.591","50.237"
"Community and Social Service Specialists, All Other","0.026","14.54","1.268","8.722","5.164","35.517","8.108","55.761"
"Railroad Conductors and Yardmasters","0.019","10.77","6.149","57.097","0.247","2.293","4.374","40.61"
"Crematory Operators and Personal Care and Service Workers, All Other","0.03","16.75","2.864","17.101","3.409","20.353","10.477","62.547"
"Labor Relations Specialists","0.025","14.05","0.377","2.686","5.85","41.635","7.823","55.679"
"Crane and Tower Operators","0.028","15.66","2.662","16.997","3.557","22.711","9.442","60.292"
"Parking Attendants","0.015","8.35","5.53","66.226","0.499","5.981","2.321","27.793"
"Medical Scientists, Except Epidemiologists","0.038","21.04","0","0","6.017","28.598","15.023","71.402"
"Mobile Heavy Equipment Mechanics, Except Engines","0.034","18.84","4.212","22.355","1.474","7.822","13.155","69.823"
"Riggers","0.018","10.28","4.979","48.435","0.531","5.162","4.77","46.402"
"Recreational Therapists","0.025","13.7","1.191","8.692","4.295","31.35","8.214","59.958"
"Plasterers and Stucco Masons","0.016","9","3.752","41.686","1.729","19.209","3.519","39.106"
"Structural Metal Fabricators and Fitters","0.015","8.15","4.628","56.79","0.848","10.405","2.674","32.805"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.013","7.24","5.367","74.123","0","0","1.873","25.877"
"Computer Occupations, All Other","0.017","9.57","1.59","16.613","3.776","39.456","4.204","43.931"
"Miscellaneous First-Line Supervisors, Protective Service Workers","0.018","10.26","0.501","4.888","4.853","47.3","4.906","47.812"
"Shampooers","0.023","12.98","1.091","8.403","4.225","32.546","7.665","59.05"
"Computer Network Support Specialists","0.012","6.74","2.561","37.99","2.745","40.727","1.434","21.283"
"Police and Sheriff's Patrol Officers","0.017","9.33","2.944","31.554","2.314","24.804","4.072","43.642"
"Obstetricians and Gynecologists","0.026","14.75","1.149","7.793","4.092","27.739","9.509","64.468"
"Psychiatrists","0.022","12.55","0","0","5.238","41.734","7.312","58.266"
"Chief Executives","0.028","15.82","0","0","5.234","33.082","10.586","66.918"
"Millwrights","0.023","12.97","4.095","31.576","1.054","8.126","7.821","60.298"
"Sewing Machine Operators","0.011","6.42","5.115","79.677","0","0","1.305","20.323"
"Tailors, Dressmakers, and Custom Sewers","0.011","6.4","0.685","10.697","4.336","67.744","1.38","21.558"
"Personal Financial Advisors","0.011","6.07","3.399","56.003","1.557","25.653","1.113","18.344"
"Transportation Inspectors","0.013","7.35","4.558","62.018","0.392","5.339","2.399","32.642"
"Fence Erectors","0.014","7.9","3.132","39.648","1.788","22.635","2.98","37.717"
"Marketing Managers","0.022","12.11","0.76","6.278","4.133","34.13","7.217","59.592"
"Security and Fire Alarm Systems Installers","0.028","15.48","2.181","14.089","2.707","17.487","10.592","68.424"
"Human Resources Managers","0.018","9.81","0.518","5.282","4.245","43.277","5.046","51.442"
"Coin, Vending, and Amusement Machine Servicers and Repairers","0.011","5.98","4.452","74.446","0.234","3.905","1.295","21.648"
"Health Specialties Teachers, Postsecondary","0.015","8.14","0.455","5.585","4.218","51.819","3.467","42.596"
"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters","0.016","8.94","3.729","41.71","0.913","10.212","4.298","48.078"
"Interpreters and Translators","0.016","8.84","0","0","4.567","51.665","4.273","48.335"
"Elevator and Escalator Installers and Repairers","0.022","12.32","2.312","18.767","1.971","16.001","8.037","65.232"
"Floral Designers","0.013","7.09","1.264","17.834","2.893","40.8","2.933","41.367"
"Compensation, Benefits, and Job Analysis Specialists","0.01","5.61","0.691","12.318","3.259","58.101","1.66","29.581"
"Food Batchmakers","0.011","5.99","3.727","62.225","0.182","3.039","2.081","34.736"
"Occupational Health and Safety Specialists","0.026","14.46","0.121","0.838","3.714","25.685","10.625","73.477"
