"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"Accountants and Auditors","0.198","75.7","27.903","36.86","29.731","39.275","18.066","23.865"
"Medical and Health Services Managers","0.633","241.43","0","0","56.57","23.431","184.86","76.569"
"Landscaping and Groundskeeping Workers","0.216","82.33","21.1","25.629","32.875","39.931","28.355","34.44"
"Physical Therapist Assistants","0.389","148.59","6.105","4.109","46.806","31.5","95.679","64.391"
"Parts Salespersons","0.17","64.98","46.726","71.909","5.515","8.487","12.739","19.604"
"Human Resources Specialists","0.185","70.56","18.528","26.259","33.043","46.829","18.989","26.912"
"Automotive Service Technicians and Mechanics","0.252","96.09","29.801","31.013","19.479","20.271","46.811","48.715"
"Dental Hygienists","0.398","151.77","29.627","19.521","19.07","12.565","103.073","67.914"
"Executive Secretaries and Executive Administrative Assistants","0.171","65.19","40.995","62.885","7.135","10.945","17.06","26.17"
"Respiratory Therapists","0.33","125.76","9.107","7.242","38.614","30.705","78.038","62.054"
"Teaching Assistants, Except Postsecondary","0.227","86.46","19.333","22.36","28.287","32.717","38.84","44.923"
"Speech-Language Pathologists","0.278","106.02","0","0","46.963","44.296","59.057","55.704"
"Interviewers, Except Eligibility and Loan","0.158","60.34","37.634","62.37","6.015","9.969","16.69","27.661"
"Production, Planning, and Expediting Clerks","0.153","58.33","40.042","68.648","2.659","4.558","15.629","26.794"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.211","80.54","3.886","4.825","36.744","45.623","39.909","49.552"
"Surgical Technologists","0.283","107.82","20.498","19.011","19.406","17.999","67.916","62.99"
"Physical Therapist Aides","0.225","85.8","10.738","12.516","29.1","33.916","45.962","53.569"
"Data Entry Keyers","0.115","43.94","39.586","90.09","0","0","4.354","9.91"
"Electricians","0.278","106.15","13.015","12.261","26.191","24.673","66.945","63.066"
"Power Plant Operators","0.25","95.2","31.808","33.411","7.229","7.594","56.163","58.995"
"Healthcare Social Workers","0.254","96.8","4.23","4.369","34.52","35.661","58.051","59.97"
"Occupational Therapists","0.236","90.04","12.562","13.952","25.941","28.811","51.537","57.237"
"Healthcare Support Workers, All Other","0.23","87.74","15.966","18.197","22.106","25.195","49.668","56.608"
"Cooks, Short Order","0.131","49.96","36.859","73.776","0.689","1.38","12.412","24.844"
"Physician Assistants","0.207","79","7.903","10.003","28.402","35.952","42.695","54.045"
"Family Medicine Physicians","0.233","88.97","14.279","16.049","22.005","24.733","52.686","59.218"
"Medical Equipment Preparers","0.151","57.62","31.447","54.576","4.836","8.394","21.337","37.03"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.218","83.09","4.691","5.645","31.039","37.356","47.36","56.999"
"Construction Laborers","0.178","67.89","19.01","28.001","16.648","24.522","32.233","47.478"
"Psychiatric Aides","0.233","88.83","11.261","12.677","23.893","26.898","53.675","60.425"
"Child, Family, and School Social Workers","0.183","69.96","7.578","10.833","26.922","38.483","35.459","50.685"
"Administrative Services and Facilities Managers","0.162","61.74","9.505","15.395","24.773","40.124","27.463","44.481"
"Opticians, Dispensing","0.15","57.11","24.676","43.208","9.092","15.921","23.342","40.871"
"Medical Transcriptionists","0.098","37.34","33.433","89.537","0","0","3.907","10.463"
"Occupational Therapy Assistants","0.198","75.46","3.069","4.067","29.538","39.144","42.853","56.789"
"Payroll and Timekeeping Clerks","0.089","33.81","24.453","72.326","6.023","17.815","3.333","9.859"
"Water and Wastewater Treatment Plant and System Operators","0.259","98.73","16.468","16.68","13.922","14.101","68.34","69.219"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.107","40.76","30.004","73.612","0","0","10.756","26.388"
"Tire Repairers and Changers","0.114","43.49","28.744","66.092","1.019","2.344","13.727","31.563"
"Switchboard Operators, Including Answering Service","0.097","36.89","29.758","80.666","0","0","7.132","19.334"
"Residential Advisors","0.176","67.19","11.637","17.32","17.696","26.337","37.857","56.343"
"Light Truck Drivers","0.096","36.49","20.318","55.682","8.814","24.155","7.357","20.163"
"Counter and Rental Clerks","0.097","36.84","27.651","75.056","0.962","2.613","8.227","22.331"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.093","35.63","25.888","72.658","2.596","7.286","7.146","20.056"
"Recreation Workers","0.202","76.96","5.761","7.486","22.093","28.708","49.105","63.806"
"Insurance Claims and Policy Processing Clerks","0.093","35.62","24.239","68.049","3.392","9.523","7.989","22.428"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.091","34.76","7.237","20.821","20.123","57.892","7.399","21.287"
"File Clerks","0.083","31.54","26.626","84.419","0.386","1.223","4.529","14.358"
"Human Resources Assistants, Except Payroll and Timekeeping","0.094","35.7","13.841","38.769","12.968","36.326","8.891","24.905"
"First-Line Supervisors of Production and Operating Workers","0.162","61.76","10.05","16.273","16.453","26.641","35.256","57.086"
"Dentists, General","0.247","94.08","8.745","9.295","17.606","18.714","67.729","71.991"
"Cabinetmakers and Bench Carpenters","0.086","32.91","19.857","60.336","6.093","18.515","6.96","21.149"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.123","47.01","7.793","16.578","17.976","38.238","21.241","45.184"
"Structural Metal Fabricators and Fitters","0.087","33.12","21.286","64.27","4.161","12.565","7.672","23.166"
"Orderlies","0.108","41.24","23.086","55.979","2.055","4.982","16.1","39.039"
"Financial Managers","0.106","40.48","13.851","34.216","10.57","26.112","16.059","39.672"
"Control and Valve Installers and Repairers, Except Mechanical Door","0.161","61.46","20.341","33.096","4.011","6.526","37.108","60.378"
"Public Relations Specialists","0.117","44.81","7.172","16.006","16.791","37.471","20.847","46.523"
"Couriers and Messengers","0.079","30.13","23.615","78.378","0","0","6.515","21.622"
"Cardiovascular Technologists and Technicians","0.15","57.11","18.311","32.063","3.896","6.823","34.903","61.115"
"Network and Computer Systems Administrators","0.074","28.42","4.126","14.517","18.023","63.416","6.272","22.068"
"Ophthalmic Medical Technicians","0.173","65.86","16.465","25","5.594","8.494","43.8","66.505"
"Market Research Analysts and Marketing Specialists","0.088","33.43","0","0","22.007","65.831","11.423","34.169"
"Buyers and Purchasing Agents","0.079","29.97","11.942","39.847","9.86","32.898","8.168","27.255"
"Diagnostic Medical Sonographers","0.141","53.7","9.527","17.742","11.489","21.394","32.684","60.864"
"Computer User Support Specialists","0.104","39.78","12.266","30.834","8.695","21.859","18.819","47.307"
"Miscellaneous Assemblers and Fabricators","0.089","33.9","17.408","51.35","3.091","9.119","13.401","39.531"
"Heavy and Tractor-Trailer Truck Drivers","0.075","28.72","13.734","47.82","5.473","19.057","9.513","33.123"
"Sales and Related Workers, All Other","0.065","24.85","18.588","74.801","0.19","0.764","6.072","24.435"
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","0.072","27.41","9.557","34.867","9.178","33.486","8.675","31.647"
"Computer Systems Analysts","0.123","46.93","3.362","7.163","14.688","31.298","28.88","61.539"
"Training and Development Specialists","0.091","34.72","1.988","5.726","15.237","43.885","17.495","50.39"
"Helpers--Production Workers","0.058","22.31","16.478","73.861","0.602","2.697","5.23","23.442"
"Pest Control Workers","0.066","25.08","7.806","31.123","9.182","36.612","8.092","32.265"
"Laundry and Dry-Cleaning Workers","0.06","22.83","15.052","65.929","1.885","8.258","5.893","25.813"
"Food Preparation and Serving Related Workers, All Other","0.055","20.81","14.444","69.41","2.15","10.333","4.215","20.257"
"Inspectors, Testers, Sorters, Samplers, and Weighers","0.067","25.45","16.23","63.771","0.068","0.269","9.152","35.96"
"Dispatchers, Except Police, Fire, and Ambulance","0.058","22.04","15.645","70.986","0.332","1.507","6.063","27.508"
"Food Service Managers","0.087","33.04","9.239","27.964","6.678","20.212","17.123","51.824"
"Massage Therapists","0.109","41.56","6.064","14.591","9.689","23.314","25.807","62.095"
"Packers and Packagers, Hand","0.049","18.73","15.732","83.992","0","0","2.998","16.008"
"Mental Health and Substance Abuse Social Workers","0.093","35.66","0","0","15.374","43.112","20.286","56.888"
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","0.104","39.64","8.762","22.104","6.604","16.661","24.274","61.235"
"Order Clerks","0.052","19.8","13.98","70.608","1.359","6.866","4.46","22.526"
"Operating Engineers and Other Construction Equipment Operators","0.075","28.45","8.316","29.229","6.825","23.991","13.309","46.78"
"Social and Community Service Managers","0.091","34.67","1.822","5.255","13.212","38.107","19.636","56.638"
"General Internal Medicine Physicians","0.117","44.62","2.781","6.232","12.142","27.211","29.698","66.557"
"Nurse Anesthetists","0.121","46.33","7.121","15.369","7.637","16.484","31.572","68.147"
"Butchers and Meat Cutters","0.05","19.07","13.723","71.959","0.703","3.689","4.644","24.352"
"Compliance Officers","0.065","24.94","7.112","28.518","7.299","29.266","10.529","42.216"
"Ophthalmic Laboratory Technicians","0.048","18.29","14.004","76.567","0","0","4.286","23.433"
"Surgeons, Except Ophthalmologists","0.084","32.13","5.667","17.637","8.276","25.757","18.188","56.606"
"Installation, Maintenance, and Repair Workers, All Other","0.045","17.19","13.915","80.95","0","0","3.275","19.05"
"Psychiatric Technicians","0.097","37.03","3.795","10.248","10.097","27.266","23.138","62.486"
"Information and Record Clerks, All Other","0.042","16.04","13.601","84.793","0.207","1.293","2.232","13.914"
"Hairdressers, Hairstylists, and Cosmetologists","0.074","28.1","2.489","8.859","11.177","39.775","14.434","51.366"
"Software Developers and Software Quality Assurance Analysts and Testers","0.083","31.75","0.849","2.674","12.735","40.11","18.166","57.216"
"Carpenters","0.049","18.71","8.448","45.152","5.035","26.91","5.227","27.937"
"Power Distributors and Dispatchers","0.072","27.28","12.488","45.775","0.712","2.611","14.08","51.614"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.095","36.09","1.998","5.535","10.78","29.87","23.312","64.595"
"Optometrists","0.08","30.7","3.648","11.883","9.125","29.722","17.927","58.395"
"Sales Managers","0.077","29.32","1.374","4.687","11.288","38.5","16.658","56.813"
"Computer and Information Systems Managers","0.051","19.62","0.258","1.317","11.811","60.2","7.55","38.483"
"Electrical and Electronic Engineering Technologists and Technicians","0.086","32.91","3.116","9.468","8.732","26.533","21.062","63.999"
"Magnetic Resonance Imaging Technologists","0.068","25.96","5.881","22.654","5.961","22.961","14.118","54.385"
"Management Analysts","0.061","23.11","0","0","11.7","50.628","11.41","49.372"
"Welders, Cutters, Solderers, and Brazers","0.04","15.29","10.561","69.07","1.13","7.388","3.6","23.543"
"Biological Technicians","0.065","24.9","7.064","28.368","4.576","18.376","13.261","53.256"
"Clinical, Counseling, and School Psychologists","0.073","27.77","0.417","1.503","11.109","40.004","16.244","58.493"
"Helpers--Installation, Maintenance, and Repair Workers","0.079","29.96","9.282","30.98","2.151","7.179","18.528","61.841"
"Mail Clerks and Mail Machine Operators, Except Postal Service","0.035","13.33","10.834","81.273","0.521","3.906","1.976","14.821"
"Cleaners of Vehicles and Equipment","0.043","16.34","8.887","54.385","2.417","14.793","5.036","30.822"
"Dietitians and Nutritionists","0.096","36.75","0.645","1.755","10.544","28.692","25.561","69.553"
"Education and Childcare Administrators, Preschool and Daycare","0.074","28.08","3.107","11.065","8.07","28.739","16.903","60.196"
"Plumbers, Pipefitters, and Steamfitters","0.056","21.28","2.845","13.368","7.996","37.576","10.439","49.056"
"Maintenance Workers, Machinery","0.051","19.4","9.537","49.16","1.1","5.672","8.763","45.168"
"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other","0.063","24.15","3.788","15.686","6.526","27.024","13.835","57.289"
"Pharmacy Aides","0.033","12.44","8.725","70.136","1.414","11.368","2.301","18.496"
"Radiation Therapists","0.058","22","7.144","32.472","2.774","12.608","12.082","54.92"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.063","24.13","1.82","7.544","7.961","32.993","14.348","59.463"
"Securities, Commodities, and Financial Services Sales Agents","0.035","13.24","4.153","31.369","5.399","40.775","3.688","27.856"
"Office and Administrative Support Workers, All Other","0.031","11.84","6.853","57.877","2.497","21.087","2.491","21.037"
"Dental Laboratory Technicians","0.036","13.67","4.803","35.136","4.47","32.699","4.397","32.165"
"Health Education Specialists","0.051","19.61","1.893","9.655","7.289","37.171","10.427","53.173"
"Police and Sheriff's Patrol Officers","0.043","16.28","5.137","31.554","4.038","24.804","7.105","43.642"
"Miscellaneous First-Line Supervisors, Protective Service Workers","0.045","17.24","0.849","4.923","8.315","48.23","8.076","46.847"
"Clergy","0.067","25.51","0","0","9.028","35.391","16.482","64.609"
"Correctional Officers and Jailers","0.041","15.56","5.253","33.761","3.656","23.499","6.65","42.74"
"Anesthesiologists","0.07","26.63","1.553","5.83","7.34","27.562","17.738","66.608"
"Exercise Trainers and Group Fitness Instructors","0.044","16.68","0.176","1.055","8.704","52.182","7.8","46.762"
"Chiropractors","0.067","25.47","2.944","11.558","5.773","22.668","16.753","65.774"
"Industrial Truck and Tractor Operators","0.029","11.24","6.022","53.579","2.318","20.62","2.9","25.801"
"Electrical Engineers","0.055","20.98","0.953","4.543","7.31","34.841","12.717","60.615"
"Eligibility Interviewers, Government Programs","0.032","12.29","7.452","60.634","0.689","5.61","4.149","33.756"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.041","15.68","5.554","35.419","2.533","16.153","7.594","48.428"
"Meter Readers, Utilities","0.031","12","7.839","65.324","0.227","1.894","3.934","32.782"
"Educational, Guidance, and Career Counselors and Advisors","0.04","15.12","1.082","7.154","6.776","44.818","7.262","48.028"
"Print Binding and Finishing Workers","0.026","9.87","7.741","78.429","0.092","0.933","2.037","20.639"
"Sewing Machine Operators","0.026","9.81","7.826","79.772","0","0","1.984","20.228"
"Procurement Clerks","0.024","9.15","5.596","61.162","2.152","23.52","1.402","15.318"
"Service Unit Operators, Oil and Gas","0.045","17.24","4.806","27.879","2.775","16.094","9.659","56.026"
"Concierges","0.031","11.81","5.351","45.307","2.202","18.646","4.257","36.046"
"Bakers","0.025","9.39","7.454","79.381","0.048","0.512","1.888","20.107"
"Chefs and Head Cooks","0.061","23.43","2.723","11.624","4.644","19.82","16.063","68.556"
"Pediatricians, General","0.06","23.08","0","0","7.333","31.772","15.747","68.228"
"Computer Network Support Specialists","0.025","9.59","3.52","36.706","3.794","39.566","2.276","23.728"
"Surveying and Mapping Technicians","0.042","15.91","4.277","26.885","2.999","18.848","8.634","54.268"
"Packaging and Filling Machine Operators and Tenders","0.025","9.41","7.246","77.003","0","0","2.164","22.997"
"Computer, Automated Teller, and Office Machine Repairers","0.027","10.42","5.869","56.327","1.19","11.42","3.361","32.254"
"Computer Occupations, All Other","0.034","12.84","2.089","16.268","4.877","37.983","5.874","45.749"
"Automotive and Watercraft Service Attendants","0.025","9.53","5.365","56.299","1.453","15.245","2.712","28.457"
"Rehabilitation Counselors","0.039","14.69","1.425","9.697","5.389","36.684","7.877","53.618"
"Automotive Body and Related Repairers","0.03","11.3","4.703","41.623","2.076","18.375","4.52","40.002"
"Tool and Die Makers","0.024","9.32","5.088","54.595","1.61","17.271","2.622","28.134"
"Occupational Health and Safety Specialists","0.06","22.96","0.206","0.899","6.365","27.72","16.389","71.381"
"Aircraft Mechanics and Service Technicians","0.033","12.74","3.583","28.12","2.952","23.173","6.205","48.707"
"Community Health Workers","0.039","14.73","1.284","8.719","5.231","35.512","8.215","55.769"
"Human Resources Managers","0.035","13.28","0.703","5.296","5.805","43.712","6.772","50.992"
"Merchandise Displayers and Window Trimmers","0.027","10.3","0.527","5.121","5.853","56.826","3.919","38.053"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.038","14.66","4.159","28.373","2.163","14.755","8.337","56.872"
"Marketing Managers","0.04","15.3","0.949","6.201","5.207","34.033","9.144","59.766"
"First-Line Supervisors of Non-Retail Sales Workers","0.037","13.93","0.664","4.767","5.461","39.201","7.805","56.032"
"Self-Enrichment Teachers","0.023","8.87","0.528","5.953","5.572","62.816","2.77","31.231"
"Medical Scientists, Except Epidemiologists","0.055","20.95","0","0","5.991","28.598","14.959","71.402"
"Driver/Sales Workers","0.019","7.29","4.168","57.18","1.806","24.78","1.315","18.041"
"Medical Equipment Repairers","0.031","11.83","2.622","22.166","3.329","28.137","5.879","49.696"
"Office Machine Operators, Except Computer","0.019","7.08","5.88","83.049","0","0","1.2","16.951"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.025","9.36","3.779","40.373","2.013","21.503","3.568","38.124"
"Wind Turbine Service Technicians","0.062","23.68","0.264","1.116","5.513","23.282","17.903","75.602"
"Electrical and Electronics Repairers, Commercial and Industrial Equipment","0.034","12.81","3.387","26.437","2.374","18.533","7.049","55.03"
"Information Security Analysts","0.022","8.23","1.726","20.972","3.811","46.308","2.693","32.719"
"Petroleum Engineers","0.028","10.53","2.126","20.19","3.385","32.144","5.019","47.666"
"Recreational Therapists","0.036","13.69","1.19","8.692","4.292","31.35","8.208","59.958"
"Dietetic Technicians","0.046","17.71","0.268","1.515","5.134","28.987","12.308","69.498"
"Fundraisers","0.028","10.84","2.032","18.745","3.345","30.857","5.463","50.398"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.018","7","5.104","72.915","0.25","3.578","1.645","23.507"
"Psychiatrists","0.033","12.51","0","0","5.221","41.734","7.289","58.266"
"Glaziers","0.017","6.63","2.309","34.829","2.91","43.898","1.41","21.273"
"Obstetricians and Gynecologists","0.038","14.67","1.143","7.793","4.069","27.739","9.457","64.468"
"Gas Plant Operators","0.031","11.84","4.535","38.304","0.653","5.512","6.652","56.184"
"Sheet Metal Workers","0.021","7.93","3.333","42.033","1.844","23.257","2.753","34.71"
"Demonstrators and Product Promoters","0.022","8.46","0.887","10.48","4.252","50.259","3.321","39.261"
"Chemical Equipment Operators and Tenders","0.021","7.88","4.123","52.325","0.717","9.098","3.04","38.578"
"Nuclear Medicine Technologists","0.032","12.34","2.904","23.535","1.877","15.213","7.558","61.251"
"Hotel, Motel, and Resort Desk Clerks","0.016","6.16","4.683","76.019","0.03","0.483","1.447","23.498"
"Community and Social Service Specialists, All Other","0.028","10.58","0.922","8.719","3.757","35.512","5.9","55.769"
"Health Specialties Teachers, Postsecondary","0.021","8.12","0.453","5.585","4.208","51.819","3.459","42.596"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.016","5.93","4.578","77.208","0","0","1.352","22.792"
"Interpreters and Translators","0.023","8.84","0","0","4.569","51.686","4.271","48.314"
"Public Relations and Fundraising Managers","0.024","9.07","0","0","4.522","49.853","4.548","50.147"
"Compensation, Benefits, and Job Analysis Specialists","0.017","6.34","0.78","12.308","3.686","58.14","1.874","29.552"
"Firefighters","0.022","8.35","0.753","9.015","3.672","43.97","3.926","47.015"
"Word Processors and Typists","0.013","4.83","4.17","86.336","0.215","4.446","0.445","9.219"
"Public Safety Telecommunicators","0.017","6.44","3.617","56.167","0.713","11.077","2.109","32.756"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.015","5.76","3.48","60.41","0.624","10.836","1.656","28.753"
"Animal Caretakers","0.026","10.01","1.332","13.305","2.705","27.019","5.974","59.676"
"Jewelers and Precious Stone and Metal Workers","0.015","5.76","1.366","23.71","2.644","45.907","1.75","30.383"
"Prepress Technicians and Workers","0.013","5.13","3.537","68.951","0.393","7.667","1.2","23.382"
"Paralegals and Legal Assistants","0.016","5.95","3.079","51.752","0.747","12.561","2.123","35.687"
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","0.021","7.91","3.361","42.489","0.404","5.104","4.145","52.407"
"Industrial Production Managers","0.022","8.28","1.4","16.904","2.288","27.635","4.592","55.461"
"Statisticians","0.012","4.67","1.527","32.691","2.107","45.116","1.036","22.193"
"Logisticians","0.025","9.44","0.558","5.91","3.015","31.941","5.867","62.149"
"Baggage Porters and Bellhops","0.013","5.05","1.453","28.766","2.036","40.324","1.561","30.91"
"Purchasing Managers","0.014","5.36","2.355","43.94","1.05","19.586","1.955","36.475"
"Crane and Tower Operators","0.014","5.35","1.64","30.652","1.691","31.612","2.019","37.736"
"Computer Numerically Controlled Tool Operators","0.013","4.85","3.275","67.522","0.036","0.733","1.54","31.746"
"Computer Programmers","0.018","6.73","0.208","3.083","3.101","46.071","3.422","50.846"
"Database Administrators and Architects","0.02","7.48","1.844","24.648","1.421","19.001","4.215","56.351"
"Crossing Guards and Flaggers","0.013","4.98","2.078","41.733","1.185","23.788","1.717","34.479"
"Lodging Managers","0.018","7.02","1.413","20.135","1.83","26.071","3.776","53.794"
"Tailors, Dressmakers, and Custom Sewers","0.011","4.13","0.442","10.697","2.798","67.744","0.89","21.558"
"Instructional Coordinators","0.014","5.5","0","0","3.23","58.735","2.27","41.265"
"Food Batchmakers","0.012","4.56","2.988","65.537","0.203","4.457","1.368","30.006"
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","0.012","4.75","0.279","5.875","2.904","61.132","1.567","32.993"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.011","4.19","3.071","73.283","0.111","2.644","1.009","24.073"
"Telecommunications Equipment Installers and Repairers, Except Line Installers","0.021","8.06","1.138","14.113","2.031","25.201","4.891","60.686"
"Credit Authorizers, Checkers, and Clerks","0.009","3.49","3.119","89.373","0","0","0.371","10.627"
"Machine Feeders and Offbearers","0.011","4.04","2.85","70.534","0.258","6.384","0.933","23.082"
"Loan Interviewers and Clerks","0.01","3.83","3.065","80.024","0","0","0.765","19.976"
"Chief Executives","0.023","8.74","0","0","3.043","34.818","5.697","65.182"
"Coin, Vending, and Amusement Machine Servicers and Repairers","0.01","3.87","2.881","74.454","0.151","3.907","0.837","21.639"
"Architectural and Engineering Managers","0.026","9.84","0","0","3.018","30.676","6.822","69.324"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","0.016","6.08","0.44","7.243","2.573","42.319","3.067","50.438"
"Shoe and Leather Workers and Repairers","0.01","3.77","2.969","78.759","0.03","0.801","0.771","20.44"
