"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"Secondary School Teachers, Except Special and Career/Technical Education","1.24","13067.54","671.595","5.139","6374.966","48.785","6020.979","46.076"
"Laborers and Freight, Stock, and Material Movers, Hand","0.881","9289.21","5409.342","58.233","1557.145","16.763","2322.723","25.005"
"Cooks, Restaurant","0.97","10222.84","2998.532","29.332","3727.464","36.462","3496.844","34.206"
"First-Line Supervisors of Retail Sales Workers","1.008","10626.51","3916.362","36.855","2521.964","23.733","4188.184","39.413"
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","0.888","9357.78","3230.14","34.518","3074.983","32.86","3052.657","32.622"
"Teaching Assistants, Except Postsecondary","1.012","10663.59","2384.394","22.36","3488.825","32.717","4790.371","44.923"
"Substitute Teachers, Short-Term","0.928","9786.76","1419.924","14.509","4426.445","45.229","3940.39","40.262"
"Medical Secretaries and Administrative Assistants","0.632","6663","5370.315","80.599","137.925","2.07","1154.76","17.331"
"Receptionists and Information Clerks","0.642","6770.66","4985.65","73.636","515.094","7.608","1269.916","18.756"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.654","6890.25","5048.496","73.27","0","0","1841.754","26.73"
"Maids and Housekeeping Cleaners","0.654","6897.57","2453.835","35.575","2439.412","35.366","2004.323","29.058"
"Food Preparation Workers","0.565","5956.3","4854.576","81.503","0","0","1101.724","18.497"
"First-Line Supervisors of Office and Administrative Support Workers","0.795","8379.27","1308.718","15.619","3475.561","41.478","3594.991","42.903"
"Construction Laborers","0.762","8032.63","2272.525","28.291","1996.364","24.853","3763.741","46.856"
"Computer User Support Specialists","0.718","7565.35","2394.257","31.648","1863.035","24.626","3308.059","43.726"
"First-Line Supervisors of Food Preparation and Serving Workers","0.826","8702.41","2429.213","27.914","1749.521","20.104","4523.676","51.982"
"Security Guards","0.804","8475.12","1913.024","22.572","2126.01","25.085","4436.086","52.342"
"Medical Assistants","0.655","6903.22","2356.595","34.138","1508.95","21.859","3037.675","44.004"
"Shipping, Receiving, and Inventory Clerks","0.433","4566.82","3401.647","74.486","321.69","7.044","843.483","18.47"
"Landscaping and Groundskeeping Workers","0.484","5102.57","1382.621","27.097","2235.011","43.802","1484.939","29.102"
"Network and Computer Systems Administrators","0.413","4351.68","654.474","15.04","2888.901","66.386","808.305","18.575"
"Maintenance and Repair Workers, General","0.714","7524.94","2220.408","29.507","1318.345","17.52","3986.187","52.973"
"Light Truck Drivers","0.436","4592.76","2451.557","53.379","1045.127","22.756","1096.075","23.865"
"Human Resources Specialists","0.433","4560.82","1226.521","26.893","2201.033","48.26","1133.266","24.848"
"Billing and Posting Clerks","0.354","3730.42","3070.977","82.323","203.743","5.462","455.7","12.216"
"Dining Room and Cafeteria Attendants and Bartender Helpers","0.378","3985.01","2764.476","69.372","411.174","10.318","809.359","20.31"
"Counter and Rental Clerks","0.405","4269.27","2959.938","69.331","95.582","2.239","1213.75","28.43"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.346","3648.51","790.433","21.665","2260.847","61.966","597.229","16.369"
"Childcare Workers","0.557","5870.2","795.856","13.558","2160.065","36.797","2914.279","49.645"
"Market Research Analysts and Marketing Specialists","0.393","4146.53","0","0","2924.714","70.534","1221.816","29.466"
"Driver/Sales Workers","0.346","3643.89","2013.3","55.251","868.241","23.827","762.348","20.921"
"Hotel, Motel, and Resort Desk Clerks","0.356","3755.95","2848.131","75.83","18.135","0.483","889.684","23.687"
"Nursing Assistants","0.783","8248.68","1653.693","20.048","1163.115","14.101","5431.871","65.851"
"Bartenders","0.361","3807.67","2488.308","65.35","307.695","8.081","1011.667","26.569"
"Miscellaneous Assemblers and Fabricators","0.42","4427.37","2289.119","51.704","404.12","9.128","1734.13","39.168"
"Buyers and Purchasing Agents","0.333","3511.33","1435.388","40.879","1207.69","34.394","868.252","24.727"
"Industrial Truck and Tractor Operators","0.359","3789.54","1902.101","50.193","737.06","19.45","1150.379","30.357"
"Computer Systems Analysts","0.569","5996.17","443.886","7.403","2190.281","36.528","3362.003","56.069"
"Cooks, Fast Food","0.317","3345.71","2365.146","70.692","182.969","5.469","797.595","23.839"
"Lawyers","0.538","5675.2","0","0","2546.145","44.864","3129.055","55.136"
"Financial Managers","0.369","3892.36","1362.553","35.006","1075.562","27.633","1454.245","37.362"
"Welders, Cutters, Solderers, and Brazers","0.314","3309.42","2165.887","65.446","212.882","6.433","930.651","28.121"
"Licensed Practical and Licensed Vocational Nurses","0.518","5462.19","1022.237","18.715","1355.561","24.817","3084.392","56.468"
"Paralegals and Legal Assistants","0.344","3626.97","1901.8","52.435","475.062","13.098","1250.109","34.467"
"Pharmacy Technicians","0.285","3000.37","2370.285","79","0","0","630.085","21"
"Tellers","0.245","2587.78","2173.059","83.974","191.323","7.393","223.397","8.633"
"Hairdressers, Hairstylists, and Cosmetologists","0.524","5523.77","469.102","8.492","1875.96","33.962","3178.708","57.546"
"Management Analysts","0.391","4120.11","0","0","2315.34","56.196","1804.77","43.804"
"Dishwashers","0.289","3043.66","2273.366","74.692","0","0","770.294","25.308"
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","0.298","3142.54","1165.941","37.102","1017.717","32.385","958.882","30.513"
"Executive Secretaries and Executive Administrative Assistants","0.272","2871.96","1808.612","62.975","316.256","11.012","747.092","26.013"
"Production, Planning, and Expediting Clerks","0.256","2693.5","1867.851","69.347","123.409","4.582","702.24","26.072"
"Cooks, Institution and Cafeteria","0.342","3607.51","1470.847","40.772","463.2","12.84","1673.463","46.388"
"Education Administrators, Kindergarten through Secondary","0.409","4311.65","76.135","1.766","1833.874","42.533","2401.641","55.701"
"Computer and Information Systems Managers","0.269","2834.18","38.321","1.352","1806.541","63.741","989.318","34.907"
"Computer Occupations, All Other","0.279","2940.74","500.612","17.023","1298.045","44.14","1142.083","38.837"
"Securities, Commodities, and Financial Services Sales Agents","0.232","2446.64","767.487","31.369","997.611","40.775","681.542","27.856"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.27","2847.86","1474.111","51.762","248.144","8.713","1125.604","39.525"
"Parts Salespersons","0.204","2148.48","1539.126","71.638","180.175","8.386","429.179","19.976"
"Advertising Sales Agents","0.244","2568.03","383.173","14.921","1323.21","51.526","861.646","33.553"
"Public Relations Specialists","0.279","2943.33","478.958","16.273","1167.803","39.676","1296.569","44.051"
"Inspectors, Testers, Sorters, Samplers, and Weighers","0.228","2403.57","1617.591","67.3","6.516","0.271","779.463","32.429"
"Tutors and Teachers and Instructors, All Other","0.224","2365.52","141.991","6.003","1455.568","61.533","767.961","32.465"
"Computer Programmers","0.282","2969.64","93.99","3.165","1483.605","49.959","1392.045","46.876"
"Bill and Account Collectors","0.195","2055","1353.742","65.876","219.754","10.694","481.504","23.431"
"Educational, Guidance, and Career Counselors and Advisors","0.287","3021.32","216.015","7.15","1351.419","44.729","1453.886","48.121"
"Computer Network Support Specialists","0.18","1902.67","750.214","39.43","810.114","42.578","342.342","17.993"
"Insurance Claims and Policy Processing Clerks","0.183","1927.48","1343.83","69.72","191.093","9.914","392.557","20.366"
"Electricians","0.405","4271.28","508.103","11.896","1000.298","23.419","2762.878","64.685"
"Packers and Packagers, Hand","0.171","1799.29","1502.968","83.531","0","0","296.322","16.469"
"Exercise Trainers and Group Fitness Instructors","0.267","2814.59","29.705","1.055","1468.712","52.182","1316.173","46.762"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.414","4365.49","238.066","5.453","1238.088","28.361","2889.336","66.186"
"Civil Engineers","0.311","3283.46","376.321","11.461","1081.576","32.94","1825.563","55.599"
"Plumbers, Pipefitters, and Steamfitters","0.281","2959.8","386.456","13.057","1038.66","35.092","1534.683","51.851"
"Training and Development Specialists","0.249","2621.17","155.934","5.949","1253.329","47.816","1211.907","46.235"
"Data Entry Keyers","0.147","1544.72","1398.477","90.533","0","0","146.243","9.467"
"Pharmacists","0.211","2220.69","952.155","42.877","425.987","19.183","842.548","37.941"
"Mechanical Engineers","0.298","3140.1","142.069","4.524","1234.275","39.307","1763.755","56.169"
"Merchandise Displayers and Window Trimmers","0.209","2204.69","112.904","5.121","1252.841","56.826","838.944","38.053"
"Cleaners of Vehicles and Equipment","0.203","2135.47","1056.192","49.459","298.869","13.995","780.409","36.545"
"Industrial Engineers","0.246","2592.43","408.332","15.751","929.893","35.87","1254.205","48.379"
"Automotive Service Technicians and Mechanics","0.251","2641.08","801.126","30.333","521.435","19.743","1318.519","49.923"
"Cost Estimators","0.187","1967.06","825.671","41.975","490.662","24.944","650.727","33.081"
"Administrative Services and Facilities Managers","0.22","2317.61","359.505","15.512","947.862","40.898","1010.244","43.59"
"Dental Assistants","0.309","3252.8","754.801","23.205","532.605","16.374","1965.394","60.422"
"Health Specialties Teachers, Postsecondary","0.206","2169.45","121.153","5.585","1124.195","51.819","924.102","42.596"
"First-Line Supervisors of Production and Operating Workers","0.254","2677.89","471.083","17.592","769.35","28.73","1437.457","53.679"
"Operating Engineers and Other Construction Equipment Operators","0.228","2407.56","683.886","28.406","556.375","23.11","1167.299","48.485"
"First-Line Supervisors of Non-Retail Sales Workers","0.268","2827.32","134.204","4.747","1103.44","39.028","1589.676","56.226"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.214","2256.55","539.871","23.925","692.666","30.696","1024.013","45.38"
"Telecommunications Equipment Installers and Repairers, Except Line Installers","0.198","2089.46","400.07","19.147","825.493","39.507","863.897","41.345"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.227","2389.6","842.837","35.271","380.724","15.933","1166.039","48.796"
"Legal Secretaries and Administrative Assistants","0.151","1594.3","1163.232","72.962","59.033","3.703","372.035","23.335"
"Instructional Coordinators","0.197","2076.59","0","0","1217.923","58.65","858.667","41.35"
"Insurance Sales Agents","0.177","1867.35","583.015","31.221","631.797","33.834","652.539","34.945"
"Amusement and Recreation Attendants","0.179","1881.99","1084.417","57.621","114.804","6.1","682.769","36.279"
"Construction Managers","0.331","3485.07","190.088","5.454","991.773","28.458","2303.209","66.088"
"Loan Officers","0.151","1596.84","439.768","27.54","720.133","45.097","436.939","27.363"
"Food Servers, Nonrestaurant","0.156","1642.32","1007.644","61.355","148.703","9.054","485.973","29.591"
"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","0.214","2256.82","771.397","34.181","372.1","16.488","1113.323","49.331"
"Helpers--Production Workers","0.138","1453.92","1068.469","73.489","39.03","2.684","346.421","23.827"
"Graphic Designers","0.179","1891.48","0","0","1092.714","57.77","798.766","42.23"
"Loan Interviewers and Clerks","0.128","1354.39","1083.836","80.024","0","0","270.554","19.976"
"Sales Managers","0.236","2486.3","117.527","4.727","965.974","38.852","1402.799","56.421"
"Clinical Laboratory Technologists and Technicians","0.201","2120.32","758.117","35.755","316.657","14.934","1045.546","49.311"
"Bakers","0.125","1317.12","1032.052","78.357","6.729","0.511","278.339","21.132"
"Claims Adjusters, Examiners, and Investigators","0.127","1341.91","255.349","19.029","773.784","57.663","312.778","23.308"
"Cooks, Short Order","0.126","1326.74","984.979","74.241","18.318","1.381","323.442","24.379"
"Electronics Engineers, Except Computer","0.177","1863.92","196.305","10.532","798.22","42.825","869.395","46.643"
"Painters, Construction and Maintenance","0.136","1428.86","320.421","22.425","659.602","46.163","448.837","31.412"
"Preschool Teachers, Except Special Education","0.33","3483.18","159.392","4.576","802.809","23.048","2520.979","72.376"
"Real Estate Sales Agents","0.174","1834.83","185.3","10.099","774.561","42.214","874.969","47.687"
"Self-Enrichment Teachers","0.132","1396.44","82.795","5.929","874","62.588","439.645","31.483"
"Computer Network Architects","0.175","1845.56","123.542","6.694","829.95","44.97","892.068","48.336"
"Telecommunications Line Installers and Repairers","0.144","1520.63","221.997","14.599","727.973","47.873","570.661","37.528"
"Payroll and Timekeeping Clerks","0.099","1046.35","752.401","71.907","185.408","17.72","108.54","10.373"
"Coaches and Scouts","0.163","1713.37","141.346","8.25","793.023","46.284","779.001","45.466"
"Laundry and Dry-Cleaning Workers","0.118","1248.26","825.031","66.094","103.368","8.281","319.861","25.625"
"Cement Masons and Concrete Finishers","0.144","1514.45","864.295","57.07","54.736","3.614","595.418","39.316"
"Carpenters","0.146","1540.37","617.155","40.065","298.502","19.379","624.713","40.556"
"Information Security Analysts","0.117","1236.32","273.597","22.13","628.84","50.864","333.883","27.006"
"Compliance Officers","0.134","1408.02","443.368","31.489","457.892","32.52","506.76","35.991"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.168","1768.49","85.504","4.835","811.929","45.911","871.058","49.254"
"Packaging and Filling Machine Operators and Tenders","0.11","1155.96","889.579","76.956","0","0","266.381","23.044"
"Electrical Engineers","0.175","1842.06","124.774","6.774","763.194","41.432","954.092","51.795"
"Information and Record Clerks, All Other","0.099","1043.98","874.834","83.798","11.32","1.084","157.826","15.118"
"Interviewers, Except Eligibility and Loan","0.113","1186.37","749.336","63.162","123.488","10.409","313.546","26.429"
"Telemarketers","0.103","1089.03","819.608","75.26","45.684","4.195","223.738","20.545"
"Sales and Related Workers, All Other","0.108","1138.73","840.672","73.825","8.676","0.762","289.382","25.413"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.197","2078.68","238.891","11.492","606.85","29.194","1232.939","59.314"
"Recreation Workers","0.22","2317.32","173.303","7.479","663.649","28.639","1480.368","63.883"
"Architects, Except Landscape and Naval","0.148","1563.78","104.342","6.672","731.68","46.789","727.757","46.538"
"Web Developers and Digital Interface Designers","0.116","1218.38","202.864","16.65","621.956","51.048","393.56","32.302"
"Personal Financial Advisors","0.095","996.95","558.323","56.003","255.749","25.653","182.878","18.344"
"Butchers and Meat Cutters","0.102","1077.52","773.773","71.811","39.596","3.675","264.151","24.515"
"Career/Technical Education Teachers, Secondary School","0.139","1463.9","64.812","4.427","728.817","49.786","670.272","45.787"
"Teaching Assistants, Postsecondary","0.11","1158.66","199.687","17.234","584.574","50.453","374.399","32.313"
"Ushers, Lobby Attendants, and Ticket Takers","0.111","1166.76","746.44","63.975","35.542","3.046","384.778","32.978"
"File Clerks","0.085","894.27","757.888","84.749","11.771","1.316","124.611","13.934"
"Dispatchers, Except Police, Fire, and Ambulance","0.101","1067.45","748.092","70.082","16.045","1.503","303.312","28.415"
"Tax Preparers","0.083","870.65","621.335","71.364","133.191","15.298","116.125","13.338"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.115","1215.33","486.23","40.008","259.282","21.334","469.818","38.658"
"Education Administrators, Postsecondary","0.143","1504.2","14.293","0.95","728.932","48.46","760.975","50.59"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.161","1696.26","136.522","8.048","601.684","35.471","958.053","56.48"
"School Bus Monitors and Protective Service Workers, All Other","0.139","1461.76","566.161","38.731","161.58","11.054","734.02","50.215"
"Career/Technical Education Teachers, Postsecondary","0.116","1222.14","42.525","3.48","680.905","55.714","498.71","40.806"
"Food Service Managers","0.139","1462.01","408.488","27.94","294.721","20.159","758.801","51.901"
"Tire Repairers and Changers","0.097","1023.06","673.979","65.879","23.767","2.323","325.314","31.798"
"Medical and Health Services Managers","0.273","2878.63","0","0","684.226","23.769","2194.404","76.231"
"Industrial Machinery Mechanics","0.13","1374.73","598.146","43.51","83.518","6.075","693.066","50.415"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.081","855.7","614.908","71.86","61.948","7.239","178.844","20.9"
"Marketing Managers","0.141","1488.59","95.863","6.44","570.053","38.295","822.675","55.265"
"Speech-Language Pathologists","0.142","1499.19","0","0","664.627","44.332","834.563","55.668"
"Machinists","0.098","1031.21","542.907","52.648","119.401","11.579","368.902","35.774"
"Property, Real Estate, and Community Association Managers","0.153","1607.8","298.427","18.561","360.221","22.405","949.152","59.034"
"Logisticians","0.144","1522.74","100.565","6.604","557.894","36.638","864.281","56.758"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","0.178","1871.6","116.714","6.236","531.98","28.424","1222.906","65.34"
"Social and Human Service Assistants","0.113","1192.55","258.683","21.692","386.407","32.402","547.459","45.907"
"Database Administrators and Architects","0.123","1297.34","332.978","25.666","309.949","23.891","654.413","50.443"
"Sales Engineers","0.089","942.8","151.457","16.065","487.186","51.674","304.156","32.261"
"Chemical Technicians","0.095","998.56","526.059","52.682","101.425","10.157","371.076","37.161"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.078","825.73","621.598","75.279","0","0","204.132","24.721"
"Architectural and Civil Drafters","0.1","1059.19","52.227","4.931","568.927","53.713","438.036","41.356"
"Librarians and Media Collections Specialists","0.089","936.06","357.491","38.191","263.082","28.105","315.487","33.704"
"Operations Research Analysts","0.096","1013.99","235.287","23.204","380.867","37.561","397.837","39.235"
"Special Education Teachers, Kindergarten and Elementary School","0.18","1902.19","125.322","6.588","486.811","25.592","1290.057","67.82"
"Kindergarten Teachers, Except Special Education","0.181","1908.24","0","0","611.67","32.054","1296.57","67.946"
"Electrical and Electronic Engineering Technologists and Technicians","0.105","1103.86","139.248","12.615","456.736","41.376","507.877","46.009"
"Human Resources Assistants, Except Payroll and Timekeeping","0.075","793.51","307.381","38.737","288.032","36.298","198.097","24.965"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.101","1069.68","177.754","16.617","410.692","38.394","481.234","44.989"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.073","769.86","559.376","72.659","27.458","3.567","183.026","23.774"
"Police and Sheriff's Patrol Officers","0.097","1022.24","322.562","31.554","253.553","24.804","446.125","43.642"
"Nurse Practitioners","0.117","1230.52","240.454","19.541","324.831","26.398","665.235","54.061"
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","0.087","918.14","499.142","54.364","56.306","6.133","362.692","39.503"
"Emergency Medical Technicians and Paramedics","0.123","1296.87","154.073","11.88","390.938","30.145","751.859","57.975"
"Automotive and Watercraft Service Attendants","0.075","786.26","422.336","53.715","108.191","13.76","255.733","32.525"
"Order Clerks","0.065","684.22","482.104","70.46","46.805","6.841","155.311","22.699"
"Petroleum Engineers","0.095","999.96","203.192","20.32","325.047","32.506","471.721","47.174"
"Veterinary Technologists and Technicians","0.11","1163.3","332.831","28.611","192.532","16.55","637.937","54.839"
"Radiologic Technologists and Technicians","0.125","1319.78","217.912","16.511","305.7","23.163","796.168","60.326"
"Industrial Production Managers","0.105","1105.9","195.62","17.689","319.542","28.894","590.738","53.417"
"Physical Therapists","0.134","1414.93","125.828","8.893","388.065","27.426","901.037","63.681"
"Special Education Teachers, Secondary School","0.157","1651.91","7.501","0.454","502.014","30.39","1142.395","69.156"
"Architectural and Engineering Managers","0.129","1357.37","0","0","495.223","36.484","862.147","63.516"
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","0.104","1100.8","164.68","14.96","328.219","29.816","607.9","55.223"
"Title Examiners, Abstractors, and Searchers","0.057","596.49","486.161","81.504","5.657","0.948","104.672","17.548"
"Surveying and Mapping Technicians","0.073","769.8","308.777","40.111","181.652","23.597","279.371","36.291"
"Interpreters and Translators","0.083","877.38","0","0","485.451","55.33","391.929","44.67"
"Art, Drama, and Music Teachers, Postsecondary","0.067","708.16","50.955","7.195","432.866","61.125","224.34","31.679"
"Producers and Directors","0.088","931.45","0","0","483.247","51.881","448.203","48.119"
"Surveyors","0.063","666.18","330.155","49.559","152.41","22.878","183.615","27.562"
"Child, Family, and School Social Workers","0.093","978.43","105.989","10.833","376.525","38.483","495.916","50.685"
"Chemical Equipment Operators and Tenders","0.074","781.01","408.662","52.325","71.053","9.098","301.294","38.578"
"Industrial Engineering Technologists and Technicians","0.074","777","157.969","20.331","308.537","39.709","310.494","39.961"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.062","656.62","395.525","60.237","70.866","10.792","190.229","28.971"
"Construction and Building Inspectors","0.095","1004.43","172.602","17.184","290.26","28.898","541.568","53.918"
"Helpers--Electricians","0.08","843.39","222.249","26.352","235.25","27.893","385.891","45.755"
"Engineers, All Other","0.103","1081.49","19.092","1.765","435.966","40.312","626.432","57.923"
"Editors","0.078","825.46","221.832","26.874","227.103","27.512","376.525","45.614"
"Barbers","0.065","682.94","144.238","21.12","304.59","44.6","234.111","34.28"
"Demonstrators and Product Promoters","0.071","747.75","77.727","10.395","371.041","49.621","298.982","39.984"
"Parking Attendants","0.063","663.41","409.658","61.75","35.334","5.326","218.418","32.923"
"Food Batchmakers","0.061","644.98","417.557","64.74","26.545","4.116","200.878","31.145"
"Installation, Maintenance, and Repair Workers, All Other","0.051","540.65","441.102","81.587","0","0","99.548","18.413"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","0.082","862.98","291.973","33.833","146.076","16.927","424.931","49.24"
"Business Teachers, Postsecondary","0.072","756.97","36.472","4.818","400.769","52.944","319.728","42.238"
"Technical Writers","0.057","603.81","270.448","44.79","166.114","27.511","167.248","27.699"
"Pest Control Workers","0.061","646.86","200.545","31.003","235.394","36.39","210.921","32.607"
"Sewing Machine Operators","0.051","537.15","433.457","80.696","0","0","103.693","19.304"
"Roustabouts, Oil and Gas","0.06","630.01","355.964","56.501","73.786","11.712","200.259","31.787"
"Insurance Underwriters","0.05","525.18","285.924","54.443","142.629","27.158","96.627","18.399"
"Structural Iron and Steel Workers","0.061","640.77","239.203","37.33","188.922","29.484","212.645","33.186"
"Respiratory Therapists","0.106","1118.96","81.007","7.24","343.95","30.738","694.002","62.022"
"Compensation, Benefits, and Job Analysis Specialists","0.053","563.19","70.851","12.58","342.076","60.739","150.264","26.681"
"Mail Clerks and Mail Machine Operators, Except Postal Service","0.046","483.54","392.677","81.209","18.823","3.893","72.04","14.899"
"Human Resources Managers","0.077","815.87","43.841","5.374","367.126","44.998","404.904","49.628"
"English Language and Literature Teachers, Postsecondary","0.061","640.97","52.671","8.217","353.063","55.083","235.236","36.7"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.099","1046.32","265.922","25.415","136.143","13.012","644.255","61.573"
"Production Workers, All Other","0.047","497.99","398.093","79.94","0","0","99.897","20.06"
"Mathematical Science Teachers, Postsecondary","0.057","599.48","125.347","20.909","269.759","44.999","204.374","34.092"
"Office and Administrative Support Workers, All Other","0.047","492.67","286.261","58.104","104.501","21.211","101.907","20.685"
"Interior Designers","0.066","700.75","0","0","385.666","55.036","315.084","44.964"
"Credit Analysts","0.045","477.8","144.778","30.301","236.685","49.537","96.337","20.163"
"Occupational Therapists","0.084","886.25","123.687","13.956","255.969","28.882","506.594","57.162"
"Dental Hygienists","0.111","1173.92","230.18","19.608","148.421","12.643","795.319","67.749"
"Crossing Guards and Flaggers","0.062","650.08","257.548","39.618","120.422","18.524","272.11","41.858"
"Animal Caretakers","0.095","1001.4","124.128","12.395","252.839","25.249","624.433","62.356"
"Printing Press Operators","0.048","510.37","352.165","69.002","24.746","4.849","133.458","26.149"
"Phlebotomists","0.091","958.97","328.748","34.281","45.153","4.709","585.068","61.01"
"Helpers--Installation, Maintenance, and Repair Workers","0.088","926.8","304.448","32.849","68.234","7.362","554.119","59.788"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.047","490.39","359.371","73.283","12.967","2.644","118.051","24.073"
"Clinical, Counseling, and School Psychologists","0.084","887.62","13.345","1.503","355.375","40.037","518.901","58.46"
"Healthcare Social Workers","0.087","913.02","39.965","4.377","328.367","35.965","544.687","59.658"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.08","840.5","47.528","5.655","315.18","37.499","477.792","56.846"
"Massage Therapists","0.091","956.11","139.507","14.591","222.908","23.314","593.695","62.095"
"Chemists","0.058","609.23","144.25","23.677","217.248","35.659","247.731","40.663"
"Meeting, Convention, and Event Planners","0.074","777.76","78.301","10.067","282.094","36.27","417.365","53.662"
"Couriers and Messengers","0.042","443.54","355.557","80.164","0","0","87.983","19.836"
"Refuse and Recyclable Material Collectors","0.042","441.59","348.451","78.908","0","0","93.139","21.092"
"Computer Numerically Controlled Tool Operators","0.048","509.37","343.879","67.511","3.731","0.733","161.759","31.757"
"Food Preparation and Serving Related Workers, All Other","0.041","429.18","297.978","69.43","44.379","10.34","86.823","20.23"
"Education Teachers, Postsecondary","0.053","561.63","30.947","5.51","306.753","54.618","223.93","39.871"
"New Accounts Clerks","0.037","389.41","336.805","86.491","0","0","52.605","13.509"
"Physician Assistants","0.069","727.24","72.749","10.003","261.456","35.952","393.035","54.045"
"Mechanical Drafters","0.054","569.62","38.183","6.703","294.458","51.694","236.978","41.603"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","0.044","461.51","126.612","27.434","205.947","44.625","128.951","27.941"
"Opticians, Dispensing","0.051","540.06","238.035","44.076","86.187","15.959","215.838","39.966"
"Switchboard Operators, Including Answering Service","0.038","399.46","323.357","80.948","0","0","76.103","19.052"
"Cargo and Freight Agents","0.039","407.64","319.775","78.446","2.179","0.535","85.685","21.02"
"Family Medicine Physicians","0.075","788.43","126.591","16.056","195.109","24.747","466.73","59.197"
"Skincare Specialists","0.08","848.42","54.798","6.459","266.756","31.441","526.867","62.1"
"Educational Instruction and Library Workers, All Other","0.05","528.66","192.09","36.335","128.517","24.31","208.053","39.355"
"Occupational Health and Safety Specialists","0.085","891.57","9.724","1.091","309.738","34.741","572.108","64.169"
"Nursing Instructors and Teachers, Postsecondary","0.05","522.51","19.003","3.637","299.774","57.372","203.733","38.991"
