"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"Food Servers, Nonrestaurant","0.291","453.72","277.554","61.173","40.804","8.993","135.362","29.834"
"First-Line Supervisors of Production and Operating Workers","0.446","695.63","120.469","17.318","196.746","28.283","378.414","54.399"
"Machinists","0.314","489.96","259.684","53.001","57.181","11.671","173.095","35.328"
"Emergency Medical Technicians and Paramedics","0.485","757.05","89.099","11.769","226.353","29.899","441.598","58.331"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.333","520.43","269.325","51.75","45.331","8.71","205.774","39.539"
"Radiologic Technologists and Technicians","0.507","791.3","130.181","16.452","182.09","23.012","479.029","60.537"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.482","752","86.395","11.489","219.309","29.163","446.296","59.348"
"Construction Laborers","0.303","472.7","151.75","32.103","140.226","29.665","180.724","38.232"
"Parts Salespersons","0.212","331.2","238.159","71.908","28.109","8.487","64.932","19.605"
"Social and Human Service Assistants","0.305","476.17","103.157","21.664","154.153","32.374","218.86","45.963"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.295","460.78","109.258","23.711","140.116","30.408","211.406","45.88"
"Preschool Teachers, Except Special Education","0.577","900.83","41.222","4.576","207.625","23.048","651.983","72.376"
"Tellers","0.173","270.13","226.839","83.974","19.972","7.393","23.32","8.633"
"Helpers--Production Workers","0.204","318.6","237.693","74.606","8.658","2.718","72.249","22.677"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.214","334.45","246.304","73.644","0","0","88.146","26.356"
"Human Resources Specialists","0.214","334.73","88.236","26.36","157.577","47.076","88.917","26.564"
"Operating Engineers and Other Construction Equipment Operators","0.276","431.14","132.554","30.745","109.381","25.37","189.206","43.885"
"Medical and Health Services Managers","0.64","998.65","0","0","233.955","23.427","764.695","76.573"
"Electricians","0.383","597.66","75.324","12.603","153.602","25.7","368.735","61.696"
"Production, Planning, and Expediting Clerks","0.196","305.58","209.92","68.696","13.93","4.558","81.73","26.746"
"Dental Hygienists","0.445","694.74","134.537","19.365","86.319","12.425","473.883","68.21"
"Bill and Account Collectors","0.184","287.86","188.117","65.35","30.018","10.428","69.725","24.222"
"Nurse Practitioners","0.295","460.15","89.776","19.51","120.869","26.267","249.505","54.223"
"Automotive Service Technicians and Mechanics","0.255","398.43","126.739","31.81","83.312","20.91","188.379","47.28"
"Pharmacists","0.222","347.08","144.978","41.771","62.392","17.976","139.71","40.253"
"Insurance Claims and Policy Processing Clerks","0.166","259.38","179.086","69.044","25.305","9.756","54.989","21.2"
"Physical Therapists","0.353","550.74","48.866","8.873","150.715","27.366","351.159","63.761"
"Packers and Packagers, Hand","0.151","234.96","197.034","83.859","0","0","37.926","16.141"
"Executive Secretaries and Executive Administrative Assistants","0.17","264.86","166.351","62.807","28.913","10.916","69.596","26.277"
"Surgical Technologists","0.323","503.85","95.534","18.961","90.352","17.932","317.964","63.107"
"Software Developers and Software Quality Assurance Analysts and Testers","0.251","392.2","10.825","2.76","173.65","44.276","207.726","52.964"
"Packaging and Filling Machine Operators and Tenders","0.149","232.46","178.912","76.965","0","0","53.548","23.035"
"Veterinary Assistants and Laboratory Animal Caretakers","0.273","425.47","103.194","24.254","70.179","16.494","252.097","59.251"
"Butchers and Meat Cutters","0.148","231.5","164.855","71.212","8.375","3.618","58.27","25.171"
"Food Batchmakers","0.164","256.07","162.618","63.505","9.185","3.587","84.267","32.908"
"Teaching Assistants, Except Postsecondary","0.197","307.32","68.717","22.36","100.546","32.717","138.056","44.923"
"Phlebotomists","0.275","428.56","146.464","34.176","20.098","4.69","261.998","61.134"
"Financial Managers","0.171","267.55","92.985","34.754","72.354","27.043","102.211","38.203"
"Electrical Power-Line Installers and Repairers","0.248","387.87","38.114","9.826","126.97","32.735","222.786","57.438"
"Respiratory Therapists","0.279","434.92","31.501","7.243","133.572","30.712","269.848","62.045"
"Speech-Language Pathologists","0.235","366.59","0","0","162.399","44.3","204.191","55.7"
"Plumbers, Pipefitters, and Steamfitters","0.206","321.67","42.714","13.279","117.907","36.655","161.049","50.067"
"Administrative Services and Facilities Managers","0.182","284.36","43.951","15.456","115.017","40.448","125.392","44.096"
"Rotary Drill Operators, Oil and Gas","0.182","283.73","125.94","44.387","32.293","11.381","125.497","44.231"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.193","300.63","108.283","36.019","49.399","16.432","142.948","47.55"
"Interviewers, Except Eligibility and Loan","0.138","215.56","134.464","62.379","21.499","9.974","59.597","27.647"
"Counter and Rental Clerks","0.127","198.94","149.317","75.056","5.198","2.613","44.426","22.331"
"Cleaners of Vehicles and Equipment","0.143","223.3","120.777","54.087","32.925","14.745","69.598","31.168"
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","0.141","220.67","81.931","37.128","71.555","32.426","67.183","30.445"
"Derrick Operators, Oil and Gas","0.14","218.7","116.789","53.402","32.527","14.873","69.384","31.726"
"Opticians, Dispensing","0.161","250.79","107.512","42.869","39.89","15.906","103.389","41.225"
"Cooks, Short Order","0.125","195.55","144.308","73.796","2.698","1.38","48.544","24.824"
"Buyers and Purchasing Agents","0.128","199.96","79.764","39.89","66.106","33.059","54.09","27.051"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.114","178.19","38.061","21.36","107.742","60.465","32.388","18.176"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.15","234.67","94.168","40.128","50.208","21.395","90.294","38.477"
"Computer User Support Specialists","0.161","250.8","78.413","31.265","58.597","23.364","113.79","45.371"
"Healthcare Social Workers","0.215","335.77","14.673","4.37","119.809","35.682","201.289","59.948"
"Occupational Therapists","0.199","311.28","43.43","13.952","89.696","28.815","178.154","57.233"
"Tire Repairers and Changers","0.121","189.32","125.126","66.092","4.438","2.344","59.756","31.563"
"Network and Computer Systems Administrators","0.104","161.69","23.955","14.815","105.243","65.09","32.492","20.095"
"Carpenters","0.128","199.91","83.847","41.942","44.303","22.162","71.76","35.896"
"Helpers--Extraction Workers","0.132","206.25","114.816","55.668","13.275","6.436","78.159","37.895"
"Physical Therapist Assistants","0.229","357.84","14.702","4.109","112.715","31.499","230.423","64.393"
"Market Research Analysts and Marketing Specialists","0.118","184.5","0","0","125.72","68.141","58.78","31.859"
"Physician Assistants","0.175","273.08","27.317","10.003","98.177","35.952","147.585","54.045"
"Family Medicine Physicians","0.197","307.58","49.366","16.05","76.077","24.734","182.138","59.216"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.184","287.7","16.243","5.646","107.503","37.366","163.954","56.988"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.104","161.75","117.744","72.794","5.779","3.572","38.227","23.634"
"Structural Metal Fabricators and Fitters","0.102","159.54","101.748","63.776","19.818","12.422","37.973","23.802"
"Data Entry Keyers","0.086","134.39","120.675","89.795","0","0","13.715","10.205"
"Child, Family, and School Social Workers","0.155","241.86","26.2","10.833","93.074","38.483","122.587","50.685"
"Cabinetmakers and Bench Carpenters","0.097","151.9","91.298","60.104","27.891","18.361","32.711","21.535"
"Wellhead Pumpers","0.148","231.66","75.593","32.631","38.804","16.75","117.263","50.619"
"Computer Systems Analysts","0.175","272.99","19.891","7.286","91.856","33.648","161.243","59.066"
"Loan Interviewers and Clerks","0.086","134.44","107.584","80.024","0","0","26.856","19.976"
"Cost Estimators","0.11","172.39","68.312","39.627","38.771","22.49","65.307","37.883"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.132","206.12","9.96","4.832","94.432","45.814","101.727","49.353"
"Payroll and Timekeeping Clerks","0.074","116.29","83.404","71.721","20.556","17.676","12.33","10.603"
"Ophthalmic Medical Technicians","0.199","310.67","77.581","24.972","26.366","8.487","206.723","66.541"
"Cardiovascular Technologists and Technicians","0.171","266.89","85.413","32.003","18.137","6.796","163.34","61.201"
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","0.123","192.02","97.74","50.901","4.634","2.413","89.646","46.686"
"Chemical Equipment Operators and Tenders","0.104","162.98","85.279","52.325","14.827","9.098","62.874","38.578"
"Public Relations Specialists","0.118","184.4","29.662","16.086","70.3","38.123","84.439","45.791"
"Diagnostic Medical Sonographers","0.162","252.41","44.752","17.73","53.896","21.353","153.762","60.917"
"Medical Transcriptionists","0.071","110.51","98.515","89.146","0","0","11.995","10.854"
"Sewing Machine Operators","0.076","119.21","96.092","80.607","0","0","23.118","19.393"
"Physical Therapist Aides","0.132","206.7","25.87","12.516","70.104","33.916","110.727","53.569"
"Painters, Construction and Maintenance","0.087","135.56","30.95","22.831","63.644","46.949","40.966","30.22"
"Switchboard Operators, Including Answering Service","0.075","116.86","94.069","80.497","0","0","22.791","19.503"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.078","121.83","93.185","76.488","0","0","28.645","23.512"
"Sales and Related Workers, All Other","0.078","121.49","90.869","74.795","0.928","0.764","29.693","24.441"
"Healthcare Support Workers, All Other","0.135","211.33","38.455","18.197","53.24","25.193","119.635","56.611"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.082","128.54","77.574","60.35","13.909","10.82","37.058","28.83"
"Dentists, General","0.208","325.27","30.24","9.297","60.878","18.716","234.152","71.987"
"Human Resources Assistants, Except Payroll and Timekeeping","0.075","117.16","45.295","38.66","42.355","36.151","29.511","25.188"
"Medical Equipment Preparers","0.089","138.66","75.669","54.572","11.631","8.388","51.36","37.04"
"Installation, Maintenance, and Repair Workers, All Other","0.067","105.18","86.268","82.019","0","0","18.912","17.981"
"Couriers and Messengers","0.07","109.78","85.953","78.295","0","0","23.827","21.705"
"File Clerks","0.064","99.71","83.825","84.069","1.16","1.164","14.725","14.768"
"Psychiatric Aides","0.137","214.04","27.134","12.677","57.572","26.898","129.333","60.425"
"Cement Masons and Concrete Finishers","0.088","137.24","79.555","57.968","5.053","3.682","52.631","38.35"
"Computer and Information Systems Managers","0.084","131.76","1.762","1.337","81.887","62.148","48.111","36.514"
"Control and Valve Installers and Repairers, Except Mechanical Door","0.115","179.39","68.41","38.135","14.106","7.863","96.874","54.002"
"Sales Managers","0.121","189.16","8.926","4.719","73.343","38.773","106.891","56.508"
"Order Clerks","0.068","105.63","74.643","70.665","7.263","6.876","23.724","22.459"
"Training and Development Specialists","0.1","156.36","9.091","5.814","70.874","45.327","76.395","48.858"
"Management Analysts","0.094","146.57","0","0","79.654","54.346","66.916","45.654"
"Computer Numerically Controlled Tool Operators","0.074","115.45","77.837","67.421","0.845","0.732","36.768","31.847"
"Occupational Therapy Assistants","0.117","181.89","7.398","4.067","71.196","39.143","103.296","56.79"
"First-Line Supervisors of Non-Retail Sales Workers","0.112","174.32","8.337","4.783","68.579","39.341","97.404","55.877"
"Dispatchers, Except Police, Fire, and Ambulance","0.069","107.23","74.987","69.931","1.611","1.503","30.632","28.567"
"Telemarketers","0.061","95.31","71.731","75.26","3.998","4.195","19.581","20.545"
"Automotive and Watercraft Service Attendants","0.067","105.19","59.192","56.271","16.019","15.229","29.98","28.5"
"Securities, Commodities, and Financial Services Sales Agents","0.065","101.9","31.965","31.369","41.549","40.775","28.386","27.856"
"Mixing and Blending Machine Setters, Operators, and Tenders","0.062","96.56","68.92","71.375","4.475","4.634","23.165","23.991"
"Residential Advisors","0.104","162.2","28.093","17.32","42.718","26.337","91.389","56.343"
"Printing Press Operators","0.061","95.07","65.972","69.393","4.615","4.855","24.482","25.752"
"Recreation Workers","0.125","194.83","14.585","7.486","55.931","28.708","124.314","63.806"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.059","91.58","67.112","73.283","2.422","2.644","22.046","24.073"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.081","125.73","20.759","16.511","47.774","37.997","57.196","45.491"
"Food Service Managers","0.088","137.03","38.272","27.93","27.592","20.136","71.166","51.934"
"Psychiatric Technicians","0.112","175.56","17.991","10.248","47.869","27.266","109.7","62.486"
"Compliance Officers","0.068","106.72","31.724","29.726","32.549","30.5","42.447","39.774"
"Meat, Poultry, and Fish Cutters and Trimmers","0.05","77.9","53.349","68.483","9.995","12.831","14.556","18.685"
"Food Preparation and Serving Related Workers, All Other","0.05","78.38","54.372","69.37","8.087","10.317","15.921","20.313"
"Social and Community Service Managers","0.091","142.56","7.49","5.254","54.278","38.074","80.793","56.673"
"Computer, Automated Teller, and Office Machine Repairers","0.058","90.56","50.903","56.209","10.315","11.39","29.343","32.401"
"Biological Technicians","0.083","128.84","36.635","28.435","24.452","18.979","67.753","52.587"
"Orderlies","0.063","99.05","55.418","55.95","4.933","4.98","38.699","39.07"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.087","136.55","39.429","28.875","20.533","15.037","76.589","56.088"
"Power Plant Operators","0.09","141.01","47.113","33.411","10.708","7.594","83.189","58.995"
"Ophthalmic Laboratory Technicians","0.048","74.48","57.12","76.692","0","0","17.36","23.308"
"Maintenance Workers, Machinery","0.069","108.21","50.834","46.977","5.935","5.485","51.441","47.538"
"Slaughterers and Meat Packers","0.043","67.09","56.765","84.61","0","0","10.325","15.39"
"Mobile Heavy Equipment Mechanics, Except Engines","0.079","123.8","40.996","33.115","15.457","12.485","67.347","54.4"
"Magnetic Resonance Imaging Technologists","0.079","122.88","27.837","22.654","28.214","22.961","66.829","54.385"
"Excavating and Loading Machine and Dragline Operators, Surface Mining","0.062","97.06","25.401","26.171","30.12","31.032","41.539","42.797"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","0.097","150.76","9.535","6.325","45.464","30.157","95.76","63.518"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.044","68.88","49.691","72.141","4.998","7.256","14.191","20.603"
"Hairdressers, Hairstylists, and Cosmetologists","0.071","110.78","9.825","8.868","44.226","39.923","56.729","51.209"
"Petroleum Engineers","0.068","105.72","21.101","19.96","32.698","30.929","51.92","49.111"
"Electrical and Electronic Engineering Technologists and Technicians","0.075","116.54","13.089","11.231","40.276","34.56","63.175","54.209"
"Mental Health and Substance Abuse Social Workers","0.079","123.51","0","0","53.254","43.117","70.256","56.883"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.08","124.52","9.754","7.833","42.772","34.349","71.994","57.817"
"General Internal Medicine Physicians","0.099","154.12","9.604","6.232","41.938","27.211","102.577","66.557"
"Nurse Anesthetists","0.103","160.12","24.609","15.369","26.394","16.484","109.117","68.147"
"Computer Occupations, All Other","0.055","85.69","14.39","16.793","35.986","41.995","35.315","41.212"
"Production Workers, All Other","0.04","62.36","49.946","80.093","0","0","12.414","19.907"
"Water and Wastewater Treatment Plant and System Operators","0.099","155.22","26.414","17.017","23.321","15.025","105.484","67.958"
"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other","0.074","115.97","18.207","15.7","31.407","27.082","66.356","57.218"
"Animal Caretakers","0.074","115.9","16.311","14.074","33.049","28.515","66.54","57.411"
"Construction Managers","0.091","142.41","7.798","5.475","40.883","28.708","93.729","65.816"
"Surveying and Mapping Technicians","0.053","82.46","30.014","36.398","18.371","22.279","34.075","41.323"
"Lawyers","0.071","110.5","0","0","48.144","43.57","62.356","56.43"
"Surgeons, Except Ophthalmologists","0.071","110.88","19.556","17.637","28.559","25.757","62.765","56.606"
"Helpers--Installation, Maintenance, and Repair Workers","0.062","97.1","40.13","41.329","7.957","8.195","49.012","50.476"
"Industrial Engineers","0.061","95.5","14.629","15.319","33.091","34.65","47.78","50.031"
"Sheet Metal Workers","0.054","84.13","32.026","38.067","15.58","18.519","36.524","43.414"
"Industrial Production Managers","0.064","100.3","17.602","17.549","28.743","28.657","53.955","53.794"
"Education and Childcare Administrators, Preschool and Daycare","0.074","116.18","12.855","11.065","33.389","28.739","69.935","60.196"
"Refuse and Recyclable Material Collectors","0.037","57.05","45.123","79.093","0","0","11.927","20.907"
"Paper Goods Machine Setters, Operators, and Tenders","0.037","58.28","44.913","77.064","0","0","13.367","22.936"
"Information and Record Clerks, All Other","0.033","51.95","43.972","84.642","0.655","1.262","7.323","14.096"
"Computer Network Support Specialists","0.035","54.83","21.181","38.631","22.838","41.653","10.81","19.716"
"Architectural and Civil Drafters","0.048","74.42","3.689","4.957","40.296","54.146","30.435","40.897"
"Optometrists","0.068","105.66","12.542","11.87","31.384","29.703","61.734","58.427"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","0.037","57.15","41.267","72.209","1.994","3.488","13.889","24.303"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","0.038","60.09","42.116","70.089","1.122","1.867","16.852","28.044"
"Civil Engineers","0.068","106.09","11.423","10.767","31.371","29.57","63.297","59.663"
"Mechanical Engineers","0.062","96.48","4.253","4.409","36.953","38.301","55.274","57.291"
"Structural Iron and Steel Workers","0.039","60.29","22.955","38.075","18.208","30.201","19.127","31.725"
"Clinical, Counseling, and School Psychologists","0.062","96.27","1.447","1.503","38.519","40.011","56.305","58.486"
"Food Cooking Machine Operators and Tenders","0.033","52.17","37.791","72.438","1.998","3.829","12.381","23.732"
"Security and Fire Alarm Systems Installers","0.051","79.96","14.439","18.057","25.185","31.496","40.337","50.446"
"Print Binding and Finishing Workers","0.032","49.78","39.042","78.429","0.464","0.933","10.274","20.639"
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","0.044","68","35.382","52.032","4.041","5.942","28.577","42.026"
"Dietitians and Nutritionists","0.083","129.15","2.267","1.756","37.072","28.704","89.811","69.54"
"Chemical Technicians","0.04","63.22","32.645","51.637","6.144","9.718","24.431","38.645"
"Marketing Managers","0.058","90.72","5.749","6.337","32.831","36.189","52.141","57.474"
"Veterinary Technologists and Technicians","0.054","84.92","24.441","28.781","14.133","16.642","46.346","54.576"
"Farmworkers, Farm, Ranch, and Aquacultural Animals","0.037","57.41","22.83","39.766","15.683","27.318","18.897","32.916"
"Massage Therapists","0.064","100.2","14.62","14.591","23.361","23.314","62.219","62.095"
"Dental Laboratory Technicians","0.036","55.73","19.659","35.275","18.254","32.755","17.817","31.97"
"Office and Administrative Support Workers, All Other","0.03","47.27","27.409","57.984","9.995","21.145","9.866","20.871"
"Procurement Clerks","0.028","43.79","26.779","61.152","10.297","23.514","6.715","15.334"
"Underground Mining Machine Operators and Extraction Workers, All Other","0.043","66.82","28.922","43.284","8.126","12.161","29.772","44.555"
"Geological and Hydrologic Technicians","0.036","56.46","35.315","62.548","1.687","2.988","19.458","34.464"
"Loan Officers","0.032","49.96","13.759","27.54","22.531","45.097","13.67","27.363"
"Computer Programmers","0.044","69.46","2.18","3.139","33.867","48.757","33.413","48.104"
"Pest Control Workers","0.034","52.54","16.352","31.123","19.236","36.612","16.952","32.265"
"Glaziers","0.032","49.78","16.117","32.377","19.275","38.721","14.387","28.902"
"Paralegals and Legal Assistants","0.035","54.34","28.318","52.112","6.978","12.841","19.045","35.047"
"New Accounts Clerks","0.026","40.66","35.167","86.491","0","0","5.493","13.509"
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.029","45.34","32.426","71.518","2.689","5.931","10.224","22.55"
"Machine Feeders and Offbearers","0.029","45.41","31.815","70.062","2.87","6.32","10.725","23.618"
"Radiation Therapists","0.049","76.11","24.714","32.472","9.596","12.608","41.8","54.92"
"Pharmacy Aides","0.027","41.75","29.432","70.495","4.793","11.479","7.526","18.026"
"Electrical Engineers","0.049","76.54","4.464","5.832","29.588","38.657","42.488","55.511"
"Demonstrators and Product Promoters","0.035","55.28","5.793","10.48","27.783","50.259","21.704","39.261"
"Chemical Plant and System Operators","0.037","57.03","32.126","56.332","1.372","2.406","23.531","41.261"
"Human Resources Managers","0.043","67.33","3.587","5.327","29.742","44.174","34.001","50.499"
"Aircraft Mechanics and Service Technicians","0.041","64.49","18.222","28.256","15.026","23.299","31.242","48.445"
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","0.028","43.91","30.802","70.147","2.215","5.045","10.893","24.808"
"Merchandise Displayers and Window Trimmers","0.034","53.12","2.72","5.121","30.186","56.826","20.214","38.053"
"Occupational Health and Safety Specialists","0.064","99.6","0.999","1.003","31.619","31.746","66.982","67.251"
"Tool and Die Makers","0.029","45.09","24.499","54.334","7.759","17.208","12.832","28.458"
"Sawing Machine Setters, Operators, and Tenders, Wood","0.026","41.25","30.135","73.054","1.959","4.749","9.156","22.197"
"Health Education Specialists","0.044","68.08","6.579","9.663","25.329","37.204","36.172","53.132"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","0.027","42.56","11.962","28.106","19.762","46.434","10.836","25.46"
"Semiconductor Processing Technicians","0.027","41.56","31.209","75.094","0.476","1.145","9.875","23.761"
"Information Security Analysts","0.028","44.43","9.68","21.786","21.939","49.378","12.812","28.836"
"Clergy","0.056","88.13","0","0","31.195","35.397","56.935","64.603"
"Insurance Sales Agents","0.03","47.49","14.828","31.224","16.071","33.841","16.59","34.934"
"Automotive Body and Related Repairers","0.033","51.5","21.436","41.623","9.463","18.375","20.601","40.002"
"Anesthesiologists","0.059","92.08","5.368","5.83","25.379","27.562","61.332","66.608"
"Claims Adjusters, Examiners, and Investigators","0.026","40.06","7.609","18.995","23.026","57.479","9.425","23.527"
"Hazardous Materials Removal Workers","0.027","41.5","18.575","44.758","11.686","28.158","11.24","27.084"
"Chiropractors","0.056","88.07","10.179","11.558","19.963","22.668","57.927","65.774"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","0.033","51.12","19.058","37.282","10.805","21.137","21.256","41.582"
"Gas Plant Operators","0.04","61.92","25.481","41.151","4.313","6.966","32.126","51.883"
