"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"Billing and Posting Clerks","0.459","541.42","442.732","81.772","29.259","5.404","69.429","12.824"
"General and Operations Managers","0.913","1076.53","83.288","7.737","362.717","33.693","630.525","58.57"
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","0.506","597.06","208.185","34.868","200.053","33.506","188.822","31.625"
"Parts Salespersons","0.428","504.36","362.68","71.909","42.807","8.487","98.873","19.604"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.559","659.74","341.422","51.751","57.466","8.71","260.852","39.539"
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","0.48","566.18","197.128","34.817","189.101","33.399","179.952","31.783"
"Security Guards","0.671","791.03","178.886","22.614","199.867","25.267","412.276","52.119"
"Driver/Sales Workers","0.382","450.18","250.028","55.539","107.906","23.97","92.246","20.491"
"Dental Assistants","0.761","897.17","207.239","23.099","146.313","16.308","543.617","60.592"
"Clinical Laboratory Technologists and Technicians","0.588","693.36","246.39","35.536","103.206","14.885","343.763","49.579"
"Landscaping and Groundskeeping Workers","0.382","450.48","124.442","27.624","203.591","45.194","122.447","27.182"
"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","0.55","648.31","218.755","33.742","103.719","15.998","325.836","50.259"
"Tellers","0.29","342.36","287.493","83.974","25.312","7.393","29.555","8.633"
"Heavy and Tractor-Trailer Truck Drivers","0.316","372.55","192.875","51.772","78.223","20.997","101.452","27.232"
"Food Servers, Nonrestaurant","0.324","381.72","233.511","61.173","34.329","8.993","113.88","29.833"
"Cooks, Institution and Cafeteria","0.423","498.89","203.287","40.748","63.993","12.827","231.61","46.425"
"Light Truck Drivers","0.277","327.2","184.005","56.236","80.077","24.473","63.119","19.29"
"Miscellaneous Assemblers and Fabricators","0.339","399.71","207.26","51.852","36.519","9.136","155.931","39.011"
"Bill and Account Collectors","0.252","297.73","195.828","65.774","31.68","10.641","70.222","23.586"
"Counter and Rental Clerks","0.244","288.25","216.328","75.049","7.53","2.612","64.392","22.339"
"Insurance Claims and Policy Processing Clerks","0.223","263.1","182.995","69.553","25.982","9.875","54.123","20.571"
"Securities, Commodities, and Financial Services Sales Agents","0.236","278.84","87.469","31.369","113.696","40.775","77.674","27.856"
"Cooks, Short Order","0.215","253.85","187.412","73.828","3.503","1.38","62.935","24.792"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.381","449.55","51.647","11.489","131.099","29.162","266.804","59.349"
"Emergency Medical Technicians and Paramedics","0.367","432.69","50.923","11.769","129.369","29.899","252.398","58.332"
"Radiologic Technologists and Technicians","0.383","451.53","74.268","16.448","103.864","23.003","273.398","60.549"
"Automotive Service Technicians and Mechanics","0.278","327.45","104.746","31.988","68.935","21.052","153.769","46.96"
"Construction Laborers","0.247","291.17","87.845","30.17","79.108","27.169","124.217","42.661"
"Project Management Specialists and Business Operations Specialists, All Other","0.201","236.55","99.293","41.976","62.651","26.485","74.606","31.539"
"Accountants and Auditors","0.173","203.52","76.053","37.369","82.189","40.384","45.278","22.247"
"Packers and Packagers, Hand","0.158","186.82","157.242","84.168","0","0","29.578","15.832"
"Helpers--Production Workers","0.171","201.73","150.803","74.755","5.495","2.724","45.432","22.521"
"Welders, Cutters, Solderers, and Brazers","0.179","211.27","141.717","67.079","14.491","6.859","55.062","26.062"
"Sales and Related Workers, All Other","0.175","206.5","154.356","74.749","1.578","0.764","50.566","24.487"
"Maintenance and Repair Workers, General","0.247","290.81","91.783","31.561","59.82","20.57","139.208","47.869"
"Industrial Truck and Tractor Operators","0.171","201.95","108.327","53.641","41.603","20.601","52.02","25.759"
"Preschool Teachers, Except Special Education","0.457","538.64","24.648","4.576","124.147","23.048","389.845","72.376"
"Cleaners of Vehicles and Equipment","0.182","214.65","116.717","54.376","31.75","14.791","66.183","30.833"
"Pharmacists","0.208","245.6","103.301","42.06","44.926","18.293","97.373","39.647"
"Production, Planning, and Expediting Clerks","0.166","195.89","134.28","68.549","8.912","4.55","52.698","26.902"
"Loan Interviewers and Clerks","0.147","173.13","138.545","80.024","0","0","34.585","19.976"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.216","254.92","60.137","23.591","77.304","30.325","117.478","46.084"
"First-Line Supervisors of Production and Operating Workers","0.246","290.02","49.77","17.161","81.373","28.058","158.877","54.782"
"Executive Secretaries and Executive Administrative Assistants","0.15","177.21","111.423","62.876","19.456","10.979","46.331","26.145"
"Bakers","0.14","164.96","129.389","78.436","0.843","0.511","34.728","21.053"
"Dental Hygienists","0.337","397.08","76.893","19.365","49.334","12.424","270.853","68.211"
"Nurse Practitioners","0.234","275.62","53.781","19.513","72.428","26.278","149.411","54.209"
"Inspectors, Testers, Sorters, Samplers, and Weighers","0.158","186.55","125.508","67.278","0.505","0.271","60.537","32.451"
"Butchers and Meat Cutters","0.139","163.97","117.801","71.843","6.031","3.678","40.138","24.479"
"Human Resources Specialists","0.141","166.23","43.949","26.439","78.494","47.22","43.787","26.341"
"Industrial Machinery Mechanics","0.218","256.61","106.129","41.358","14.827","5.778","135.654","52.864"
"Social and Human Service Assistants","0.19","223.75","48.484","21.669","72.447","32.379","102.819","45.953"
"Electrical Power-Line Installers and Repairers","0.24","282.62","27.771","9.826","92.516","32.735","162.332","57.438"
"Physical Therapists","0.279","329.01","29.188","8.871","90.023","27.362","209.799","63.767"
"Data Entry Keyers","0.11","129.46","117.206","90.534","0","0","12.254","9.466"
"Financial Managers","0.153","179.87","63.369","35.23","50.322","27.977","66.179","36.793"
"Insurance Sales Agents","0.145","170.82","53.337","31.224","57.808","33.841","59.675","34.934"
"Tire Repairers and Changers","0.136","160.7","106.211","66.092","3.767","2.344","50.722","31.563"
"Telecommunications Equipment Installers and Repairers, Except Line Installers","0.156","183.62","35.138","19.136","72.481","39.473","76.001","41.39"
"Surgical Technologists","0.244","288.04","54.614","18.96","51.651","17.932","181.776","63.108"
"Phlebotomists","0.228","268.97","91.968","34.193","12.622","4.693","164.38","61.114"
"Opticians, Dispensing","0.143","168.89","73.58","43.567","26.915","15.936","68.395","40.497"
"Electricians","0.249","293.21","33.885","11.556","65.674","22.398","193.651","66.045"
"Respiratory Therapists","0.221","260.68","18.887","7.245","80.093","30.725","161.701","62.03"
"Food Service Managers","0.173","204.09","56.894","27.877","40.853","20.017","106.343","52.106"
"Speech-Language Pathologists","0.186","219.05","0","0","97.031","44.296","122.019","55.704"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.098","115.63","24.853","21.494","70.669","61.116","20.108","17.39"
"Medical and Health Services Managers","0.324","382.31","0","0","89.852","23.502","292.458","76.498"
"Packaging and Filling Machine Operators and Tenders","0.091","107.9","83.086","77.003","0","0","24.814","22.997"
"Order Clerks","0.091","106.77","75.371","70.592","7.328","6.863","24.071","22.545"
"Software Developers and Software Quality Assurance Analysts and Testers","0.149","175.7","4.848","2.759","77.544","44.134","93.308","53.107"
"Healthcare Social Workers","0.171","201.64","8.813","4.37","71.994","35.704","120.833","59.925"
"Physical Therapist Assistants","0.19","224.33","9.217","4.109","70.677","31.506","144.436","64.386"
"Automotive and Watercraft Service Attendants","0.095","111.47","62.756","56.299","16.993","15.245","31.721","28.457"
"Occupational Therapists","0.158","185.99","25.949","13.952","53.585","28.811","106.456","57.238"
"Teaching Assistants, Except Postsecondary","0.122","144.18","32.239","22.36","47.172","32.717","64.77","44.923"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.202","238.31","12.906","5.416","66.265","27.806","159.138","66.778"
"Telecommunications Line Installers and Repairers","0.105","123.7","18.423","14.894","60.319","48.763","44.957","36.344"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.084","98.49","71.552","72.649","7.176","7.286","19.762","20.065"
"Food Preparation and Serving Related Workers, All Other","0.084","98.72","68.474","69.362","10.182","10.314","20.064","20.324"
"Machinists","0.103","121.62","64.44","52.985","14.173","11.653","43.007","35.362"
"Payroll and Timekeeping Clerks","0.074","87.05","62.628","71.945","15.432","17.728","8.99","10.327"
"Interviewers, Except Eligibility and Loan","0.09","105.89","66.129","62.451","10.603","10.013","29.158","27.536"
"Plumbers, Pipefitters, and Steamfitters","0.136","159.97","20.738","12.964","55.38","34.619","83.852","52.417"
"Family Medicine Physicians","0.156","184.05","29.542","16.051","45.528","24.737","108.98","59.212"
"Physician Assistants","0.138","163.29","16.335","10.003","58.706","35.952","88.25","54.045"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.146","171.72","9.694","5.645","64.148","37.356","97.878","56.999"
"Computer User Support Specialists","0.112","132.2","41.486","31.381","31.178","23.584","59.537","45.035"
"Administrative Services and Facilities Managers","0.109","128.63","19.949","15.509","52.446","40.773","56.235","43.719"
"Human Resources Assistants, Except Payroll and Timekeeping","0.081","95.54","37.144","38.877","34.898","36.527","23.498","24.595"
"Hairdressers, Hairstylists, and Cosmetologists","0.125","147.09","13.056","8.876","58.906","40.048","75.128","51.076"
"Child, Family, and School Social Workers","0.123","144.62","15.666","10.833","55.653","38.483","73.301","50.685"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.11","129.8","48.554","37.407","22.575","17.392","58.67","45.201"
"Operating Engineers and Other Construction Equipment Operators","0.119","140.66","39.235","27.893","31.78","22.593","69.646","49.514"
"File Clerks","0.069","81.27","68.786","84.638","1.053","1.296","11.431","14.066"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.117","137.41","6.647","4.838","63.148","45.956","67.615","49.207"
"Buyers and Purchasing Agents","0.079","92.8","37.752","40.681","31.565","34.014","23.483","25.305"
"Loan Officers","0.08","94.59","26.05","27.54","42.658","45.097","25.882","27.363"
"First-Line Supervisors of Non-Retail Sales Workers","0.131","154.08","7.373","4.785","60.656","39.366","86.051","55.848"
"Sales Managers","0.13","153.22","7.287","4.756","59.916","39.105","86.017","56.14"
"Medical Transcriptionists","0.063","73.86","66.358","89.843","0","0","7.502","10.157"
"Market Research Analysts and Marketing Specialists","0.08","94.94","0","0","65.11","68.58","29.83","31.42"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.09","105.6","42.467","40.215","22.63","21.43","40.503","38.355"
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","0.078","91.78","34.1","37.154","29.809","32.478","27.872","30.368"
"Switchboard Operators, Including Answering Service","0.066","77.74","62.925","80.943","0","0","14.815","19.057"
"Claims Adjusters, Examiners, and Investigators","0.069","81.51","15.504","19.021","46.965","57.619","19.041","23.36"
"Network and Computer Systems Administrators","0.066","77.87","11.561","14.847","50.797","65.233","15.512","19.92"
"Dispatchers, Except Police, Fire, and Ambulance","0.074","87.05","60.703","69.734","1.305","1.499","25.042","28.767"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.096","113.31","18.744","16.543","43.182","38.11","51.383","45.348"
"Ophthalmic Medical Technicians","0.152","179.49","44.943","25.039","15.265","8.505","119.282","66.456"
"Physical Therapist Aides","0.11","129.44","16.2","12.516","43.9","33.916","69.339","53.569"
"Cardiovascular Technologists and Technicians","0.129","152.51","48.807","32.002","10.364","6.796","93.339","61.202"
"Healthcare Support Workers, All Other","0.112","132.66","24.143","18.199","33.438","25.206","75.079","56.595"
"Diagnostic Medical Sonographers","0.122","144.32","25.588","17.73","30.817","21.353","87.915","60.917"
"Mobile Heavy Equipment Mechanics, Except Engines","0.092","108.2","40.829","37.735","15.539","14.361","51.832","47.904"
"Medical Equipment Preparers","0.074","87.34","47.679","54.59","7.346","8.411","32.315","36.999"
"Public Relations Specialists","0.086","101.13","16.299","16.117","38.673","38.24","46.159","45.643"
"Dentists, General","0.165","194.43","18.073","9.295","36.385","18.714","139.972","71.991"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.06","71.27","51.892","72.81","2.547","3.573","16.831","23.616"
"Carpenters","0.075","88.42","36.169","40.906","18.246","20.636","34.005","38.459"
"Laundry and Dry-Cleaning Workers","0.062","72.77","48.136","66.148","6.032","8.289","18.602","25.563"
"Psychiatric Aides","0.114","133.99","16.986","12.677","36.04","26.898","80.963","60.425"
"Computer Systems Analysts","0.105","123.28","8.973","7.278","41.185","33.407","73.123","59.314"
"Recreation Workers","0.117","138.02","10.332","7.486","39.622","28.708","88.066","63.806"
"Occupational Therapy Assistants","0.097","113.99","4.637","4.068","44.624","39.147","64.729","56.785"
"Training and Development Specialists","0.08","93.91","5.485","5.841","42.896","45.678","45.529","48.481"
"Installation, Maintenance, and Repair Workers, All Other","0.049","58.34","47.815","81.959","0","0","10.525","18.041"
"Cement Masons and Concrete Finishers","0.067","78.53","44.755","56.991","2.834","3.608","30.941","39.4"
"Couriers and Messengers","0.049","58.09","45.841","78.914","0","0","12.249","21.086"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.052","61.09","45.643","74.714","0","0","15.447","25.286"
"Computer, Automated Teller, and Office Machine Repairers","0.057","67.18","37.775","56.23","7.655","11.395","21.75","32.375"
"Personal Financial Advisors","0.047","54.93","30.762","56.003","14.091","25.653","10.076","18.344"
"Residential Advisors","0.087","102.19","17.699","17.32","26.913","26.337","57.577","56.343"
"New Accounts Clerks","0.044","51.47","44.517","86.491","0","0","6.953","13.509"
"Painters, Construction and Maintenance","0.055","64.81","14.266","22.012","29.4","45.364","21.144","32.624"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.048","56.27","43.177","76.732","0","0","13.093","23.268"
"Power Plant Operators","0.088","103.79","34.678","33.411","7.882","7.594","61.231","58.995"
"Computer and Information Systems Managers","0.056","65.6","0.881","1.344","41.254","62.888","23.464","35.769"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.074","86.98","27.503","31.619","14.479","16.646","44.999","51.735"
"Chemical Equipment Operators and Tenders","0.058","67.97","35.565","52.325","6.184","9.098","26.221","38.578"
"Food Batchmakers","0.051","60.54","39.108","64.599","2.455","4.055","18.977","31.346"
"Refuse and Recyclable Material Collectors","0.044","52.12","41.223","79.093","0","0","10.897","20.907"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.049","57.23","34.543","60.359","6.194","10.823","16.493","28.818"
"Demonstrators and Product Promoters","0.057","66.72","6.986","10.471","33.487","50.19","26.247","39.34"
"Helpers--Installation, Maintenance, and Repair Workers","0.072","84.35","32.928","39.038","6.721","7.968","44.7","52.994"
"Control and Valve Installers and Repairers, Except Mechanical Door","0.076","89.18","32.791","36.77","6.719","7.534","49.67","55.696"
"Pharmacy Aides","0.04","47.22","33.483","70.908","5.481","11.607","8.257","17.485"
"Information and Record Clerks, All Other","0.038","44.84","38.21","85.214","0.62","1.382","6.01","13.404"
"Sewing Machine Operators","0.041","47.8","38.651","80.86","0","0","9.149","19.14"
"Orderlies","0.053","63","35.327","56.074","3.143","4.989","24.53","38.937"
"Management Analysts","0.059","70.13","0","0","38.152","54.401","31.978","45.599"
"Pest Control Workers","0.047","55.93","17.407","31.123","20.477","36.612","18.046","32.265"
"Psychiatric Technicians","0.085","100.35","10.284","10.248","27.362","27.266","62.704","62.486"
"Meter Readers, Utilities","0.049","57.55","36.344","63.153","0.94","1.633","20.266","35.214"
"Hotel, Motel, and Resort Desk Clerks","0.04","47.4","35.991","75.931","0.229","0.483","11.18","23.586"
"Structural Metal Fabricators and Fitters","0.04","47.69","30.171","63.264","5.854","12.274","11.666","24.461"
"Compliance Officers","0.05","59","17.698","29.996","18.14","30.746","23.162","39.258"
"Animal Caretakers","0.068","80.32","11.279","14.043","22.855","28.455","46.186","57.503"
"Mail Clerks and Mail Machine Operators, Except Postal Service","0.033","39.43","32.104","81.42","1.553","3.938","5.773","14.642"
"Production Workers, All Other","0.035","41.55","33.381","80.34","0","0","8.169","19.66"
"Water and Wastewater Treatment Plant and System Operators","0.091","107.08","17.828","16.649","15.01","14.017","74.242","69.334"
"Magnetic Resonance Imaging Technologists","0.06","70.25","15.914","22.654","16.13","22.961","38.206","54.385"
"Mental Health and Substance Abuse Social Workers","0.063","74.22","0","0","32.015","43.135","42.205","56.865"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.036","41.89","30.698","73.283","1.108","2.644","10.084","24.073"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","0.037","43.06","12.014","27.901","19.755","45.877","11.291","26.222"
"Biological Technicians","0.057","67.66","19.195","28.369","12.442","18.389","36.023","53.241"
"Merchandise Displayers and Window Trimmers","0.043","50.31","2.576","5.121","28.589","56.826","19.144","38.053"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","0.073","86.48","5.433","6.282","25.646","29.655","55.401","64.063"
"General Internal Medicine Physicians","0.078","92.18","5.744","6.232","25.083","27.211","61.352","66.557"
"Nurse Anesthetists","0.081","95.76","14.718","15.369","15.785","16.484","65.257","68.147"
"Computer Numerically Controlled Tool Operators","0.038","44.4","29.98","67.522","0.325","0.733","14.095","31.746"
"Cabinetmakers and Bench Carpenters","0.032","37.54","22.436","59.766","6.809","18.138","8.295","22.096"
"Surgeons, Except Ophthalmologists","0.056","66.33","11.699","17.637","17.084","25.757","37.547","56.606"
"Printing Press Operators","0.032","38.2","26.508","69.393","1.855","4.855","9.837","25.752"
"Chefs and Head Cooks","0.076","90.15","10.478","11.622","17.864","19.816","61.809","68.562"
"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other","0.056","65.68","10.305","15.69","17.759","27.038","37.616","57.272"
"Office and Administrative Support Workers, All Other","0.03","35.12","20.477","58.307","7.489","21.323","7.154","20.37"
"Telemarketers","0.03","35.04","26.371","75.26","1.47","4.195","7.199","20.545"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.054","63.8","5.082","7.965","22.389","35.092","36.33","56.943"
"Automotive Body and Related Repairers","0.038","44.88","18.68","41.623","8.247","18.375","17.953","40.002"
"Insurance Underwriters","0.028","32.78","17.846","54.443","8.902","27.158","6.031","18.399"
"Farmworkers, Farm, Ranch, and Aquacultural Animals","0.034","40.05","15.872","39.629","10.865","27.127","13.314","33.243"
"Optometrists","0.054","64.12","7.643","11.919","19.091","29.774","37.386","58.307"
"Brokerage Clerks","0.027","31.96","22.346","69.919","3.776","11.813","5.838","18.267"
"Meat, Poultry, and Fish Cutters and Trimmers","0.027","31.7","21.819","68.83","4.076","12.857","5.805","18.313"
"Computer Network Support Specialists","0.027","31.89","12.34","38.696","13.307","41.729","6.242","19.575"
"Office Machine Operators, Except Computer","0.026","30.58","25.568","83.61","0","0","5.012","16.39"
"Computer Occupations, All Other","0.036","43.04","7.228","16.794","18.051","41.94","17.761","41.265"
"Slaughterers and Meat Packers","0.025","29.77","25.188","84.61","0","0","4.582","15.39"
"Electrical and Electronic Engineering Technologists and Technicians","0.057","67.16","6.439","9.587","18.199","27.098","42.522","63.315"
"Mixing and Blending Machine Setters, Operators, and Tenders","0.027","31.79","23.052","72.513","1.515","4.766","7.223","22.722"
"Clinical, Counseling, and School Psychologists","0.049","57.53","0.864","1.503","23.013","40.002","33.653","58.496"
"Massage Therapists","0.053","62.75","9.156","14.591","14.63","23.314","38.965","62.095"
"Lodging Managers","0.043","50.82","10.232","20.135","13.249","26.071","27.338","53.794"
"Dietitians and Nutritionists","0.065","76.7","1.346","1.755","21.985","28.664","53.369","69.581"
"Social and Community Service Managers","0.046","53.69","2.821","5.253","20.435","38.061","30.435","56.686"
"Glaziers","0.027","32.3","10.505","32.522","12.605","39.026","9.19","28.452"
"Procurement Clerks","0.023","27.34","16.605","60.737","6.392","23.379","4.343","15.884"
"Miscellaneous First-Line Supervisors, Protective Service Workers","0.035","41.07","2.026","4.934","19.928","48.523","19.115","46.544"
"Structural Iron and Steel Workers","0.027","32.26","11.952","37.05","9.424","29.213","10.884","33.737"
"Title Examiners, Abstractors, and Searchers","0.022","26.15","21.03","80.421","0.247","0.946","4.873","18.634"
"Paper Goods Machine Setters, Operators, and Tenders","0.023","27.27","21.015","77.064","0","0","6.255","22.936"
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","0.028","32.5","15.43","47.478","5.438","16.733","11.631","35.789"
"Marketing Managers","0.04","47.41","3.032","6.396","17.765","37.472","26.612","56.132"
"Occupational Health and Safety Specialists","0.068","80.59","0.665","0.825","20.1","24.941","59.826","74.234"
"Radiation Therapists","0.039","45.48","14.768","32.472","5.734","12.608","24.978","54.92"
"Machine Feeders and Offbearers","0.022","26.47","18.67","70.534","1.69","6.384","6.11","23.082"
"Credit Analysts","0.021","25.06","7.593","30.301","12.414","49.537","5.053","20.163"
"Correctional Officers and Jailers","0.029","34.66","11.702","33.761","8.145","23.499","14.814","42.74"
"Broadcast Technicians","0.024","28.1","13.933","49.585","5.847","20.809","8.319","29.605"
"Credit Authorizers, Checkers, and Clerks","0.019","22.11","19.76","89.373","0","0","2.35","10.627"
"Parking Attendants","0.023","27.11","18.022","66.476","1.632","6.018","7.457","27.506"
"Concierges","0.026","30.51","13.819","45.294","5.685","18.633","11.006","36.073"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","0.022","25.62","18.5","72.209","0.894","3.488","6.226","24.303"
"Health Education Specialists","0.035","40.89","3.953","9.668","15.221","37.224","21.716","53.107"
"Tree Trimmers and Pruners","0.023","26.6","12.449","46.799","6.478","24.352","7.674","28.849"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","0.022","26.21","18.39","70.163","0.491","1.873","7.329","27.964"
"Clergy","0.045","52.67","0","0","18.64","35.391","34.03","64.609"
"Anesthesiologists","0.047","55.06","3.21","5.83","15.176","27.562","36.674","66.608"
"Sales Engineers","0.023","27.04","4.348","16.079","13.99","51.738","8.702","32.183"
"Construction Managers","0.047","55.08","2.984","5.418","15.324","27.822","36.772","66.761"
"Chiropractors","0.045","52.66","6.086","11.558","11.937","22.668","34.637","65.774"
"Industrial Production Managers","0.032","37.74","6.641","17.597","10.85","28.75","20.249","53.653"
"Education and Childcare Administrators, Preschool and Daycare","0.037","43.86","4.853","11.065","12.605","28.739","26.402","60.196"
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","0.026","30.39","15.936","52.439","0.869","2.86","13.585","44.701"
"Information Security Analysts","0.02","23.58","5.136","21.779","11.635","49.344","6.809","28.877"
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","0.037","43.2","9.549","22.104","7.198","16.661","26.453","61.235"
"Sheet Metal Workers","0.028","32.48","11.617","35.768","5.123","15.771","15.74","48.461"
"Ophthalmic Laboratory Technicians","0.018","21.63","16.722","77.309","0","0","4.908","22.691"
"Drywall and Ceiling Tile Installers","0.022","25.62","14.918","58.229","1.728","6.744","8.974","35.027"
"Baggage Porters and Bellhops","0.02","23.66","6.789","28.694","9.461","39.988","7.41","31.318"
"Educational, Guidance, and Career Counselors and Advisors","0.026","30.61","2.188","7.149","13.688","44.716","14.734","48.135"
"Food Processing Workers, All Other","0.015","18.24","15.206","83.368","0","0","3.034","16.632"
"Pediatricians, General","0.04","47.66","0","0","15.142","31.772","32.518","68.228"
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.016","19.39","13.87","71.532","1.151","5.935","4.369","22.532"
"Roofers","0.023","27.09","2.675","9.875","12.308","45.435","12.106","44.69"
"Human Resources Managers","0.025","29.48","1.575","5.341","13.095","44.422","14.81","50.238"
"Dietetic Technicians","0.041","47.93","0.726","1.515","13.893","28.987","33.311","69.498"
"Medical Equipment Repairers","0.022","26.07","6.333","24.292","8.253","31.658","11.484","44.05"
"Surveying and Mapping Technicians","0.027","31.76","8.536","26.876","5.985","18.845","17.239","54.28"
"Power Distributors and Dispatchers","0.025","29.74","13.614","45.775","0.777","2.611","15.35","51.614"
"Sawing Machine Setters, Operators, and Tenders, Wood","0.015","18.18","13.281","73.054","0.863","4.749","4.035","22.197"
"Self-Enrichment Teachers","0.017","20.49","1.224","5.974","12.912","63.015","6.354","31.011"
"Rehabilitation Counselors","0.026","30.41","2.949","9.697","11.156","36.684","16.305","53.618"
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","0.016","18.58","13.033","70.147","0.937","5.045","4.609","24.808"
"Chemical Plant and System Operators","0.02","23.58","13.313","56.458","0.569","2.414","9.698","41.129"
"Police and Sheriff's Patrol Officers","0.021","24.56","7.75","31.554","6.092","24.804","10.718","43.642"
