"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"Home Health and Personal Care Aides","1.799","64470.52","6948.275","10.777","10908.844","16.921","46613.4","72.302"
"Light Truck Drivers","0.647","23183.11","12497.932","53.91","5349.847","23.076","5335.332","23.014"
"Shipping, Receiving, and Inventory Clerks","0.598","21434.33","15888.358","74.126","1495.091","6.975","4050.881","18.899"
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","0.728","26091.11","8920.468","34.19","8393.385","32.17","8777.258","33.641"
"Medical Secretaries and Administrative Assistants","0.583","20911.1","16847.455","80.567","432.118","2.066","3631.527","17.367"
"Industrial Truck and Tractor Operators","0.671","24051.73","12261.23","50.979","4743.214","19.721","7047.285","29.301"
"Software Developers and Software Quality Assurance Analysts and Testers","0.981","35171.74","975.513","2.774","15849.667","45.064","18346.56","52.163"
"Receptionists and Information Clerks","0.576","20632.66","15153.148","73.443","1560.718","7.564","3918.794","18.993"
"Miscellaneous Assemblers and Fabricators","0.754","27012.69","13986.2","51.776","2466.689","9.132","10559.801","39.092"
"Elementary School Teachers, Except Special Education","0.903","32349.73","761.649","2.354","15280.129","47.234","16307.953","50.411"
"First-Line Supervisors of Office and Administrative Support Workers","0.786","28184","4388.779","15.572","11618.221","41.223","12177","43.205"
"Maids and Housekeeping Cleaners","0.59","21150.85","7542.882","35.662","7500.815","35.463","6107.153","28.874"
"Food Preparation Workers","0.486","17426.18","14190.339","81.431","0","0","3235.841","18.569"
"Secondary School Teachers, Except Special and Career/Technical Education","0.733","26291.36","1351.222","5.139","12826.173","48.785","12113.966","46.076"
"Welders, Cutters, Solderers, and Brazers","0.536","19198.48","12645.388","65.867","1257.012","6.547","5296.08","27.586"
"Security Guards","0.783","28061.91","6345.644","22.613","7143.175","25.455","14573.091","51.932"
"Teaching Assistants, Except Postsecondary","0.676","24230.07","5417.878","22.36","7927.395","32.717","10884.798","44.923"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.489","17528.79","12840.033","73.251","0","0","4688.757","26.749"
"Inspectors, Testers, Sorters, Samplers, and Weighers","0.511","18329.29","12386.668","67.579","49.715","0.271","5892.907","32.15"
"First-Line Supervisors of Food Preparation and Serving Workers","0.72","25798.69","7202.635","27.919","5189.131","20.114","13406.925","51.967"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.988","35395.85","1952.983","5.518","10374.422","29.31","23068.445","65.173"
"Human Resources Specialists","0.456","16336.22","4375.578","26.785","7846.122","48.029","4114.52","25.186"
"Landscaping and Groundskeeping Workers","0.468","16771.21","4547.16","27.113","7387.722","44.05","4836.328","28.837"
"Substitute Teachers, Short-Term","0.55","19710.18","2859.676","14.509","8914.7","45.229","7935.803","40.262"
"Computer User Support Specialists","0.549","19694.31","6211.57","31.54","4794.173","24.343","8688.567","44.117"
"Electricians","0.837","30000.79","3598.186","11.994","7133.909","23.779","19268.694","64.227"
"Billing and Posting Clerks","0.327","11731.28","9619.004","81.994","636.844","5.429","1475.432","12.577"
"Counter and Rental Clerks","0.394","14117.78","9822.586","69.576","318.35","2.255","3976.844","28.169"
"Dining Room and Cafeteria Attendants and Bartender Helpers","0.349","12525.31","8690.193","69.381","1292.81","10.322","2542.307","20.297"
"Plumbers, Pipefitters, and Steamfitters","0.572","20505.65","2680.034","13.07","7236.345","35.29","10589.271","51.641"
"Operating Engineers and Other Construction Equipment Operators","0.523","18756.45","5433.089","28.967","4436.168","23.651","8887.193","47.382"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.325","11659.74","2502.377","21.462","7112.091","60.997","2045.272","17.541"
"Buyers and Purchasing Agents","0.357","12793.78","5178.155","40.474","4329.568","33.841","3286.057","25.685"
"Roustabouts, Oil and Gas","0.369","13218.66","7718.405","58.39","1609.669","12.177","3890.586","29.433"
"Network and Computer Systems Administrators","0.32","11468.5","1713.231","14.939","7549.941","65.832","2205.329","19.229"
"Cleaners of Vehicles and Equipment","0.412","14771.37","7135.651","48.307","2039.776","13.809","5595.943","37.884"
"Driver/Sales Workers","0.309","11081.63","6260.467","56.494","2708.473","24.441","2112.689","19.065"
"Bartenders","0.34","12201.29","7974.802","65.36","986.524","8.085","3239.964","26.554"
"Industrial Machinery Mechanics","0.489","17535.4","7759.614","44.251","1083.118","6.177","8692.668","49.572"
"Financial Managers","0.396","14184.85","4923.532","34.71","3843.848","27.098","5417.47","38.192"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.435","15602.08","3702.424","23.73","4743.007","30.4","7156.649","45.87"
"Production, Planning, and Expediting Clerks","0.32","11475.22","7890.223","68.759","523.117","4.559","3061.88","26.683"
"Helpers--Production Workers","0.304","10900.66","8030.849","73.673","293.165","2.689","2576.646","23.638"
"Licensed Practical and Licensed Vocational Nurses","0.525","18835.61","3549.599","18.845","4700.099","24.953","10585.913","56.202"
"Cooks, Fast Food","0.297","10647.09","7524.981","70.676","582.225","5.468","2539.884","23.855"
"Market Research Analysts and Marketing Specialists","0.324","11627.72","0","0","8089.887","69.574","3537.833","30.426"
"Computer Systems Analysts","0.527","18876.98","1386.159","7.343","6638.241","35.166","10852.58","57.491"
"Medical Assistants","0.399","14292.2","4888.169","34.202","3131.196","21.908","6272.835","43.89"
"Packers and Packagers, Hand","0.262","9401.06","7855.743","83.562","0","0","1545.317","16.438"
"Machinists","0.34","12187.89","6426.28","52.727","1414.159","11.603","4347.451","35.67"
"Pharmacy Technicians","0.276","9897.97","7819.817","79.004","0","0","2078.153","20.996"
"Automotive Service Technicians and Mechanics","0.459","16461.25","4727.241","28.717","3039.082","18.462","8694.927","52.821"
"First-Line Supervisors of Production and Operating Workers","0.463","16582.75","2907.623","17.534","4749.072","28.639","8926.055","53.827"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.388","13912.9","4959.796","35.649","2250.82","16.178","6702.284","48.173"
"Dishwashers","0.267","9587.93","7161.177","74.69","0","0","2426.753","25.31"
"Management Analysts","0.341","12225.65","0","0","6763.525","55.322","5462.125","44.678"
"Carpenters","0.302","10813.09","4360.296","40.324","2137.84","19.771","4314.954","39.905"
"Cement Masons and Concrete Finishers","0.293","10494.2","5996.076","57.137","379.821","3.619","4118.303","39.244"
"Painters, Construction and Maintenance","0.26","9327.46","2074.988","22.246","4273.593","45.817","2978.879","31.937"
"Executive Secretaries and Executive Administrative Assistants","0.24","8593.43","5393.799","62.767","938.412","10.92","2261.219","26.313"
"Childcare Workers","0.35","12550.34","1702.374","13.564","4626.968","36.867","6220.998","49.568"
"Hairdressers, Hairstylists, and Cosmetologists","0.395","14166.7","1203.92","8.498","4824.294","34.054","8138.486","57.448"
"Parts Salespersons","0.209","7475","5357.935","71.678","628.023","8.402","1489.042","19.92"
"Lawyers","0.376","13476.07","0","0","5982.898","44.396","7493.172","55.604"
"Nursing Assistants","0.478","17126.83","3445.565","20.118","2422.668","14.145","11258.596","65.737"
"Dispatchers, Except Police, Fire, and Ambulance","0.22","7893.36","5510.321","69.81","118.686","1.504","2264.353","28.687"
"Packaging and Filling Machine Operators and Tenders","0.203","7258.56","5585.827","76.955","0","0","1672.733","23.045"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.254","9095.72","4707.892","51.759","792.479","8.713","3595.349","39.528"
"Service Unit Operators, Oil and Gas","0.296","10600.88","3428.741","32.344","1986.711","18.741","5185.428","48.915"
"Tellers","0.165","5908.66","4961.731","83.974","436.847","7.393","510.082","8.633"
"Computer and Information Systems Managers","0.233","8349.94","112.407","1.346","5276.12","63.188","2961.412","35.466"
"Securities, Commodities, and Financial Services Sales Agents","0.204","7315.65","2294.847","31.369","2982.938","40.775","2037.865","27.856"
"Petroleum Engineers","0.291","10447.07","2066.888","19.784","3148.893","30.141","5231.289","50.074"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.186","6654.61","4733.85","71.136","478.944","7.197","1441.816","21.666"
"Paralegals and Legal Assistants","0.221","7918.98","4148.92","52.392","1034.454","13.063","2735.606","34.545"
"Construction Managers","0.42","15045.08","820.691","5.455","4274.359","28.41","9950.03","66.135"
"Cost Estimators","0.21","7530.8","3090.941","41.044","1805.256","23.972","2634.602","34.984"
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","0.194","6949.82","2571.75","37.005","2238.239","32.206","2139.831","30.79"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.21","7529.28","3017.386","40.075","1608.723","21.366","2903.171","38.558"
"Exercise Trainers and Group Fitness Instructors","0.237","8510","89.814","1.055","4440.697","52.182","3979.488","46.762"
"Administrative Services and Facilities Managers","0.225","8063.49","1245.456","15.446","3275.458","40.621","3542.576","43.934"
"Hotel, Motel, and Resort Desk Clerks","0.163","5832.51","4421.598","75.81","28.158","0.483","1382.753","23.708"
"Sales Managers","0.282","10118.48","475.899","4.703","3909.804","38.64","5732.776","56.656"
"Bill and Account Collectors","0.159","5682.55","3737.679","65.775","604.959","10.646","1339.912","23.579"
"Computer Occupations, All Other","0.2","7154.08","1210.207","16.916","3097.135","43.292","2846.738","39.792"
"Public Relations Specialists","0.216","7737.02","1253.358","16.199","3037.341","39.257","3446.322","44.543"
"Training and Development Specialists","0.224","8031.45","474.788","5.912","3802.193","47.341","3754.469","46.747"
"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","0.229","8217.2","2826.572","34.398","1374.79","16.731","4015.838","48.871"
"Amusement and Recreation Attendants","0.182","6538.73","3768.301","57.63","398.968","6.102","2371.46","36.268"
"Telecommunications Equipment Installers and Repairers, Except Line Installers","0.193","6922.96","1295.181","18.708","2648.809","38.261","2978.97","43.03"
"Civil Engineers","0.254","9094.75","1024.713","11.267","2903.401","31.924","5166.636","56.809"
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","0.32","11487.07","709.787","6.179","3213.557","27.975","7563.726","65.846"
"Cooks, Institution and Cafeteria","0.202","7255.62","2962.616","40.832","933.951","12.872","3359.054","46.296"
"Insurance Sales Agents","0.163","5859.14","1829.324","31.222","1982.407","33.834","2047.409","34.944"
"Data Entry Keyers","0.116","4154.26","3750.915","90.291","0","0","403.345","9.709"
"Insurance Claims and Policy Processing Clerks","0.129","4608.62","3209.305","69.637","456.014","9.895","943.301","20.468"
"Computer Programmers","0.193","6921.81","218.725","3.16","3444.294","49.76","3258.791","47.08"
"Industrial Engineers","0.201","7203.06","1116.565","15.501","2526.32","35.073","3560.175","49.426"
"Mechanical Engineers","0.236","8442.93","376.462","4.459","3266.181","38.685","4800.287","56.856"
"Clinical Laboratory Technologists and Technicians","0.2","7155.26","2568.101","35.891","1070.795","14.965","3516.365","49.144"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.134","4794.04","3606.879","75.237","0","0","1187.161","24.763"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.258","9251.56","2375.791","25.68","1218.194","13.167","5657.575","61.153"
"Computer Network Support Specialists","0.123","4392.84","1713.295","39.002","1849.701","42.107","829.844","18.891"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.13","4649.99","3380.88","72.707","165.946","3.569","1103.164","23.724"
"Installation, Maintenance, and Repair Workers, All Other","0.119","4280.4","3499.652","81.76","0","0","780.748","18.24"
"Pharmacists","0.153","5498.92","2346.845","42.678","1042.948","18.966","2109.126","38.355"
"Merchandise Displayers and Window Trimmers","0.152","5462.28","279.729","5.121","3104.005","56.826","2078.546","38.053"
"Laundry and Dry-Cleaning Workers","0.126","4512.05","2988.111","66.225","374.474","8.299","1149.465","25.475"
"Tire Repairers and Changers","0.136","4862.39","3187.44","65.553","111.402","2.291","1563.548","32.156"
"Automotive and Watercraft Service Attendants","0.138","4963.05","2620.323","52.797","656.857","13.235","1685.87","33.968"
"Educational, Guidance, and Career Counselors and Advisors","0.175","6285.12","449.513","7.152","2814.28","44.777","3021.327","48.071"
"Tutors and Teachers and Instructors, All Other","0.133","4778.27","286.817","6.003","2940.198","61.533","1551.256","32.465"
"Compliance Officers","0.145","5194.3","1586.534","30.544","1638.23","31.539","1969.536","37.917"
"Structural Metal Fabricators and Fitters","0.12","4296.21","2697.601","62.79","521.452","12.137","1077.158","25.072"
"Food Servers, Nonrestaurant","0.125","4489.99","2755.166","61.362","406.657","9.057","1328.167","29.581"
"Payroll and Timekeeping Clerks","0.098","3519.66","2512.481","71.384","619.459","17.6","387.721","11.016"
"Telecommunications Line Installers and Repairers","0.147","5278.48","728.012","13.792","2398.404","45.437","2152.064","40.771"
"Butchers and Meat Cutters","0.115","4131.81","2970.833","71.901","152.194","3.683","1008.783","24.415"
"Cooks, Short Order","0.113","4049.47","3001.251","74.115","55.902","1.38","992.317","24.505"
"Mobile Heavy Equipment Mechanics, Except Engines","0.198","7083.25","2203.853","31.114","820.016","11.577","4059.381","57.31"
"Loan Officers","0.115","4112.06","1132.458","27.54","1854.431","45.097","1125.171","27.363"
"Structural Iron and Steel Workers","0.124","4449.34","1663.217","37.381","1314.002","29.533","1472.121","33.086"
"Architectural and Civil Drafters","0.14","5026.97","246.385","4.901","2675.711","53.227","2104.874","41.872"
"Cabinetmakers and Bench Carpenters","0.105","3762.99","2241.778","59.574","677.775","18.012","843.437","22.414"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.188","6745.74","533.796","7.913","2348.552","34.815","3863.393","57.272"
"Electrical Engineers","0.174","6230.75","380.845","6.112","2461.775","39.51","3388.131","54.378"
"Bakers","0.1","3576.1","2818.373","78.811","18.294","0.512","739.434","20.677"
"Cargo and Freight Agents","0.101","3619.93","2779.864","76.793","19.314","0.534","820.752","22.673"
"Order Clerks","0.099","3562.63","2511.679","70.501","243.956","6.848","806.995","22.652"
"Education Administrators, Kindergarten through Secondary","0.172","6176.39","109.12","1.767","2629.365","42.571","3437.905","55.662"
"Dental Assistants","0.191","6859.32","1599.6","23.32","1128.041","16.445","4131.679","60.235"
"Claims Adjusters, Examiners, and Investigators","0.099","3551.77","675.838","19.028","2047.944","57.66","827.988","23.312"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.106","3815.81","2298.54","60.237","411.853","10.793","1105.417","28.969"
"Production Workers, All Other","0.093","3335.19","2672.732","80.137","0","0","662.458","19.863"
"Preschool Teachers, Except Special Education","0.269","9628.84","440.621","4.576","2219.271","23.048","6968.948","72.376"
"Chemical Equipment Operators and Tenders","0.12","4318.41","2259.6","52.325","392.873","9.098","1665.936","38.578"
"Real Estate Sales Agents","0.145","5183.45","515.717","9.949","2133.158","41.153","2534.575","48.897"
"Legal Secretaries and Administrative Assistants","0.096","3440.86","2510.472","72.961","127.386","3.702","803.001","23.337"
"Animal Caretakers","0.194","6936.58","863.136","12.443","1757.84","25.342","4315.604","62.215"
"Property, Real Estate, and Community Association Managers","0.175","6260.89","1178.989","18.831","1439.333","22.989","3642.568","58.18"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","0.143","5119.25","1737.957","33.949","871.751","17.029","2509.542","49.022"
"First-Line Supervisors of Non-Retail Sales Workers","0.166","5953.13","281.025","4.721","2309.635","38.797","3362.47","56.482"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.177","6359.16","730.747","11.491","1855.895","29.185","3772.517","59.324"
"Parking Attendants","0.108","3864.59","2376.886","61.504","204.168","5.283","1283.537","33.213"
"Computer, Automated Teller, and Office Machine Repairers","0.108","3856.26","2134.02","55.339","429.652","11.142","1292.589","33.519"
"Health Specialties Teachers, Postsecondary","0.124","4443.17","248.13","5.585","2302.422","51.819","1892.619","42.596"
"Helpers--Electricians","0.131","4707.66","1232.4","26.179","1300.159","27.618","2175.101","46.203"
"Sales and Related Workers, All Other","0.094","3367.04","2495.393","74.112","25.675","0.763","845.971","25.125"
"Instructional Coordinators","0.119","4254.23","0","0","2495.961","58.67","1758.269","41.33"
"Graphic Designers","0.121","4327.25","0","0","2494.574","57.648","1832.676","42.352"
"Loan Interviewers and Clerks","0.087","3102.1","2482.423","80.024","0","0","619.677","19.976"
"Industrial Production Managers","0.147","5274.51","925.487","17.546","1511.144","28.65","2837.88","53.804"
"Surveying and Mapping Technicians","0.108","3860.96","1512.279","39.168","898.615","23.274","1450.065","37.557"
"Veterinary Technologists and Technicians","0.148","5296.4","1517.008","28.642","877.475","16.567","2901.918","54.79"
"Ushers, Lobby Attendants, and Ticket Takers","0.099","3558.35","2272.373","63.86","107.846","3.031","1178.131","33.109"
"Information Security Analysts","0.091","3258.6","714.528","21.927","1632.045","50.084","912.027","27.988"
"Telemarketers","0.082","2944.2","2215.816","75.26","123.507","4.195","604.878","20.545"
"Sewing Machine Operators","0.08","2881.28","2333.748","80.997","0","0","547.532","19.003"
"Helpers--Installation, Maintenance, and Repair Workers","0.164","5875.01","1902.064","32.375","429.806","7.316","3543.141","60.309"
"Marketing Managers","0.149","5340.44","340.696","6.38","1987.096","37.208","3012.648","56.412"
"Sheet Metal Workers","0.124","4455.99","1603.5","35.985","714.361","16.031","2138.129","47.983"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.127","4562.94","220.651","4.836","2096.299","45.942","2245.989","49.222"
"Printing Press Operators","0.087","3122.78","2162.834","69.26","151.538","4.853","808.407","25.887"
"Logisticians","0.154","5533.03","355.656","6.428","1953.467","35.306","3223.908","58.267"
"Sales Engineers","0.094","3372.7","541.563","16.057","1741.676","51.64","1089.46","32.302"
"Medical and Health Services Managers","0.261","9356.58","0","0","2229.104","23.824","7127.476","76.176"
"Information and Record Clerks, All Other","0.072","2598.37","2179.894","83.895","28.703","1.105","389.773","15.001"
"Interviewers, Except Eligibility and Loan","0.084","3006.28","1895.32","63.045","310.971","10.344","799.988","26.611"
"Drywall and Ceiling Tile Installers","0.094","3361.55","1953.825","58.123","225.78","6.717","1181.945","35.161"
"Computer Numerically Controlled Tool Operators","0.089","3175.1","2143.08","67.496","23.255","0.732","1008.765","31.771"
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","0.102","3641.13","1935.253","53.15","220.391","6.053","1485.486","40.797"
"Electrical and Electronic Engineering Technologists and Technicians","0.12","4307.54","516.841","11.999","1634.408","37.943","2156.291","50.059"
"Food Batchmakers","0.086","3083.94","2012.186","65.247","133.632","4.333","938.122","30.42"
"Rotary Drill Operators, Oil and Gas","0.106","3815.97","1694.342","44.401","434.557","11.388","1687.071","44.211"
"File Clerks","0.069","2484.57","2097.166","84.408","31.515","1.268","355.89","14.324"
"Electrical Power-Line Installers and Repairers","0.139","4988.64","490.202","9.826","1633.046","32.735","2865.392","57.438"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.078","2778.09","2035.861","73.283","73.46","2.644","668.768","24.073"
"Recreation Workers","0.16","5746.39","429.611","7.476","1644.371","28.616","3672.408","63.908"
"Coaches and Scouts","0.104","3741.79","308.683","8.25","1731.865","46.284","1701.243","45.466"
"Self-Enrichment Teachers","0.083","2970","176.153","5.931","1859.446","62.608","934.401","31.461"
"Geological and Hydrologic Technicians","0.085","3064.28","1931.017","63.017","93.664","3.057","1039.599","33.926"
"Computer Network Architects","0.11","3930.43","260.573","6.63","1747.404","44.458","1922.453","48.912"
"Derrick Operators, Oil and Gas","0.082","2934.12","1566.867","53.402","436.389","14.873","930.864","31.726"
"Architectural and Engineering Managers","0.16","5726.76","0","0","2003.077","34.977","3723.683","65.023"
"Roofers","0.1","3588.54","354.239","9.871","1629.127","45.398","1605.174","44.731"
"Human Resources Assistants, Except Payroll and Timekeeping","0.073","2608.41","1008.301","38.656","943.541","36.173","656.568","25.171"
"Personal Financial Advisors","0.067","2388.25","1337.493","56.003","612.662","25.653","438.095","18.344"
"Emergency Medical Technicians and Paramedics","0.128","4575.06","548.677","11.993","1390.479","30.393","2635.904","57.615"
"Electronics Engineers, Except Computer","0.102","3641.66","381.5","10.476","1549.715","42.555","1710.445","46.969"
"Geoscientists, Except Hydrologists and Geographers","0.106","3814.18","905.325","23.736","1020.499","26.755","1888.356","49.509"
"Social and Human Service Assistants","0.099","3558.42","771.584","21.683","1152.692","32.393","1634.144","45.923"
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","0.098","3507.59","1820.47","51.901","92.016","2.623","1595.104","45.476"
"Helpers--Extraction Workers","0.086","3081.94","1699.666","55.149","196.163","6.365","1186.111","38.486"
"Web Developers and Digital Interface Designers","0.078","2782.38","463.129","16.645","1419.867","51.031","899.384","32.324"
"Control and Valve Installers and Repairers, Except Mechanical Door","0.103","3692.57","1548.646","41.94","328.895","8.907","1815.03","49.154"
"Architects, Except Landscape and Naval","0.098","3514.3","232.437","6.614","1638.426","46.622","1643.437","46.764"
"Automotive Body and Related Repairers","0.098","3527.8","1300.593","36.867","532.816","15.103","1694.391","48.03"
"Excavating and Loading Machine and Dragline Operators, Surface Mining","0.096","3453.12","824.649","23.881","1008.105","29.194","1620.366","46.925"
"Speech-Language Pathologists","0.115","4124.72","0","0","1830.591","44.381","2294.129","55.619"
"Security and Fire Alarm Systems Installers","0.11","3936.77","675.324","17.154","1113.644","28.288","2147.802","54.557"
"Radiologic Technologists and Technicians","0.124","4452.01","737.302","16.561","1036.854","23.29","2677.854","60.149"
"Food Service Managers","0.102","3659.09","1025.175","28.017","743.917","20.331","1889.998","51.652"
"Mixing and Blending Machine Setters, Operators, and Tenders","0.064","2303.25","1657.15","71.948","108.146","4.695","537.954","23.356"
"Nurse Practitioners","0.106","3812.58","744.682","19.532","1005.043","26.361","2062.855","54.107"
"Chemical Technicians","0.079","2818.58","1466.144","52.017","277.371","9.841","1075.065","38.142"
"Transportation, Storage, and Distribution Managers","0.125","4475.42","346.99","7.753","1378.519","30.802","2749.91","61.445"
"Aircraft Mechanics and Service Technicians","0.11","3948.95","939.292","23.786","756.192","19.149","2253.466","57.065"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.084","2994.44","504.207","16.838","1173.416","39.186","1316.817","43.975"
"Pressers, Textile, Garment, and Related Materials","0.056","2004.28","1655.275","82.587","0","0","349.005","17.413"
"Occupational Health and Safety Specialists","0.141","5071.74","50.687","0.999","1598.453","31.517","3422.599","67.484"
"Physical Therapists","0.126","4526.75","403.534","8.914","1244.465","27.491","2878.75","63.594"
"Tax Preparers","0.053","1896.24","1353.241","71.364","290.084","15.298","252.915","13.338"
"Database Administrators and Architects","0.093","3343.41","854.126","25.547","781.693","23.38","1707.591","51.073"
"Operations Research Analysts","0.075","2705.87","621.754","22.978","994.94","36.77","1089.177","40.252"
"Career/Technical Education Teachers, Secondary School","0.082","2943.34","130.312","4.427","1465.37","49.786","1347.658","45.787"
"Human Resources Managers","0.089","3179.08","170.102","5.351","1419.595","44.654","1589.383","49.995"
"Teaching Assistants, Postsecondary","0.065","2329.64","401.498","17.234","1175.363","50.453","752.779","32.313"
"Glaziers","0.067","2386.98","732.517","30.688","839.085","35.153","815.377","34.159"
"Pest Control Workers","0.065","2322.95","721.733","31.07","848.191","36.514","753.026","32.417"
"Title Examiners, Abstractors, and Searchers","0.054","1923.39","1545.665","80.362","18.208","0.947","359.517","18.692"
"Slaughterers and Meat Packers","0.05","1776.87","1503.412","84.61","0","0","273.458","15.39"
"Insulation Workers, Floor, Ceiling, and Wall","0.059","2132.24","1458.699","68.412","29.516","1.384","644.025","30.204"
"Couriers and Messengers","0.052","1856.22","1467.861","79.078","0","0","388.359","20.922"
"Career/Technical Education Teachers, Postsecondary","0.069","2468.84","85.904","3.48","1375.494","55.714","1007.442","40.806"
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","0.088","3169.27","474.125","14.96","944.964","29.816","1750.182","55.223"
"Paper Goods Machine Setters, Operators, and Tenders","0.051","1822.22","1404.269","77.064","0","0","417.951","22.936"
"Meat, Poultry, and Fish Cutters and Trimmers","0.048","1713.96","1181.409","68.929","220.48","12.864","312.07","18.208"
"Purchasing Managers","0.061","2173.29","963.881","44.351","437.107","20.113","772.302","35.536"
"Reinforcing Iron and Rebar Workers","0.051","1833.06","1078.914","58.859","312.755","17.062","441.39","24.079"
"Maintenance Workers, Machinery","0.075","2702.27","1235.981","45.739","144.645","5.353","1321.644","48.909"
"Engineers, All Other","0.096","3440.61","59.828","1.739","1320.318","38.375","2060.465","59.887"
"Respiratory Therapists","0.101","3613.4","262.024","7.251","1113.404","30.813","2237.972","61.935"
"Dental Hygienists","0.114","4082.95","810.877","19.86","525.491","12.87","2746.582","67.27"
"Bus Drivers, Transit and Intercity","0.051","1818.4","1328.921","73.082","4.581","0.252","484.898","26.666"
"Refuse and Recyclable Material Collectors","0.047","1679.48","1327.505","79.043","0","0","351.975","20.957"
"Child, Family, and School Social Workers","0.074","2667.74","288.984","10.833","1026.614","38.483","1352.142","50.685"
"Compensation, Benefits, and Job Analysis Specialists","0.05","1801.33","225.732","12.531","1086.778","60.332","488.82","27.137"
"Industrial Engineering Technologists and Technicians","0.061","2186.43","441.735","20.203","858.571","39.268","886.125","40.528"
"Surveyors","0.052","1851.04","884.31","47.774","405.725","21.919","561.004","30.308"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","0.047","1684.22","1216.153","72.209","58.751","3.488","409.316","24.303"
