"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.181","115.2","5.566","4.832","52.769","45.806","56.865","49.362"
"First-Line Supervisors of Mechanics, Installers, and Repairers","0.151","96.06","25.075","26.103","33.221","34.584","37.764","39.313"
"Radiologic Technologists and Technicians","0.232","147.18","24.211","16.45","33.862","23.007","89.107","60.543"
"Sales and Related Workers, All Other","0.119","75.42","56.409","74.793","0.576","0.764","18.435","24.443"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.143","90.7","36.618","40.373","19.503","21.503","34.579","38.124"
"Social and Human Service Assistants","0.163","103.84","22.492","21.66","33.613","32.37","47.735","45.97"
"Nurse Practitioners","0.192","122.2","23.839","19.509","32.09","26.261","66.27","54.231"
"Physical Therapist Assistants","0.242","153.5","6.307","4.109","48.372","31.513","98.821","64.379"
"Accountants and Auditors","0.11","70.18","26.213","37.352","28.24","40.24","15.726","22.408"
"Construction Laborers","0.117","74.61","27.391","36.713","26.294","35.242","20.924","28.045"
"Human Resources Assistants, Except Payroll and Timekeeping","0.111","70.82","27.635","39.022","26.034","36.761","17.151","24.217"
"Administrative Services and Facilities Managers","0.149","94.78","14.731","15.542","38.694","40.825","41.355","43.633"
"Physical Therapists","0.23","146.32","12.982","8.872","40.039","27.364","93.3","63.764"
"Human Resources Specialists","0.113","71.55","18.936","26.466","33.825","47.275","18.789","26.26"
"Cabinetmakers and Bench Carpenters","0.105","66.55","40.154","60.336","12.321","18.515","14.075","21.149"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.108","68.41","49.881","72.915","2.448","3.578","16.081","23.507"
"Structural Metal Fabricators and Fitters","0.106","67.33","43.273","64.27","8.46","12.565","15.597","23.166"
"Food Service Managers","0.165","104.52","29.184","27.922","21.027","20.117","54.31","51.961"
"Insurance Claims and Policy Processing Clerks","0.1","63.47","43.887","69.146","6.207","9.78","13.376","21.074"
"Tire Repairers and Changers","0.113","71.82","47.467","66.091","1.683","2.344","22.67","31.565"
"Bakers","0.097","61.57","48.446","78.685","0.315","0.511","12.809","20.804"
"Switchboard Operators, Including Answering Service","0.093","59.25","48.212","81.371","0","0","11.038","18.629"
"Butchers and Meat Cutters","0.099","63.01","45.289","71.876","2.319","3.681","15.401","24.443"
"Respiratory Therapists","0.182","115.61","8.373","7.242","35.503","30.709","71.734","62.048"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.124","78.71","13.197","16.767","30.628","38.913","34.884","44.32"
"Speech-Language Pathologists","0.153","97.45","0","0","43.169","44.298","54.281","55.702"
"Recreation Workers","0.186","118.47","8.868","7.486","34.01","28.708","75.591","63.806"
"Chemical Equipment Operators and Tenders","0.11","69.63","36.434","52.325","6.335","9.098","26.862","38.578"
"Order Clerks","0.085","53.98","38.271","70.899","3.733","6.916","11.976","22.185"
"Interviewers, Except Eligibility and Loan","0.089","56.81","35.593","62.652","5.752","10.125","15.465","27.222"
"Dental Hygienists","0.204","129.63","25.118","19.376","16.119","12.435","88.393","68.189"
"Physical Therapist Aides","0.139","88.48","11.074","12.516","30.009","33.916","47.398","53.569"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.082","52.38","40.21","76.765","0","0","12.17","23.235"
"Healthcare Support Workers, All Other","0.143","90.9","16.545","18.202","22.923","25.217","51.432","56.581"
"Hairdressers, Hairstylists, and Cosmetologists","0.125","79.58","7.06","8.871","31.807","39.969","40.713","51.16"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.085","53.81","32.507","60.41","5.831","10.836","15.472","28.753"
"Software Developers and Software Quality Assurance Analysts and Testers","0.127","80.48","2.227","2.767","35.766","44.44","42.487","52.792"
"Medical Equipment Preparers","0.095","60.06","32.798","54.608","5.064","8.432","22.198","36.96"
"Financial Managers","0.095","60.37","21.161","35.052","16.555","27.423","22.654","37.525"
"Teaching Assistants, Except Postsecondary","0.106","67.1","15.004","22.36","21.953","32.717","30.143","44.923"
"Opticians, Dispensing","0.096","61.3","26.955","43.973","9.78","15.954","24.565","40.073"
"Pest Control Workers","0.084","53.58","16.676","31.123","19.617","36.612","17.288","32.265"
"Psychiatric Aides","0.144","91.6","11.612","12.677","24.638","26.898","55.349","60.425"
"Healthcare Social Workers","0.14","88.85","3.882","4.369","31.68","35.656","53.288","59.975"
"Occupational Therapists","0.13","82.74","11.544","13.952","23.84","28.813","47.356","57.235"
"Food Preparation and Serving Related Workers, All Other","0.069","44.05","30.575","69.41","4.552","10.333","8.923","20.257"
"Surgical Technologists","0.148","93.89","17.806","18.964","16.841","17.937","59.243","63.098"
"Sewing Machine Operators","0.067","42.59","34.393","80.755","0","0","8.197","19.245"
"Occupational Therapy Assistants","0.123","78","3.174","4.069","30.539","39.152","44.288","56.779"
"Physician Assistants","0.114","72.61","7.263","10.003","26.105","35.952","39.242","54.045"
"Family Medicine Physicians","0.129","81.73","13.117","16.049","20.214","24.733","48.399","59.218"
"Food Batchmakers","0.075","47.37","30.863","65.154","2.034","4.293","14.473","30.553"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.12","76.4","4.313","5.645","28.544","37.361","43.543","56.993"
"Buyers and Purchasing Agents","0.067","42.29","17.295","40.896","14.499","34.284","10.496","24.82"
"Child, Family, and School Social Workers","0.101","64.3","6.965","10.833","24.744","38.483","32.59","50.685"
"Office Machine Operators, Except Computer","0.058","36.93","30.957","83.827","0","0","5.973","16.173"
"Laundry and Dry-Cleaning Workers","0.065","41.02","27.073","66.001","3.391","8.268","10.555","25.732"
"Residential Advisors","0.109","69.53","12.043","17.32","18.312","26.337","39.175","56.343"
"Computer Numerically Controlled Tool Operators","0.07","44.47","30.027","67.522","0.326","0.733","14.117","31.746"
"Sales Managers","0.106","67.59","3.216","4.759","26.443","39.122","37.931","56.119"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.06","37.97","27.825","73.283","1.004","2.644","9.14","24.073"
"Securities, Commodities, and Financial Services Sales Agents","0.062","39.43","12.369","31.369","16.077","40.775","10.984","27.856"
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","0.063","39.92","14.832","37.154","12.965","32.478","12.123","30.368"
"Couriers and Messengers","0.054","34.55","27.449","79.446","0","0","7.101","20.554"
"First-Line Supervisors of Non-Retail Sales Workers","0.098","62.01","2.962","4.777","24.365","39.292","34.683","55.931"
"Carpenters","0.059","37.69","17.057","45.257","10.203","27.07","10.43","27.673"
"Orderlies","0.069","43.68","24.545","56.193","2.183","4.998","16.952","38.81"
"Refuse and Recyclable Material Collectors","0.053","33.77","26.71","79.093","0","0","7.06","20.907"
"Printing Press Operators","0.057","35.97","24.961","69.393","1.746","4.855","9.263","25.752"
"Computer User Support Specialists","0.076","48.56","15.236","31.377","11.374","23.423","21.95","45.201"
"Information and Record Clerks, All Other","0.048","30.61","26.139","85.395","0.435","1.42","4.036","13.185"
"Computer and Information Systems Managers","0.064","40.54","0.547","1.349","25.652","63.277","14.341","35.374"
"Electricians","0.072","45.71","7.632","16.696","17.896","39.151","20.182","44.153"
"Slaughterers and Meat Packers","0.045","28.65","24.241","84.61","0","0","4.409","15.39"
"Dentists, General","0.136","86.46","8.038","9.297","16.181","18.716","62.241","71.988"
"Ushers, Lobby Attendants, and Ticket Takers","0.058","36.75","23.09","62.831","1.063","2.892","12.597","34.277"
"Network and Computer Systems Administrators","0.046","29.02","4.322","14.893","18.991","65.441","5.707","19.666"
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","0.049","31.11","8.619","27.705","14.106","45.342","8.385","26.953"
"Mixing and Blending Machine Setters, Operators, and Tenders","0.046","29.24","21.286","72.797","1.405","4.805","6.549","22.398"
"Meat, Poultry, and Fish Cutters and Trimmers","0.044","27.67","19.07","68.918","3.559","12.863","5.041","18.219"
"Market Research Analysts and Marketing Specialists","0.051","32.67","0","0","22.395","68.55","10.275","31.45"
"Public Relations Specialists","0.065","41.15","6.634","16.121","15.716","38.193","18.8","45.686"
"Pharmacy Aides","0.042","26.46","18.733","70.796","3.062","11.572","4.666","17.633"
"Maintenance Workers, Machinery","0.061","38.54","19.057","49.449","2.195","5.696","17.287","44.856"
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","0.059","37.78","19.953","52.813","1.065","2.818","16.763","44.369"
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","0.072","45.97","6.877","14.96","13.707","29.816","25.386","55.223"
"Automotive and Watercraft Service Attendants","0.045","28.63","16.108","56.262","4.358","15.223","8.164","28.515"
"Social and Community Service Managers","0.074","47.19","2.479","5.254","17.97","38.081","26.74","56.665"
"Word Processors and Typists","0.035","22.18","19.149","86.336","0.986","4.446","2.045","9.219"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.039","24.54","5.247","21.382","14.844","60.49","4.449","18.129"
"Installation, Maintenance, and Repair Workers, All Other","0.038","24.02","19.953","83.069","0","0","4.067","16.931"
"Helpers--Installation, Maintenance, and Repair Workers","0.058","36.98","16.741","45.272","3.173","8.582","17.065","46.147"
"Ophthalmic Medical Technicians","0.093","58.9","14.778","25.09","5.017","8.518","39.105","66.392"
"Cardiovascular Technologists and Technicians","0.078","49.73","15.917","32.007","3.381","6.798","30.432","61.195"
"Miscellaneous First-Line Supervisors, Protective Service Workers","0.056","35.74","1.762","4.931","17.315","48.446","16.663","46.623"
"Correctional Officers and Jailers","0.052","33.2","11.209","33.761","7.802","23.499","14.19","42.74"
"Paper Goods Machine Setters, Operators, and Tenders","0.038","24.07","18.549","77.064","0","0","5.521","22.936"
"Diagnostic Medical Sonographers","0.074","47.04","8.341","17.731","10.046","21.357","28.653","60.912"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","0.038","23.83","17.207","72.209","0.831","3.488","5.791","24.303"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","0.038","24.18","17.088","70.67","0.463","1.914","6.629","27.417"
"Bus Drivers, Transit and Intercity","0.037","23.64","17.201","72.762","0.058","0.246","6.381","26.992"
"Print Binding and Finishing Workers","0.034","21.53","16.886","78.429","0.201","0.933","4.443","20.639"
"Computer Systems Analysts","0.067","42.64","3.1","7.269","13.986","32.801","25.554","59.93"
"Training and Development Specialists","0.052","32.75","1.906","5.821","14.771","45.102","16.073","49.077"
"Massage Therapists","0.069","43.95","6.413","14.591","10.247","23.314","27.291","62.095"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.06","38.4","3.09","8.048","13.532","35.239","21.778","56.713"
"Industrial Engineers","0.049","31.41","4.981","15.857","11.359","36.163","15.07","47.98"
"Office and Administrative Support Workers, All Other","0.032","20.4","11.917","58.418","4.362","21.383","4.121","20.199"
"Farmworkers, Farm, Ranch, and Aquacultural Animals","0.038","24.2","9.575","39.568","6.544","27.041","8.081","33.391"
"Meter Readers, Utilities","0.032","20.47","15.154","74.029","0.602","2.94","4.715","23.032"
"Demonstrators and Product Promoters","0.041","25.93","2.717","10.48","13.032","50.259","10.18","39.261"
"Production Workers, All Other","0.031","19.4","15.652","80.678","0","0","3.748","19.322"
"Ophthalmic Laboratory Technicians","0.031","19.77","15.417","77.981","0","0","4.353","22.019"
"Education and Childcare Administrators, Preschool and Daycare","0.06","38.43","4.252","11.065","11.044","28.739","23.133","60.196"
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.031","19.52","13.955","71.489","1.156","5.923","4.409","22.588"
"Chefs and Head Cooks","0.073","46.52","5.412","11.633","9.237","19.855","31.872","68.512"
"Computer, Automated Teller, and Office Machine Repairers","0.033","20.94","11.795","56.327","2.391","11.42","6.754","32.254"
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","0.03","18.82","13.202","70.147","0.949","5.045","4.669","24.808"
"Mental Health and Substance Abuse Social Workers","0.052","32.77","0","0","14.128","43.112","18.642","56.888"
"Chemical Plant and System Operators","0.038","23.88","13.482","56.458","0.576","2.414","9.822","41.129"
"Loan Interviewers and Clerks","0.028","17.5","14.004","80.024","0","0","3.496","19.976"
"Aircraft Mechanics and Service Technicians","0.043","27.32","7.659","28.035","6.309","23.094","13.352","48.872"
"Sawing Machine Setters, Operators, and Tenders, Wood","0.028","17.82","13.018","73.054","0.846","4.749","3.955","22.197"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.044","27.97","9.04","32.32","4.769","17.051","14.161","50.629"
"Tool and Die Makers","0.03","19.1","10.428","54.595","3.299","17.271","5.374","28.134"
"General Internal Medicine Physicians","0.065","41","2.555","6.232","11.157","27.211","27.288","66.557"
"Paralegals and Legal Assistants","0.033","20.71","10.854","52.409","2.707","13.07","7.149","34.521"
"Nurse Anesthetists","0.067","42.56","6.541","15.369","7.016","16.484","29.003","68.147"
"Semiconductor Processing Technicians","0.028","17.76","13.337","75.094","0.203","1.145","4.22","23.761"
"Mechanical Engineers","0.047","29.89","1.362","4.558","11.842","39.618","16.686","55.824"
"Marketing Managers","0.047","29.8","1.918","6.437","11.243","37.727","16.639","55.836"
"Surgeons, Except Ophthalmologists","0.046","29.49","5.201","17.637","7.596","25.757","16.693","56.606"
"Cargo and Freight Agents","0.026","16.35","12.509","76.506","0.087","0.533","3.754","22.96"
"Industrial Production Managers","0.042","26.6","4.737","17.808","7.736","29.084","14.127","53.109"
"Psychiatric Technicians","0.051","32.71","3.352","10.248","8.919","27.266","20.439","62.486"
"Concierges","0.03","19.04","8.633","45.339","3.556","18.676","6.852","35.985"
"Compliance Officers","0.031","19.89","5.925","29.79","6.04","30.369","7.925","39.842"
"Animal Caretakers","0.047","29.55","3.92","13.265","7.961","26.94","17.669","59.795"
"Optometrists","0.045","28.32","3.369","11.897","8.423","29.742","16.528","58.361"
"Railroad Conductors and Yardmasters","0.031","19.77","11.288","57.097","0.453","2.293","8.029","40.61"
"Automotive Body and Related Repairers","0.03","19.29","8.029","41.623","3.545","18.375","7.716","40.002"
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","0.023","14.74","11.257","76.367","0.083","0.563","3.401","23.07"
"Dental Laboratory Technicians","0.025","15.98","5.864","36.695","5.326","33.329","4.79","29.976"
"Sheet Metal Workers","0.027","17.06","7.171","42.033","3.968","23.257","5.922","34.71"
"Procurement Clerks","0.02","12.84","7.982","62.164","3.06","23.829","1.798","14.007"
"Lodging Managers","0.037","23.75","4.782","20.135","6.192","26.071","12.776","53.794"
"Tree Trimmers and Pruners","0.022","14.25","6.945","48.738","3.695","25.933","3.609","25.329"
"Clinical, Counseling, and School Psychologists","0.04","25.52","0.384","1.503","10.21","40.006","14.927","58.491"
"Biological Technicians","0.035","22.36","6.346","28.382","4.137","18.503","11.876","53.115"
"Magnetic Resonance Imaging Technologists","0.036","22.85","5.176","22.654","5.247","22.961","12.427","54.385"
"Dietitians and Nutritionists","0.053","33.55","0.589","1.755","9.618","28.667","23.343","69.578"
"Credit Authorizers, Checkers, and Clerks","0.018","11.27","10.072","89.373","0","0","1.198","10.627"
"Human Resources Managers","0.031","19.98","1.073","5.372","8.957","44.831","9.949","49.796"
"Prepress Technicians and Workers","0.02","12.89","8.888","68.951","0.988","7.667","3.014","23.382"
"Cutting and Slicing Machine Setters, Operators, and Tenders","0.02","12.83","9.1","70.926","0.612","4.768","3.118","24.306"
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","0.02","12.49","9.652","77.275","0","0","2.838","22.725"
"Desktop Publishers","0.02","12.65","5.866","46.371","3.636","28.742","3.148","24.887"
"Firefighters","0.028","17.87","1.611","9.015","7.857","43.97","8.402","47.015"
"Police and Sheriff's Patrol Officers","0.026","16.78","5.295","31.554","4.162","24.804","7.323","43.642"
"Chemical Technicians","0.023","14.84","7.831","52.771","1.513","10.197","5.495","37.031"
"Molders, Shapers, and Casters, Except Metal and Plastic","0.018","11.36","8.958","78.851","0.215","1.895","2.187","19.254"
"Radiation Therapists","0.032","20.24","6.572","32.472","2.552","12.608","11.116","54.92"
"Security and Fire Alarm Systems Installers","0.026","16.39","3.177","19.381","5.928","36.169","7.285","44.45"
"Electronics Engineers, Except Computer","0.027","16.99","1.796","10.569","7.307","43.007","7.887","46.424"
"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other","0.033","21.28","3.338","15.686","5.751","27.024","12.191","57.289"
"Food Cooking Machine Operators and Tenders","0.018","11.75","8.602","73.206","0.474","4.038","2.674","22.756"
"Glaziers","0.018","11.52","4.012","34.829","5.057","43.898","2.451","21.273"
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.019","12.29","8.895","72.372","0","0","3.395","27.628"
"Merchandise Displayers and Window Trimmers","0.022","14.23","0.729","5.121","8.086","56.826","5.415","38.053"
"Management Analysts","0.026","16.27","0","0","8.793","54.042","7.477","45.958"
"Health Education Specialists","0.028","18.04","1.742","9.658","6.707","37.18","9.591","53.162"
"Clergy","0.037","23.42","0","0","8.289","35.395","15.131","64.605"
"Computer Network Support Specialists","0.016","10.23","3.98","38.907","4.287","41.904","1.963","19.189"
"Operating Engineers and Other Construction Equipment Operators","0.018","11.74","4.392","37.412","3.822","32.554","3.526","30.034"
"Anesthesiologists","0.039","24.46","1.426","5.83","6.742","27.562","16.292","66.608"
"Chiropractors","0.037","23.39","2.703","11.558","5.302","22.668","15.385","65.774"
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","0.02","12.43","5.902","47.478","2.08","16.733","4.449","35.789"
"Advertising Sales Agents","0.019","11.85","1.768","14.921","6.106","51.526","3.976","33.553"
"Baggage Porters and Bellhops","0.018","11.34","3.261","28.76","4.569","40.294","3.509","30.946"
"Graders and Sorters, Agricultural Products","0.014","9.11","7.814","85.777","0","0","1.296","14.223"
"Computer Occupations, All Other","0.021","13.35","2.245","16.818","5.566","41.691","5.539","41.492"
"Electrical and Electronic Engineering Technologists and Technicians","0.022","13.89","1.801","12.969","5.994","43.15","6.095","43.881"
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","0.017","11.09","2.259","20.369","5.523","49.803","3.308","29.828"
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","0.017","10.78","7.643","70.901","0","0","3.137","29.099"
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","0.016","9.97","6.99","70.109","0.521","5.224","2.459","24.667"
"Plumbers, Pipefitters, and Steamfitters","0.018","11.65","1.727","14.825","5.721","49.104","4.202","36.071"
"First-Line Supervisors of Construction Trades and Extraction Workers","0.026","16.41","0.992","6.048","6.387","38.919","9.031","55.033"
"Hazardous Materials Removal Workers","0.016","10","4.52","45.199","2.852","28.522","2.628","26.28"
"Jewelers and Precious Stone and Metal Workers","0.016","10.44","2.475","23.71","4.793","45.907","3.172","30.383"
