"Job name","% of total workforce","FTEs","Automatable FTEs","Automatable %","Augmentable FTEs","Augmentable %","Unimpacted FTEs","Unimpacted %"
"First-Line Supervisors of Office and Administrative Support Workers","0.49","811.13","126.155","15.553","333.516","41.117","351.459","43.33"
"Service Unit Operators, Oil and Gas","0.534","884.02","287.927","32.57","166.892","18.879","429.201","48.551"
"Bartenders","0.359","594.64","388.325","65.304","47.935","8.061","158.379","26.634"
"Cooks, Fast Food","0.343","567.65","400.89","70.623","31.034","5.467","135.726","23.91"
"Shipping, Receiving, and Inventory Clerks","0.32","529.32","393.478","74.337","37.146","7.018","98.696","18.646"
"Billing and Posting Clerks","0.297","491.28","401.198","81.664","26.493","5.393","63.589","12.943"
"Cleaners of Vehicles and Equipment","0.41","677.92","325.488","48.013","93.28","13.76","259.152","38.228"
"Helpers--Electricians","0.473","782.98","202.762","25.896","212.69","27.164","367.528","46.94"
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","0.499","825.25","276.403","33.493","135.259","16.39","413.589","50.117"
"Inspectors, Testers, Sorters, Samplers, and Weighers","0.367","606.58","401.455","66.183","1.641","0.27","203.484","33.546"
"Dishwashers","0.311","514.28","383.785","74.626","0","0","130.495","25.374"
"Pharmacy Technicians","0.274","453.56","354.229","78.1","0","0","99.331","21.9"
"Drywall and Ceiling Tile Installers","0.327","540.49","313.413","57.987","36.114","6.682","190.963","35.332"
"Landscaping and Groundskeeping Workers","0.298","492.48","132.967","26.999","214.904","43.637","144.609","29.363"
"Sheet Metal Workers","0.391","647.51","228.334","35.263","98.22","15.169","320.955","49.568"
"Roofers","0.348","576.31","56.717","9.841","260.474","45.197","259.119","44.962"
"Dental Assistants","0.479","792.05","183.862","23.213","129.731","16.379","478.457","60.407"
"Project Management Specialists and Business Operations Specialists, All Other","0.277","458.99","185.264","40.364","113.826","24.799","159.899","34.837"
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","0.295","488.75","252.927","51.75","42.57","8.71","193.253","39.54"
"Helpers--Production Workers","0.246","407.02","283.416","69.632","10.445","2.566","113.158","27.802"
"Installation, Maintenance, and Repair Workers, All Other","0.215","356.25","288.534","80.992","0","0","67.716","19.008"
"Structural Metal Fabricators and Fitters","0.237","392.2","241.725","61.633","46.293","11.803","104.183","26.564"
"Accountants and Auditors","0.221","364.93","134.937","36.976","144.847","39.692","85.146","23.332"
"Clinical Laboratory Technologists and Technicians","0.333","550.65","196.289","35.647","82.102","14.91","272.26","49.443"
"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","0.228","376.47","277.01","73.581","0","0","99.46","26.419"
"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","0.331","548.01","186.066","33.953","88.962","16.234","272.982","49.813"
"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","0.326","539.89","188.136","34.847","84.798","15.707","266.955","49.446"
"Cabinetmakers and Bench Carpenters","0.198","326.85","192.587","58.922","57.461","17.58","76.802","23.498"
"First-Line Supervisors of Production and Operating Workers","0.328","542.99","93.691","17.255","153.044","28.185","296.255","54.56"
"Excavating and Loading Machine and Dragline Operators, Surface Mining","0.289","477.54","109.633","22.958","136.165","28.514","231.741","48.528"
"Insulation Workers, Floor, Ceiling, and Wall","0.21","346.78","237.234","68.411","4.8","1.384","104.746","30.205"
"Mobile Heavy Equipment Mechanics, Except Engines","0.358","592.63","173.001","29.192","63.786","10.763","355.843","60.045"
"Counter and Rental Clerks","0.187","308.97","226.351","73.26","7.728","2.501","74.891","24.239"
"Cooks, Institution and Cafeteria","0.259","428.84","175.137","40.84","55.218","12.876","198.485","46.284"
"Security and Fire Alarm Systems Installers","0.318","526.23","88.081","16.738","141.237","26.839","296.911","56.422"
"Reinforcing Iron and Rebar Workers","0.18","298.24","175.54","58.859","50.885","17.062","71.814","24.079"
"Parts Salespersons","0.167","276.54","198.089","71.631","23.16","8.375","55.291","19.994"
"Food Servers, Nonrestaurant","0.188","310.68","190.072","61.179","27.947","8.995","92.661","29.825"
"Packers and Packagers, Hand","0.153","252.59","210.241","83.234","0","0","42.349","16.766"
"Production, Planning, and Expediting Clerks","0.173","285.87","193.435","67.665","12.9","4.512","79.535","27.822"
"Laundry and Dry-Cleaning Workers","0.168","277.39","183.277","66.072","22.962","8.278","71.151","25.65"
"Tellers","0.132","218.28","183.298","83.974","16.138","7.393","18.844","8.633"
"Brickmasons and Blockmasons","0.182","300.56","128.422","42.728","67.111","22.329","105.027","34.944"
"Automotive Body and Related Repairers","0.24","397.35","139.787","35.18","55.405","13.944","202.158","50.877"
"Glaziers","0.188","310.22","92.005","29.658","102.308","32.979","115.907","37.363"
"Bus and Truck Mechanics and Diesel Engine Specialists","0.287","474.54","127.831","26.938","65.988","13.906","280.721","59.156"
"Construction Managers","0.35","578.51","31.269","5.405","159.605","27.589","387.636","67.006"
"Rotary Drill Operators, Oil and Gas","0.207","341.99","151.876","44.409","38.958","11.392","151.156","44.199"
"Physicians, All Other; and Ophthalmologists, Except Pediatric","0.282","466.88","53.638","11.489","136.156","29.163","277.087","59.349"
"Bill and Account Collectors","0.149","246.98","162.344","65.731","26.226","10.619","58.41","23.65"
"Insulation Workers, Mechanical","0.2","330.32","164.691","49.858","23.55","7.129","142.079","43.013"
"Helpers, Construction Trades, All Other","0.223","368.06","100.774","27.38","87.332","23.728","179.954","48.893"
"Helpers--Installation, Maintenance, and Repair Workers","0.32","529.06","149.111","28.184","36.522","6.903","343.427","64.913"
"Pipelayers","0.19","313.58","133.907","42.703","50.398","16.072","129.275","41.226"
"Derrick Operators, Oil and Gas","0.159","262.62","140.243","53.402","39.059","14.873","83.318","31.726"
"Helpers--Extraction Workers","0.178","294","160.174","54.481","18.397","6.257","115.429","39.262"
"Human Resources Specialists","0.146","241.01","63.594","26.387","113.622","47.144","63.793","26.469"
"Boilermakers","0.189","312.32","156.688","50.169","19.886","6.367","135.746","43.464"
"Computer, Automated Teller, and Office Machine Repairers","0.156","258.04","139.633","54.113","27.863","10.798","90.544","35.089"
"Financial Managers","0.165","272.99","94.072","34.46","72.776","26.659","106.142","38.881"
"Packaging and Filling Machine Operators and Tenders","0.127","209.94","161.512","76.933","0","0","48.428","23.067"
"Securities, Commodities, and Financial Services Sales Agents","0.132","218.69","68.601","31.369","89.17","40.775","60.919","27.856"
"Preschool Teachers, Except Special Education","0.339","560.64","25.655","4.576","129.217","23.048","405.768","72.376"
"Automotive and Watercraft Service Attendants","0.14","232.37","121.026","52.083","29.711","12.786","81.633","35.131"
"Insurance Claims and Policy Processing Clerks","0.114","188.45","130.801","69.409","18.546","9.841","39.103","20.75"
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","0.127","210.22","78.017","37.112","68.095","32.392","64.108","30.496"
"Emergency Medical Technicians and Paramedics","0.21","347.64","41.141","11.834","104.442","30.043","202.058","58.123"
"Helpers--Carpenters","0.123","204.17","140.29","68.713","5.148","2.521","58.732","28.766"
"Tire Repairers and Changers","0.131","217.28","139.67","64.281","4.706","2.166","72.904","33.553"
"Control and Valve Installers and Repairers, Except Mechanical Door","0.164","271.89","118.791","43.691","25.518","9.386","127.58","46.923"
"Buyers and Purchasing Agents","0.118","195.94","78.652","40.141","65.489","33.423","51.798","26.436"
"Telecommunications Line Installers and Repairers","0.183","303.52","32.848","10.822","110.704","36.473","159.968","52.704"
"Radiologic Technologists and Technicians","0.217","358.27","59.048","16.481","82.715","23.087","216.507","60.431"
"Software Developers and Software Quality Assurance Analysts and Testers","0.178","295.17","8.165","2.766","131.514","44.555","155.491","52.678"
"Veterinary Assistants and Laboratory Animal Caretakers","0.207","342.66","83.101","24.252","56.511","16.492","203.047","59.256"
"Executive Secretaries and Executive Administrative Assistants","0.115","189.9","118.712","62.513","20.54","10.816","50.649","26.671"
"Hazardous Materials Removal Workers","0.117","193.86","85.242","43.971","53.328","27.509","55.29","28.52"
"Crane and Tower Operators","0.192","317.91","60.87","19.147","76.735","24.137","180.305","56.716"
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","0.113","186.17","136.64","73.395","0","0","49.53","26.605"
"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","0.137","226.56","88.562","39.09","47.374","20.91","90.624","40"
"Amusement and Recreation Attendants","0.126","208.45","120.545","57.829","12.781","6.131","75.124","36.039"
"Pharmacists","0.133","219.81","91.897","41.808","39.602","18.017","88.311","40.176"
"Nurse Practitioners","0.173","285.85","55.772","19.511","75.094","26.27","154.984","54.219"
"Cooks, Short Order","0.105","173.34","127.473","73.539","2.391","1.379","43.476","25.082"
"Electrical Power-Line Installers and Repairers","0.181","299","29.381","9.826","97.879","32.735","171.741","57.438"
"Physical Therapists","0.207","342.22","30.369","8.874","93.666","27.37","218.185","63.756"
"Exercise Trainers and Group Fitness Instructors","0.139","230.32","2.431","1.055","120.186","52.182","107.703","46.762"
"Tile and Stone Setters","0.11","182.2","72.751","39.929","49.688","27.271","59.761","32.8"
"Cost Estimators","0.114","188.62","75.469","40.011","43.181","22.893","69.97","37.096"
"Animal Caretakers","0.195","323.01","38.695","11.979","78.94","24.439","205.375","63.582"
"Social and Human Service Assistants","0.13","214.6","46.498","21.667","69.481","32.377","98.62","45.955"
"Administrative Services and Facilities Managers","0.125","206.99","31.853","15.389","83.35","40.268","91.787","44.344"
"Paving, Surfacing, and Tamping Equipment Operators","0.137","226.06","101.331","44.825","11.58","5.122","113.149","50.053"
"Bakers","0.086","142.14","111.192","78.227","0.726","0.511","30.222","21.262"
"Riggers","0.122","201.9","99.905","49.483","10.839","5.369","91.155","45.149"
"Millwrights","0.158","261.3","86.727","33.191","22.986","8.797","151.586","58.012"
"Maintenance Workers, Machinery","0.133","220.51","98.124","44.499","11.55","5.238","110.836","50.263"
"Insurance Sales Agents","0.101","167.14","52.179","31.219","56.538","33.827","58.423","34.954"
"Pest Control Workers","0.097","160.17","49.849","31.123","58.641","36.612","51.68","32.265"
"Telecommunications Equipment Installers and Repairers, Except Line Installers","0.141","233.11","36.931","15.843","70.22","30.123","125.959","54.034"
"Data Entry Keyers","0.072","118.74","107.066","90.169","0","0","11.674","9.831"
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","0.084","139.61","100.507","71.992","4.939","3.538","34.164","24.471"
"Medical and Health Services Managers","0.267","442.07","0","0","104.182","23.567","337.888","76.433"
"Dispatchers, Except Police, Fire, and Ambulance","0.088","146.37","100.914","68.945","2.192","1.497","43.264","29.558"
"Reservation and Transportation Ticket Agents and Travel Clerks","0.079","130.11","93.655","71.981","9.428","7.247","27.027","20.772"
"Respiratory Therapists","0.164","270.87","19.627","7.246","83.237","30.729","168.006","62.025"
"Dental Hygienists","0.193","319.17","62.254","19.505","40.057","12.551","216.859","67.945"
"Speech-Language Pathologists","0.138","227.83","0","0","100.936","44.303","126.894","55.697"
"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","0.074","121.69","26.14","21.481","74.27","61.032","21.28","17.487"
"Architectural and Civil Drafters","0.107","177.6","8.501","4.787","91.182","51.341","77.917","43.872"
"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters","0.11","181.46","77.921","42.941","19.918","10.976","83.621","46.082"
"First-Line Supervisors of Housekeeping and Janitorial Workers","0.103","170.72","29.215","17.113","68.544","40.15","72.961","42.737"
"Computer User Support Specialists","0.108","177.94","55.694","31.299","41.808","23.495","80.438","45.205"
"Payroll and Timekeeping Clerks","0.067","110.69","78.054","70.516","19.262","17.402","13.373","12.082"
"Plasterers and Stucco Masons","0.094","155.02","64.929","41.884","29.966","19.33","60.125","38.785"
"Phlebotomists","0.142","234.16","80.289","34.288","11.028","4.71","142.843","61.002"
"Parking Attendants","0.083","137.28","84.046","61.222","7.178","5.229","46.056","33.549"
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","0.087","143.14","66.968","46.785","24.145","16.868","52.027","36.347"
"Loan Interviewers and Clerks","0.069","113.72","91.003","80.024","0","0","22.717","19.976"
"Production Workers, All Other","0.07","115.63","90.884","78.599","0","0","24.746","21.401"
"Market Research Analysts and Marketing Specialists","0.075","123.38","0","0","84.361","68.375","39.019","31.625"
"Surgical Technologists","0.137","227.22","43.185","19.006","40.881","17.992","143.154","63.002"
"Healthcare Social Workers","0.126","208.74","9.122","4.37","74.491","35.686","125.128","59.944"
"Fence Erectors","0.081","134.23","53.219","39.648","30.383","22.635","50.627","37.717"
"Network and Computer Systems Administrators","0.063","104.36","15.493","14.846","68.094","65.249","20.773","19.905"
"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services","0.099","164.13","7.927","4.83","75.078","45.743","81.125","49.428"
"Occupational Therapists","0.117","193.47","26.994","13.952","55.759","28.821","110.717","57.227"
"Food Service Managers","0.102","168.63","47.115","27.94","33.993","20.158","87.522","51.902"
"Print Binding and Finishing Workers","0.061","101.27","79.425","78.429","0.945","0.933","20.901","20.639"
"Sales and Related Workers, All Other","0.064","106.12","79.078","74.518","0.81","0.763","26.232","24.719"
"Electrical and Electronics Repairers, Commercial and Industrial Equipment","0.099","163.56","46.025","28.139","33.129","20.255","84.406","51.605"
"Aircraft Mechanics and Service Technicians","0.093","153.53","42.966","27.985","35.386","23.048","75.178","48.966"
"Physician Assistants","0.102","169.54","16.96","10.003","60.953","35.952","91.627","54.045"
"Family Medicine Physicians","0.115","191.02","30.659","16.05","47.248","24.735","113.113","59.215"
"Sales Managers","0.109","179.64","8.396","4.674","68.943","38.379","102.301","56.948"
"Interviewers, Except Eligibility and Loan","0.064","106.24","66.444","62.541","10.692","10.064","29.104","27.395"
"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","0.108","179.22","10.12","5.647","66.987","37.377","102.113","56.977"
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","0.066","109.18","65.327","59.834","11.669","10.688","32.184","29.478"
"Sewing Machine Operators","0.057","94.05","75.746","80.538","0","0","18.304","19.462"
"Teaching Assistants, Except Postsecondary","0.082","135.7","30.343","22.36","44.397","32.717","60.96","44.923"
"Child, Family, and School Social Workers","0.091","150.16","16.266","10.833","57.785","38.483","76.108","50.685"
"Elevator and Escalator Installers and Repairers","0.126","208.97","39.218","18.767","33.438","16.001","136.314","65.232"
"First-Line Supervisors of Non-Retail Sales Workers","0.1","164.93","7.84","4.754","64.45","39.077","92.64","56.169"
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","0.067","110.28","70.414","63.85","0","0","39.866","36.15"
"Computer Systems Analysts","0.104","171.31","12.497","7.295","57.654","33.655","101.158","59.05"
"Surveying and Mapping Technicians","0.069","114.47","43.706","38.181","26.241","22.924","44.523","38.894"
"Industrial Engineers","0.083","137.73","21.383","15.525","48.523","35.23","67.824","49.244"
"Chemical Equipment Operators and Tenders","0.069","113.47","59.373","52.325","10.323","9.098","43.774","38.578"
"Pressers, Textile, Garment, and Related Materials","0.051","83.88","69.252","82.56","0","0","14.628","17.44"
"Opticians, Dispensing","0.071","117.3","50.544","43.09","18.669","15.915","48.087","40.995"
"Physical Therapist Assistants","0.117","193.89","7.967","4.109","61.163","31.545","124.76","64.346"
"Hairdressers, Hairstylists, and Cosmetologists","0.093","154.05","13.253","8.603","55.013","35.711","85.784","55.686"
"Computer and Information Systems Managers","0.064","106.12","1.422","1.34","66.307","62.483","38.391","36.177"
"Petroleum Pump System Operators, Refinery Operators, and Gaugers","0.076","125.28","64.33","51.349","3.117","2.488","57.834","46.164"
"Public Relations Specialists","0.075","124.03","19.949","16.084","47.266","38.109","56.815","45.808"
"Food Batchmakers","0.058","96.42","62.522","64.843","4.011","4.16","29.887","30.997"
"File Clerks","0.047","77.69","65.396","84.176","0.965","1.242","11.329","14.582"
"Geological and Hydrologic Technicians","0.061","100.09","62.421","62.365","2.964","2.961","34.705","34.674"
"Occupational Health and Safety Specialists","0.138","228.48","2.052","0.898","63.329","27.718","163.098","71.384"
"Industrial Production Managers","0.085","140.65","24.761","17.605","40.437","28.75","75.452","53.645"
"Recreation Workers","0.109","179.6","13.445","7.486","51.559","28.708","114.596","63.806"
"Veterinary Technologists and Technicians","0.086","142.46","40.877","28.694","23.641","16.595","77.942","54.711"
"Electrical and Electronic Engineering Technologists and Technicians","0.08","132.85","15.445","11.626","47.92","36.071","69.485","52.304"
"Mixing and Blending Machine Setters, Operators, and Tenders","0.05","82.31","57.924","70.372","3.69","4.484","20.696","25.144"
"Butchers and Meat Cutters","0.049","81.35","58.339","71.714","2.982","3.666","20.029","24.62"
"Human Resources Assistants, Except Payroll and Timekeeping","0.05","82","31.611","38.551","29.543","36.028","20.846","25.422"
"Miscellaneous Construction and Related Workers","0.072","118.54","32.632","27.528","28.344","23.911","57.564","48.561"
"Medical Transcriptionists","0.04","66.77","59.951","89.787","0","0","6.819","10.213"
"Mechanical Engineers","0.083","137.21","6.127","4.466","53.237","38.8","77.846","56.735"
"Food Preparation and Serving Related Workers, All Other","0.045","74.22","51.57","69.482","7.69","10.361","14.96","20.157"
"Tool and Die Makers","0.05","82.2","44.737","54.424","14.163","17.229","23.301","28.347"
"Computer Numerically Controlled Tool Operators","0.052","85.83","57.909","67.47","0.628","0.732","27.292","31.798"
"Printing Press Operators","0.047","78.02","54.141","69.393","3.788","4.855","20.092","25.752"
"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other","0.059","96.95","51.051","52.657","5.823","6.006","40.076","41.337"
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","0.045","74.88","54.874","73.283","1.98","2.644","18.026","24.073"
"Correctional Officers and Jailers","0.06","99.24","33.505","33.761","23.32","23.499","42.415","42.74"
"Dentists, General","0.122","202.08","18.791","9.299","37.827","18.719","145.462","71.982"
"Audiovisual Equipment Installers and Repairers","0.065","107.4","19.806","18.441","36.173","33.681","51.422","47.879"
"Training and Development Specialists","0.064","106.14","6.2","5.841","48.582","45.771","51.358","48.387"
"Switchboard Operators, Including Answering Service","0.04","66.55","53.8","80.842","0","0","12.75","19.158"
"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other","0.076","125.4","9.87","7.871","43.323","34.548","72.206","57.581"
"Mechanical Door Repairers","0.061","100.46","37.858","37.684","14.537","14.47","48.066","47.846"
"Ophthalmic Laboratory Technicians","0.041","67.09","52.225","77.844","0","0","14.865","22.156"
"Medical Equipment Repairers","0.059","97.8","22.585","23.093","29.02","29.673","46.195","47.234"
"Physical Therapist Aides","0.067","111.14","13.91","12.516","37.694","33.916","59.536","53.569"
"Bus Drivers, Transit and Intercity","0.042","70.29","51.315","73.004","0.176","0.25","18.799","26.745"
"Healthcare Support Workers, All Other","0.071","118.02","21.495","18.213","29.829","25.274","66.696","56.512"
"Management Analysts","0.056","91.98","0","0","50.447","54.845","41.533","45.155"
"Order Clerks","0.039","64.52","45.596","70.669","4.437","6.877","14.487","22.454"
"Medical Equipment Preparers","0.047","77.56","42.419","54.691","6.618","8.532","28.524","36.776"
"Farmworkers, Farm, Ranch, and Aquacultural Animals","0.044","72.77","28.595","39.295","19.419","26.685","24.756","34.02"
"Couriers and Messengers","0.037","61","47.761","78.296","0","0","13.239","21.704"
"Cardiovascular Technologists and Technicians","0.073","120.38","38.59","32.057","8.21","6.82","73.58","61.124"
"Ophthalmic Medical Technicians","0.084","138.79","34.686","24.992","11.786","8.492","92.318","66.516"
"Underground Mining Machine Operators and Extraction Workers, All Other","0.051","84.62","36.228","42.813","10.151","11.996","38.24","45.191"
"Chemical Technicians","0.045","74.11","38.506","51.958","7.259","9.796","28.345","38.247"
"Psychiatric Aides","0.07","115.08","14.589","12.677","30.954","26.898","69.537","60.425"
"Miscellaneous First-Line Supervisors, Protective Service Workers","0.05","83.04","4.107","4.945","40.56","48.843","38.374","46.211"
"Paralegals and Legal Assistants","0.041","67.89","35.558","52.376","8.85","13.036","23.482","34.588"
"Diagnostic Medical Sonographers","0.068","113.27","20.095","17.74","24.228","21.39","68.947","60.87"
"Wellhead Pumpers","0.054","88.81","28.98","32.631","14.876","16.75","44.954","50.619"
"Occupational Therapy Assistants","0.06","98.5","4.011","4.072","38.588","39.176","55.901","56.752"
"Compliance Officers","0.042","69.57","20.887","30.023","21.416","30.783","27.268","39.194"
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","0.037","60.88","40.732","66.906","0.98","1.609","19.168","31.485"
"Upholsterers","0.035","57.52","14.693","25.545","25.79","44.837","17.037","29.618"
"Dental Laboratory Technicians","0.034","57","20.857","36.592","18.973","33.287","17.169","30.121"
"Tailors, Dressmakers, and Custom Sewers","0.031","51.95","5.475","10.539","33.992","65.433","12.482","24.028"
"Ushers, Lobby Attendants, and Ticket Takers","0.036","59.33","37.316","62.895","1.721","2.901","20.293","34.204"
"Slaughterers and Meat Packers","0.028","46.01","38.929","84.61","0","0","7.081","15.39"
"Paper Goods Machine Setters, Operators, and Tenders","0.03","49.92","38.47","77.064","0","0","11.45","22.936"
"Septic Tank Servicers and Sewer Pipe Cleaners","0.034","55.79","21.379","38.32","16.909","30.308","17.502","31.372"
"Residential Advisors","0.053","87.59","15.171","17.32","23.068","26.337","49.351","56.343"
"Hotel, Motel, and Resort Desk Clerks","0.03","48.82","37.073","75.937","0.236","0.483","11.512","23.58"
"Meat, Poultry, and Fish Cutters and Trimmers","0.027","44.84","30.878","68.863","5.766","12.859","8.196","18.278"
"Orderlies","0.036","58.85","33.38","56.721","2.963","5.035","22.506","38.244"
"Mechanical Drafters","0.038","62.26","4.079","6.551","31.112","49.97","27.069","43.478"
"Helpers--Roofers","0.038","62.58","16.387","26.186","18.608","29.734","27.585","44.08"
"Electrical and Electronics Drafters","0.043","70.37","7.265","10.324","27.603","39.225","35.502","50.451"
"Automotive Glass Installers and Repairers","0.049","81.2","26.517","32.657","8.133","10.016","46.55","57.327"
"Marketing Managers","0.049","81","5.131","6.334","29.333","36.213","46.537","57.453"
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","0.046","76.79","11.488","14.96","22.896","29.816","42.406","55.223"
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","0.027","45.12","32.581","72.209","1.574","3.488","10.966","24.303"
"Biological Technicians","0.042","69.97","19.988","28.567","14.115","20.173","35.866","51.26"
